PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
1628988,232,Aaron Holiday,1610612745,HOU,45,12.6,1.7,4.0,0.423,1.0,2.6,0.368,0.6,0.7,0.867,0.2,1.0,1.2,1.2,0.4,0.1,0.6,5.0,4.9
1641724,233,Jett Howard,1610612753,ORL,50,11.6,1.6,4.2,0.374,1.0,3.1,0.318,0.3,0.4,0.75,0.4,0.8,1.2,0.8,0.2,0.2,0.5,4.4,3.6
1641763,234,Julian Phillips,1610612741,CHI,59,13.4,1.5,3.5,0.439,0.6,1.9,0.33,0.7,1.0,0.729,0.9,1.2,2.1,0.4,0.4,0.3,0.4,4.4,4.9
1631133,235,Jabari Walker,1610612757,POR,45,11.2,1.6,3.2,0.5,0.3,1.0,0.261,0.7,1.0,0.681,0.9,2.4,3.3,0.6,0.6,0.1,0.5,4.2,6.4
1631200,236,Kris Murray,1610612757,POR,52,13.7,1.7,3.7,0.461,0.4,1.5,0.269,0.3,0.8,0.405,1.0,1.3,2.3,0.9,0.4,0.2,0.5,4.1,4.9
203486,237,Mason Plumlee,1610612756,PHX,60,17.8,1.6,2.6,0.589,0.0,0.0,0.0,1.0,1.5,0.63,1.6,4.7,6.3,1.9,0.5,0.7,0.8,4.1,11.0
1631207,238,Dalen Terry,1610612741,CHI,54,12.6,1.5,3.2,0.46,0.4,1.2,0.333,0.7,1.0,0.679,0.5,0.9,1.5,1.2,0.5,0.2,0.7,4.1,4.7
1642263,239,Reed Sheppard,1610612745,HOU,43,11.9,1.4,4.3,0.335,0.7,2.5,0.284,0.3,0.3,0.929,0.4,1.0,1.4,1.1,0.6,0.3,0.6,3.9,3.9
1641765,240,Olivier-Maxence Prosper,1610612742,DAL,51,11.0,1.3,3.3,0.401,0.2,1.0,0.22,0.9,1.4,0.653,0.9,1.6,2.4,0.7,0.5,0.1,0.3,3.8,4.8
1641748,241,Andre Jackson Jr.,1610612749,MIL,54,16.5,1.5,3.2,0.469,0.5,1.3,0.386,0.2,0.3,0.556,1.1,2.0,3.0,1.4,0.6,0.2,0.9,3.7,6.1
201587,242,Nicolas Batum,1610612746,LAC,58,17.0,1.1,2.8,0.388,0.9,2.4,0.384,0.2,0.3,0.813,0.6,2.1,2.7,1.2,0.7,0.4,0.4,3.3,6.1
201599,243,DeAndre Jordan,1610612743,DEN,46,11.5,1.5,2.3,0.651,0.0,0.0,0.0,0.3,0.8,0.405,1.4,3.3,4.7,0.8,0.3,0.4,0.7,3.3,7.5
1642345,244,Oso Ighodaro,1610612756,PHX,44,13.8,1.4,2.5,0.574,0.0,0.0,0.0,0.4,0.8,0.528,0.8,2.3,3.0,0.9,0.4,0.3,0.5,3.3,6.0
1630579,245,Jericho Sims,1610612749,MIL,45,11.4,0.7,1.2,0.6,0.0,0.0,0.0,0.2,0.3,0.615,1.3,2.2,3.4,0.6,0.2,0.3,0.6,1.6,4.9
