,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
404,Tomas Tatar,2024-25,NJD,L,L,53,6,8,14,+4,14,0.26,5,11,1,3,0,0,0,0,50,12.0,10:38,45.5
405,Uvis Balinskis,2024-25,FLA,L,D,55,3,11,14,-2,17,0.25,3,10,0,4,0,0,0,0,67,4.5,14:57,0.0
406,Brian Dumoulin,2024-25,ANA,L,D,56,1,13,14,0,10,0.25,1,14,0,0,0,0,0,0,53,1.9,19:51,--
407,Steven Lorentz,2024-25,TOR,L,C,57,5,9,14,+4,4,0.25,5,14,0,0,0,0,0,2,49,10.2,10:27,40.7
408,Nikita Zadorov,2024-25,BOS,L,D,58,3,11,14,+16,117,0.24,3,13,0,0,0,1,0,0,77,3.9,20:26,--
409,Adam Larsson,2024-25,SEA,R,D,59,3,11,14,+7,21,0.24,3,14,0,0,0,0,0,1,73,4.1,21:03,--
410,Logan O'Connor,2024-25,COL,R,R,59,6,8,14,-8,19,0.24,6,13,0,0,0,1,0,0,70,8.6,14:43,40.0
411,Craig Smith,2024-25,CHI,R,C,35,8,5,13,-7,26,0.37,6,11,2,2,0,0,0,1,70,11.4,11:44,36.8
412,Dylan Samberg,2024-25,WPG,L,D,36,4,9,13,+22,22,0.36,4,13,0,0,0,0,0,1,53,7.6,21:10,--
413,Max Pacioretty,2024-25,TOR,L,L,37,5,8,13,-2,16,0.35,5,13,0,0,0,0,0,1,70,7.1,13:30,54.6
414,Michael Carcone,2024-25,UTA,L,L,40,5,8,13,-7,27,0.33,5,11,0,2,0,0,0,0,63,7.9,11:36,50.0
415,Blake Lizotte,2024-25,PIT,L,C,40,9,4,13,-1,22,0.33,7,11,1,1,1,1,0,0,38,23.7,11:57,48.8
416,Josh Manson,2024-25,COL,R,D,43,1,12,13,-9,26,0.30,1,11,0,1,0,1,0,0,57,1.8,18:12,--
417,Connor Murphy,2024-25,CHI,R,D,44,1,12,13,-6,38,0.30,1,13,0,0,0,0,0,0,49,2.0,20:43,--
418,Dante Fabbro,2024-25,"NSH, CBJ",R,D,44,4,9,13,+12,26,0.30,4,13,0,0,0,0,0,1,54,7.4,20:25,--
419,Cam York,2024-25,PHI,L,D,44,4,9,13,0,20,0.30,4,13,0,0,0,0,0,1,53,7.6,21:17,--
420,Zachary L'Heureux,2024-25,NSH,L,L,45,4,9,13,-6,52,0.29,4,12,0,1,0,0,0,0,56,7.1,11:39,0.0
421,Nick Cousins,2024-25,OTT,L,C,47,5,8,13,-2,39,0.28,5,13,0,0,0,0,0,0,63,7.9,11:54,14.3
422,Colin Blackwell,2024-25,DAL,R,C,49,5,8,13,+2,10,0.27,4,11,0,1,1,1,0,0,55,9.1,11:42,49.8
423,Mark Kastelic,2024-25,BOS,R,C,49,4,9,13,+1,86,0.27,4,13,0,0,0,0,0,0,57,7.0,10:55,56.7
424,Joel Edmundson,2024-25,LAK,L,D,50,4,9,13,+18,16,0.26,4,12,0,1,0,0,0,1,63,6.4,20:51,--
425,Patrick Maroon,2024-25,CHI,L,L,51,3,10,13,-9,71,0.25,3,13,0,0,0,0,0,1,55,5.5,11:39,51.9
426,Emil Lilleberg,2024-25,TBL,L,D,51,0,13,13,-7,76,0.25,0,12,0,0,0,1,0,0,32,0.0,15:49,--
427,Andrew Peeke,2024-25,BOS,R,D,52,1,12,13,-2,8,0.25,0,11,0,0,1,2,0,0,49,2.0,17:59,--
428,Oskar Bäck,2024-25,DAL,L,C,52,3,10,13,+3,6,0.25,3,12,0,0,0,1,0,0,30,10.0,11:47,55.9
429,Nick Seeler,2024-25,PHI,L,D,53,3,10,13,+4,24,0.25,3,13,0,0,0,0,0,1,56,5.4,16:33,--
430,Radko Gudas,2024-25,ANA,R,D,55,1,12,13,+3,66,0.24,1,13,0,0,0,0,0,0,65,1.5,19:12,--
431,Nate Schmidt,2024-25,FLA,L,D,56,4,9,13,0,17,0.23,4,10,0,3,0,0,0,0,46,8.7,16:15,--
432,Dylan DeMelo,2024-25,WPG,R,D,57,3,10,13,+25,30,0.23,3,13,0,0,0,0,0,2,53,5.7,21:27,--
433,Jalen Chatfield,2024-25,CAR,R,D,57,5,8,13,+20,22,0.23,5,12,0,0,0,1,0,1,82,6.1,18:58,--
434,Braden Schneider,2024-25,NYR,R,D,57,3,10,13,+3,10,0.23,3,12,0,0,0,1,0,0,74,4.1,17:18,--
435,Ian Cole,2024-25,UTA,L,D,58,1,12,13,-8,51,0.22,1,13,0,0,0,0,0,0,50,2.0,20:44,--
436,A.J. Greer,2024-25,FLA,L,L,58,5,8,13,+1,78,0.22,4,12,0,0,1,1,0,2,63,7.9,9:42,35.3
437,Kevin Stenlund,2024-25,UTA,R,C,58,7,6,13,-14,24,0.22,6,12,0,0,1,1,0,0,70,10.0,14:19,58.8
438,Jamie Oleksiak,2024-25,SEA,L,D,59,4,9,13,-8,14,0.22,4,13,0,0,0,0,0,1,54,7.4,19:04,--
439,Johnathan Kovacevic,2024-25,NJD,R,D,59,1,12,13,+12,47,0.22,1,13,0,0,0,0,0,1,55,1.8,19:40,--
440,Parker Kelly,2024-25,COL,L,C,59,5,8,13,-8,23,0.22,4,11,0,0,1,2,0,0,67,7.5,13:00,42.5
441,Frank Nazar,2024-25,CHI,R,C,28,4,8,12,-8,8,0.43,4,11,0,1,0,0,0,1,41,9.8,14:44,42.1
442,Kevin Labanc,2024-25,CBJ,R,R,34,2,10,12,+1,12,0.35,2,12,0,0,0,0,0,0,35,5.7,10:30,0.0
443,Justin Danforth,2024-25,CBJ,R,R,36,5,7,12,-8,10,0.33,4,10,0,1,1,1,0,0,60,8.3,14:51,48.1
444,Egor Zamula,2024-25,PHI,L,D,40,3,9,12,-11,2,0.30,3,12,0,0,0,0,0,1,25,12.0,16:50,--
445,Pontus Holmberg,2024-25,TOR,L,R,45,5,7,12,-1,23,0.27,4,10,0,1,1,1,0,0,46,10.9,13:15,48.1
446,Jamie Drysdale,2024-25,PHI,R,D,46,2,10,12,-21,12,0.26,0,5,2,7,0,0,0,0,41,4.9,19:34,--
447,Cole Koepke,2024-25,BOS,L,L,49,7,5,12,+9,8,0.24,7,12,0,0,0,0,0,1,50,14.0,10:27,0.0
448,Conor Geekie,2024-25,TBL,L,C,49,6,6,12,-3,14,0.24,5,10,1,2,0,0,0,2,54,11.1,12:09,42.0
449,David Savard,2024-25,MTL,R,D,51,1,11,12,-6,26,0.24,1,12,0,0,0,0,0,0,36,2.8,17:46,--
450,Yakov Trenin,2024-25,MIN,L,C,51,6,6,12,+5,29,0.24,4,10,0,0,2,2,0,2,56,10.7,13:09,29.0
451,Nils Hoglander,2024-25,VAN,L,L,53,4,8,12,+2,28,0.23,4,12,0,0,0,0,0,1,56,7.1,11:26,--
452,Olli Määttä,2024-25,"DET, UTA",L,D,55,2,10,12,+6,14,0.22,2,12,0,0,0,0,0,0,52,3.9,20:10,--
453,Jacob Trouba,2024-25,"NYR, ANA",R,D,55,0,12,12,-3,43,0.22,0,12,0,0,0,0,0,0,84,0.0,20:27,--
454,Zach Aston-Reese,2024-25,CBJ,L,C,56,4,8,12,-10,21,0.21,4,12,0,0,0,0,0,1,71,5.6,13:37,25.0
455,Zach Bogosian,2024-25,MIN,R,D,57,4,8,12,+1,33,0.21,4,12,0,0,0,0,0,0,60,6.7,16:40,--
456,Brayden McNabb,2024-25,VGK,L,D,57,3,9,12,+31,22,0.21,2,10,0,0,1,2,0,0,72,4.2,20:27,--
457,Lawson Crouse,2024-25,UTA,L,L,57,8,4,12,-10,28,0.21,7,11,1,1,0,0,0,1,87,9.2,14:10,41.7
458,Brenden Dillon,2024-25,NJD,L,D,59,2,10,12,+15,58,0.20,2,12,0,0,0,0,0,0,32,6.3,18:19,--
459,Jordan Eberle,2024-25,SEA,R,R,19,6,5,11,+1,6,0.58,5,9,1,2,0,0,1,1,31,19.4,15:32,33.3
460,Jakub Vrana,2024-25,WSH,L,L,25,7,4,11,+6,6,0.44,4,8,3,3,0,0,0,3,27,25.9,9:51,28.6
461,Jakob Pelletier,2024-25,"CGY, PHI",L,L,25,4,7,11,+9,6,0.44,4,11,0,0,0,0,0,1,31,12.9,12:36,35.7
462,Matthew Poitras,2024-25,BOS,R,C,27,1,10,11,-3,6,0.41,1,11,0,0,0,0,0,1,25,4.0,13:10,46.5
463,Juuso Parssinen,2024-25,"NSH, COL",L,C,37,4,7,11,-6,8,0.30,4,10,0,1,0,0,0,0,26,15.4,10:46,50.4
464,Nico Sturm,2024-25,SJS,L,C,42,5,6,11,-4,13,0.26,4,10,0,0,1,1,0,1,31,16.1,9:54,63.9
465,Kasperi Kapanen,2024-25,"STL, EDM",R,R,43,6,5,11,-14,10,0.26,6,11,0,0,0,0,0,2,47,12.8,11:36,0.0
466,Oskar Sundqvist,2024-25,STL,R,C,44,4,7,11,-2,28,0.25,2,8,2,3,0,0,0,0,37,10.8,12:56,44.7
467,Pavel Mintyukov,2024-25,ANA,L,D,44,4,7,11,-6,12,0.25,4,9,0,2,0,0,0,0,50,8.0,18:52,--
468,Erik Haula,2024-25,NJD,L,L,47,5,6,11,-9,31,0.23,4,8,1,3,0,0,0,0,79,6.3,14:30,54.0
469,Declan Chisholm,2024-25,MIN,L,D,48,2,9,11,-4,4,0.23,1,9,1,2,0,0,0,1,53,3.8,17:29,--
470,Jack Drury,2024-25,"CAR, COL",L,C,49,5,6,11,-4,14,0.22,5,10,0,1,0,0,0,1,73,6.9,13:00,56.7
471,Alexander Holtz,2024-25,VGK,R,R,49,3,8,11,-3,8,0.22,3,10,0,1,0,0,0,0,62,4.8,11:31,25.0
472,Brett Pesce,2024-25,NJD,R,D,50,1,10,11,-3,15,0.22,0,10,0,0,1,1,0,0,65,1.5,20:47,--
473,Ilya Lyubushkin,2024-25,DAL,R,D,55,0,11,11,+11,20,0.20,0,11,0,0,0,0,0,0,32,0.0,17:02,--
474,Sean Kuraly,2024-25,CBJ,L,C,57,4,7,11,-1,20,0.19,4,11,0,0,0,0,0,0,53,7.6,11:29,52.9
475,Sean Walker,2024-25,CAR,R,D,57,2,9,11,-3,34,0.19,2,11,0,0,0,0,0,0,96,2.1,16:09,--
476,Dmitry Kulikov,2024-25,FLA,L,D,58,3,8,11,+9,34,0.19,3,10,0,1,0,0,0,0,58,5.2,19:49,--
477,Mario Ferraro,2024-25,SJS,L,D,58,5,6,11,-24,32,0.19,5,11,0,0,0,0,0,1,57,8.8,20:45,--
478,J.J. Moser,2024-25,TBL,L,D,28,2,8,10,+12,12,0.36,1,8,0,1,1,1,0,0,29,6.9,19:58,--
479,Dennis Cholowski,2024-25,NYI,L,D,33,3,7,10,+1,10,0.30,3,8,0,2,0,0,0,0,26,11.5,12:48,--
480,Colin Miller,2024-25,WPG,R,D,41,2,8,10,+10,30,0.24,2,10,0,0,0,0,0,0,43,4.7,13:57,--
481,Radek Faksa,2024-25,STL,L,C,46,3,7,10,-8,20,0.22,3,10,0,0,0,0,0,1,42,7.1,13:04,55.5
482,Nathan Walker,2024-25,STL,L,L,49,6,4,10,-4,36,0.20,6,9,0,0,0,1,0,0,43,14.0,11:42,55.2
483,Henry Thrun,2024-25,SJS,L,D,49,1,9,10,-14,28,0.20,1,10,0,0,0,0,0,0,42,2.4,16:56,--
484,Zach Whitecloud,2024-25,VGK,R,D,50,4,6,10,+1,16,0.20,4,10,0,0,0,0,0,0,52,7.7,16:22,--
485,Joe Veleno,2024-25,DET,L,C,52,5,5,10,-12,13,0.19,5,10,0,0,0,0,0,0,47,10.6,11:50,47.7
486,Ty Emberson,2024-25,EDM,R,D,55,0,10,10,+2,18,0.18,0,9,0,0,0,1,0,0,47,0.0,14:53,--
487,Ryan Suter,2024-25,STL,L,D,58,1,9,10,+1,20,0.17,1,10,0,0,0,0,0,0,44,2.3,20:23,--
488,Jesse Puljujarvi,2024-25,PIT,R,R,26,3,6,9,-1,10,0.35,3,8,0,1,0,0,0,0,38,7.9,11:36,0.0
489,Anthony Duclair,2024-25,NYI,L,L,27,5,4,9,-9,8,0.33,4,8,1,1,0,0,0,0,37,13.5,15:19,0.0
490,Alexandre Texier,2024-25,STL,L,C,27,4,5,9,-3,8,0.33,4,8,0,1,0,0,0,0,45,8.9,12:35,0.0
491,Josh Doan,2024-25,UTA,R,R,27,4,5,9,-5,6,0.33,2,7,2,2,0,0,0,0,40,10.0,13:49,37.7
492,Fedor Svechkov,2024-25,NSH,L,C,27,6,3,9,-7,4,0.33,4,6,2,3,0,0,0,1,37,16.2,12:08,38.5
493,Alec Martinez,2024-25,CHI,L,D,30,4,5,9,-10,4,0.30,4,8,0,1,0,0,0,0,33,12.1,20:02,--
494,Scott Perunovich,2024-25,"STL, NYI",L,D,32,2,7,9,+2,10,0.28,2,9,0,0,0,0,0,0,17,11.8,15:51,--
495,Mattias Samuelsson,2024-25,BUF,L,D,36,3,6,9,-1,6,0.25,3,9,0,0,0,0,0,0,39,7.7,18:34,--
496,William Carrier,2024-25,CAR,L,L,39,4,5,9,+2,16,0.23,4,9,0,0,0,0,0,1,42,9.5,11:37,45.5
497,Philipp Kurashev,2024-25,CHI,L,C,40,5,4,9,-27,12,0.23,4,8,1,1,0,0,1,1,45,11.1,14:29,49.2
498,Logan Stanley,2024-25,WPG,L,D,43,1,8,9,+9,61,0.21,1,9,0,0,0,0,0,0,35,2.9,16:00,--
499,David Kampf,2024-25,TOR,L,C,44,4,5,9,-1,12,0.20,3,7,0,0,1,2,0,0,38,10.5,12:32,51.9
500,Timothy Liljegren,2024-25,"TOR, SJS",R,D,45,4,5,9,-16,28,0.20,3,7,1,2,0,0,0,0,68,5.9,17:59,--
501,Tomas Nosek,2024-25,FLA,L,L,46,1,8,9,+7,8,0.20,0,7,1,1,0,1,0,0,35,2.9,9:38,50.4
502,Beck Malenstyn,2024-25,BUF,L,L,51,4,5,9,-9,21,0.18,4,9,0,0,0,0,0,0,45,8.9,10:22,72.7
503,Tanner Jeannot,2024-25,LAK,L,L,51,5,4,9,+1,74,0.18,5,9,0,0,0,0,0,1,41,12.2,11:21,40.0
504,Adam Edstrom,2024-25,NYR,L,C,51,5,4,9,-5,27,0.18,5,9,0,0,0,0,0,2,40,12.5,9:16,0.0
505,TJ Brodie,2024-25,CHI,L,D,52,2,7,9,-20,16,0.17,2,9,0,0,0,0,0,0,23,8.7,15:48,--
506,Michael Eyssimont,2024-25,TBL,L,C,52,4,5,9,-2,42,0.17,4,9,0,0,0,0,0,1,89,4.5,10:46,12.5
507,Isac Lundestrom,2024-25,ANA,L,C,53,4,5,9,0,6,0.17,4,9,0,0,0,0,0,1,44,9.1,14:01,47.2
508,Carson Soucy,2024-25,VAN,L,D,55,2,7,9,-15,42,0.16,2,9,0,0,0,0,0,1,60,3.3,18:40,--
509,Jonas Siegenthaler,2024-25,NJD,L,D,55,2,7,9,+9,44,0.16,2,9,0,0,0,0,0,0,52,3.9,19:36,--
510,Casey Cizikas,2024-25,NYI,L,C,56,4,5,9,-12,34,0.16,4,8,0,1,0,0,0,1,58,6.9,12:45,55.1
511,Ben Chiarot,2024-25,DET,L,D,56,3,6,9,-7,45,0.16,3,8,0,1,0,0,0,0,79,3.8,21:22,--
512,Alexey Toropchenko,2024-25,STL,L,R,56,1,8,9,-2,19,0.16,1,9,0,0,0,0,0,0,52,1.9,12:26,44.4
513,John Beecher,2024-25,BOS,L,C,56,3,6,9,-5,12,0.16,3,9,0,0,0,0,0,0,33,9.1,11:14,54.7
514,Brandon Carlo,2024-25,BOS,R,D,57,1,8,9,+3,22,0.16,1,9,0,0,0,0,0,0,59,1.7,18:41,--
515,Noel Acciari,2024-25,PIT,R,C,59,4,5,9,-19,12,0.15,4,8,0,0,0,1,0,0,61,6.6,13:28,52.3
516,Luca Del Bel Belluz,2024-25,CBJ,L,C,15,2,6,8,+2,0,0.53,2,7,0,1,0,0,0,0,18,11.1,13:45,43.1
517,Justin Kirkland,2024-25,CGY,L,C,21,2,6,8,+6,11,0.38,2,8,0,0,0,0,0,0,9,22.2,9:42,42.9
518,Jordan Greenway,2024-25,BUF,L,L,21,3,5,8,+1,13,0.38,3,8,0,0,0,0,0,0,26,11.5,15:52,7.7
519,Brock McGinn,2024-25,ANA,L,L,26,4,4,8,+1,0,0.31,4,8,0,0,0,0,0,0,30,13.3,11:43,12.5
520,Jonny Brodzinski,2024-25,NYR,R,C,26,4,4,8,+5,4,0.31,4,8,0,0,0,0,0,0,28,14.3,10:48,46.3
521,Hendrix Lapierre,2024-25,WSH,L,C,27,0,8,8,-3,4,0.30,0,8,0,0,0,0,0,0,18,0.0,9:48,39.6
522,Erik Brannstrom,2024-25,VAN,L,D,28,3,5,8,-4,17,0.29,3,7,0,1,0,0,0,1,33,9.1,14:56,--
523,Zac Jones,2024-25,NYR,L,D,28,1,7,8,+2,10,0.29,1,7,0,1,0,0,0,0,26,3.9,16:31,--
524,Artem Zub,2024-25,OTT,R,D,32,2,6,8,-7,18,0.25,2,5,0,1,0,2,0,1,39,5.1,20:04,--
525,Cam Atkinson,2024-25,TBL,R,R,36,3,5,8,-3,11,0.22,2,7,1,1,0,0,0,0,38,7.9,8:49,33.3
526,Mark Jankowski,2024-25,NSH,L,L,39,3,5,8,0,15,0.21,3,8,0,0,0,0,0,0,38,7.9,12:37,50.9
527,Pierre Engvall,2024-25,NYI,L,L,39,4,4,8,-5,12,0.21,4,8,0,0,0,0,0,1,39,10.3,11:04,27.8
528,Ivan Ivan,2024-25,COL,L,C,40,5,3,8,-9,8,0.20,3,5,2,3,0,0,0,0,34,14.7,10:02,40.9
529,Nathan Bastian,2024-25,NJD,R,R,41,3,5,8,+2,29,0.20,1,6,1,1,1,1,0,1,36,8.3,10:46,36.8
530,Trevor Lewis,2024-25,LAK,R,C,42,4,4,8,-1,16,0.19,4,8,0,0,0,0,0,1,37,10.8,10:19,49.4
531,Nolan Allan,2024-25,CHI,L,D,42,1,7,8,-13,16,0.19,1,8,0,0,0,0,0,0,16,6.3,15:12,--
532,Nicolas Hague,2024-25,VGK,L,D,46,3,5,8,-5,33,0.17,3,8,0,0,0,0,0,1,55,5.5,16:02,--
533,Connor Clifton,2024-25,BUF,R,D,48,0,8,8,+1,31,0.17,0,8,0,0,0,0,0,0,37,0.0,15:09,--
534,Jan Rutta,2024-25,SJS,R,D,51,2,6,8,-6,28,0.16,2,8,0,0,0,0,0,0,51,3.9,16:57,--
535,Morgan Barron,2024-25,WPG,L,C,52,5,3,8,+5,14,0.15,3,6,0,0,2,2,0,0,60,8.3,10:27,58.3
536,Kyle MacLean,2024-25,NYI,L,C,56,3,5,8,-10,10,0.14,3,8,0,0,0,0,0,0,41,7.3,9:40,47.3
537,Anthony Mantha,2024-25,CGY,L,R,13,4,3,7,+6,11,0.54,2,5,1,1,1,1,0,1,15,26.7,13:54,33.3
538,Hampus Lindholm,2024-25,BOS,L,D,17,3,4,7,-4,4,0.41,3,6,0,1,0,0,0,1,35,8.6,20:51,--
539,Brett Berard,2024-25,NYR,L,L,19,3,4,7,-9,8,0.37,3,7,0,0,0,0,0,1,32,9.4,11:20,50.0
540,Adam Boqvist,2024-25,"FLA, NYI",R,D,23,3,4,7,-4,6,0.30,3,4,0,3,0,0,0,0,29,10.3,13:32,--
541,Urho Vaakanainen,2024-25,"ANA, NYR",L,D,30,1,6,7,-2,14,0.23,1,7,0,0,0,0,0,0,20,5.0,15:10,--
542,Drew Helleson,2024-25,ANA,R,D,30,2,5,7,-1,27,0.23,2,7,0,0,0,0,0,0,33,6.1,16:05,--
543,Gage Goncalves,2024-25,TBL,L,C,34,1,6,7,+2,4,0.21,1,6,0,1,0,0,0,0,32,3.1,12:07,0.0
544,Nick Blankenburg,2024-25,NSH,R,D,34,3,4,7,+8,10,0.21,3,7,0,0,0,0,1,2,53,5.7,18:21,--
545,Daniil Miromanov,2024-25,CGY,R,D,36,1,6,7,+3,10,0.19,1,7,0,0,0,0,0,1,44,2.3,18:31,--
546,Justin Barron,2024-25,"MTL, NSH",R,D,37,4,3,7,-10,14,0.19,4,7,0,0,0,0,0,0,40,10.0,15:56,--
547,Carl Grundstrom,2024-25,SJS,L,R,38,2,5,7,-12,16,0.18,2,7,0,0,0,0,0,0,56,3.6,9:12,40.0
548,Cole Schwindt,2024-25,VGK,R,R,38,0,7,7,+2,0,0.18,0,7,0,0,0,0,0,0,30,0.0,9:21,50.3
549,Mathieu Joseph,2024-25,STL,L,R,39,3,4,7,-8,14,0.18,3,7,0,0,0,0,0,0,47,6.4,11:52,54.7
550,Christian Fischer,2024-25,DET,R,R,41,1,6,7,-4,11,0.17,1,7,0,0,0,0,0,0,29,3.5,11:21,53.3
551,Calvin de Haan,2024-25,COL,L,D,42,0,7,7,-9,10,0.17,0,7,0,0,0,0,0,0,46,0.0,14:56,--
552,Jake Bean,2024-25,CGY,L,D,42,2,5,7,-2,8,0.17,2,7,0,0,0,0,0,0,50,4.0,15:53,--
553,Cole Smith,2024-25,NSH,L,R,45,2,5,7,-11,44,0.16,2,6,0,0,0,1,0,0,38,5.3,13:10,50.0
554,Conor Timmins,2024-25,TOR,R,D,46,1,6,7,+2,24,0.15,1,7,0,0,0,0,0,0,47,2.1,16:21,--
555,Mikael Pyyhtia,2024-25,CBJ,L,L,46,4,3,7,-10,6,0.15,3,6,0,0,1,1,0,0,32,12.5,12:06,66.7
556,Josh Mahura,2024-25,SEA,L,D,47,0,7,7,+6,14,0.15,0,7,0,0,0,0,0,0,49,0.0,13:29,--
557,Michael McCarron,2024-25,NSH,R,C,48,2,5,7,-17,61,0.15,2,7,0,0,0,0,0,0,49,4.1,13:09,54.6
558,Tye Kartye,2024-25,SEA,L,L,49,3,4,7,-16,34,0.14,3,7,0,0,0,0,0,0,42,7.1,9:48,23.1
559,Scott Mayfield,2024-25,NYI,R,D,51,2,5,7,+13,25,0.14,2,7,0,0,0,0,0,0,40,5.0,17:25,--
560,Barclay Goodrow,2024-25,SJS,L,C,53,4,3,7,-28,45,0.13,3,6,0,0,1,1,0,0,54,7.4,14:01,45.0
561,Rasmus Kupari,2024-25,WPG,R,C,53,5,2,7,-2,16,0.13,5,7,0,0,0,0,0,1,46,10.9,10:29,53.2
562,Marat Khusnutdinov,2024-25,MIN,L,C,54,2,5,7,-2,12,0.13,2,6,0,0,0,1,0,0,28,7.1,11:12,43.5
563,Luke Glendening,2024-25,TBL,R,C,56,4,3,7,-7,8,0.13,3,5,0,0,1,2,0,0,41,9.8,10:48,55.9
564,Sam Malinski,2024-25,COL,R,D,56,2,5,7,+2,6,0.13,2,7,0,0,0,0,0,0,74,2.7,15:38,--
565,Jake Christiansen,2024-25,CBJ,L,D,57,1,6,7,+3,11,0.12,1,7,0,0,0,0,0,0,53,1.9,12:59,--
566,Will Borgen,2024-25,"SEA, NYR",R,D,59,3,4,7,-16,17,0.12,3,7,0,0,0,0,0,0,55,5.5,16:44,--
567,Anthony Richard,2024-25,PHI,L,C,15,2,4,6,-3,0,0.40,2,5,0,1,0,0,0,0,19,10.5,12:22,0.0
568,John Marino,2024-25,UTA,R,D,16,0,6,6,+1,0,0.38,0,6,0,0,0,0,0,0,16,0.0,21:39,--
569,Phillip Di Giuseppe,2024-25,VAN,L,L,20,1,5,6,-2,4,0.30,1,6,0,0,0,0,0,0,23,4.4,11:34,20.0
570,Emil Andrae,2024-25,PHI,L,D,24,1,5,6,+2,14,0.25,1,3,0,3,0,0,0,0,31,3.2,18:59,--
571,Max Sasson,2024-25,VAN,L,C,24,2,4,6,+3,0,0.25,2,6,0,0,0,0,0,0,25,8.0,10:06,41.9
572,Haydn Fleury,2024-25,WPG,L,D,29,0,6,6,-7,4,0.21,0,6,0,0,0,0,0,0,32,0.0,16:50,--
573,Jimmy Vesey,2024-25,NYR,L,L,31,4,2,6,-2,0,0.19,4,6,0,0,0,0,0,0,29,13.8,10:36,30.0
574,Jayden Struble,2024-25,MTL,L,D,31,2,4,6,-8,37,0.19,2,6,0,0,0,0,0,0,30,6.7,14:34,--
575,Jeff Petry,2024-25,DET,R,D,34,1,5,6,-7,12,0.18,1,5,0,1,0,0,0,1,23,4.4,19:11,--
576,Noah Gregor,2024-25,OTT,L,L,36,4,2,6,-10,17,0.17,3,5,0,0,1,1,0,2,44,9.1,11:36,60.0
577,Jansen Harkins,2024-25,ANA,L,C,39,2,4,6,-6,16,0.15,2,6,0,0,0,0,0,1,31,6.5,10:49,53.4
578,Oliver Wahlstrom,2024-25,"NYI, BOS",R,R,42,3,3,6,-6,35,0.14,3,5,0,1,0,0,0,1,54,5.6,10:20,75.0
579,Troy Stecher,2024-25,EDM,R,D,44,3,3,6,-2,27,0.14,3,6,0,0,0,0,0,0,35,8.6,13:49,--
580,Ty Dellandrea,2024-25,SJS,R,C,44,1,5,6,-18,33,0.14,1,6,0,0,0,0,0,0,30,3.3,11:35,51.5
581,Ryan Lomberg,2024-25,CGY,L,L,54,1,5,6,-3,53,0.11,1,6,0,0,0,0,0,0,47,2.1,8:40,22.2
582,Arber Xhekaj,2024-25,MTL,L,D,54,1,5,6,-7,83,0.11,1,6,0,0,0,0,0,0,58,1.7,15:10,--
583,Brayden Pachal,2024-25,CGY,R,D,56,2,4,6,-2,76,0.11,2,5,0,0,0,1,0,0,46,4.4,14:35,--
584,Anthony DeAngelo,2024-25,NYI,R,D,9,1,4,5,+3,2,0.56,1,5,0,0,0,0,1,1,18,5.6,25:07,--
585,Seamus Casey,2024-25,NJD,R,D,9,4,1,5,+4,0,0.56,2,3,2,2,0,0,0,1,9,44.4,12:12,--
586,Elmer Soderblom,2024-25,DET,L,L,11,2,3,5,0,0,0.45,2,5,0,0,0,0,0,1,18,11.1,12:41,33.3
587,Ethen Frank,2024-25,WSH,R,C,16,4,1,5,+5,2,0.31,4,5,0,0,0,0,0,1,17,23.5,10:38,0.0
588,Vittorio Mancini,2024-25,"NYR, VAN",R,D,16,1,4,5,-3,2,0.31,1,5,0,0,0,0,0,0,20,5.0,15:01,--
589,Lian Bichsel,2024-25,DAL,L,D,18,2,3,5,+6,14,0.28,2,5,0,0,0,0,0,1,15,13.3,15:04,--
590,Daniel Sprong,2024-25,"VAN, SEA",R,R,19,2,3,5,-1,2,0.26,1,4,1,1,0,0,0,1,31,6.5,12:02,0.0
591,Jack Thompson,2024-25,SJS,R,D,19,2,3,5,-7,6,0.26,2,2,0,3,0,0,0,0,25,8.0,16:19,--
592,Jordan Oesterle,2024-25,BOS,L,D,21,0,5,5,+2,2,0.24,0,5,0,0,0,0,0,0,19,0.0,17:34,--
593,Vladislav Kolyachonok,2024-25,UTA,L,D,23,2,3,5,-7,2,0.22,2,5,0,0,0,0,0,1,12,16.7,12:20,--
594,Adam Wilsby,2024-25,NSH,L,D,23,1,4,5,+3,6,0.22,1,5,0,0,0,0,0,0,33,3.0,18:06,--
595,David Gustafsson,2024-25,WPG,L,C,25,1,4,5,+8,7,0.20,1,5,0,0,0,0,0,0,21,4.8,9:02,48.3
596,Derek Forbort,2024-25,VAN,L,D,31,0,5,5,-7,30,0.16,0,4,0,1,0,0,0,0,23,0.0,17:55,--
597,Dakota Joshua,2024-25,VAN,L,C,32,3,2,5,-8,22,0.16,2,4,1,1,0,0,0,0,18,16.7,12:58,75.0
598,Derek Ryan,2024-25,EDM,R,C,33,1,4,5,-5,12,0.15,1,5,0,0,0,0,0,0,17,5.9,9:25,60.3
599,Jakub Lauko,2024-25,MIN,L,C,33,2,3,5,-4,27,0.15,1,4,0,0,1,1,0,1,25,8.0,9:56,14.3
600,Isaiah George,2024-25,NYI,L,D,33,1,4,5,-3,6,0.15,1,5,0,0,0,0,0,1,26,3.9,15:39,--
