PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
73ZyhirZ HopeHopeCF73‌‌‌,LAD,8,14,1,3,1,0,1,3,1,4,0,0,.214,.267,.500,.767
73CooperJ IngleIngleC73‌‌‌,CLE,3,4,1,3,0,0,0,3,2,1,0,0,.750,.833,.750,1.583
73AlexA JacksonJacksonC73‌‌‌,NYY,3,8,1,2,1,0,1,3,0,5,0,0,.250,.250,.750,1.000
73JeremiahJ JacksonJackson2B73‌‌‌,BAL,6,8,2,3,0,0,1,3,1,0,1,0,.375,.444,.750,1.194
73CarlosC JimenezJimenezCF73‌‌‌,SEA,4,9,1,3,2,0,0,3,0,3,0,0,.333,.333,.556,.889
73DaShawnD Keirsey Jr.KeirseyCF73‌‌‌,MIN,6,9,4,3,0,0,1,3,4,2,2,0,.333,.571,.667,1.238
73MaxM KeplerKeplerRF73‌‌‌,PHI,3,7,1,1,0,0,0,3,2,2,0,0,.143,.333,.143,.476
73AlejandroA KirkKirkC73‌‌‌,TOR,4,7,0,3,0,0,0,3,3,1,0,0,.429,.545,.429,.974
73HestonH KjerstadKjerstadLF73‌‌‌,BAL,4,11,1,2,0,0,1,3,1,6,0,0,.182,.250,.455,.705
73RafaelR LantiguaLantigua2B73‌‌‌,PHI,6,8,2,2,0,0,1,3,3,2,0,0,.250,.455,.625,1.080
73LuisL LaraLaraCF73‌‌‌,MIL,5,7,1,3,0,0,0,3,1,1,0,0,.429,.400,.429,.829
73TrevorT LarnachLarnachLF73‌‌‌,MIN,3,8,1,3,0,0,1,3,0,0,0,0,.375,.375,.750,1.125
73NickN LoftinLoftin2B73‌‌‌,KC,4,7,2,5,2,0,0,3,4,1,0,0,.714,.818,1.000,1.818
73GavinG LuxLux2B73‌‌‌,CIN,4,10,0,2,1,0,0,3,2,4,1,0,.200,.333,.300,.633
73LukeL MaileMaileC73‌‌‌,KC,2,6,2,2,0,0,1,3,0,1,0,0,.333,.333,.833,1.166
73KetelK MarteMarte2B73‌‌‌,AZ,5,13,1,4,0,0,0,3,0,2,0,0,.308,.286,.308,.594
73NoelviN MarteMarte3B73‌‌‌,CIN,6,10,2,1,0,1,0,3,1,4,0,0,.100,.167,.300,.467
73OrelvisO MartinezMartinez2B73‌‌‌,TOR,5,10,3,3,1,0,1,3,2,3,0,0,.300,.417,.700,1.117
73NickN MartiniMartini1B73‌‌‌,COL,5,10,2,4,0,0,2,3,3,2,1,0,.400,.571,1.000,1.571
73LuisL MatosMatosCF73‌‌‌,SF,6,17,3,4,1,0,0,3,0,0,0,0,.235,.235,.294,.529
73CharlesC McAdooMcAdoo2B73‌‌‌,TOR,6,10,2,1,0,0,1,3,1,3,0,0,.100,.182,.400,.582
73ReeseR McGuireMcGuireC73‌‌‌,CHC,4,8,2,2,1,0,0,3,0,0,0,0,.250,.250,.375,.625
73MattM McLainMcLainSS73‌‌‌,CIN,4,11,3,5,2,0,1,3,0,3,0,0,.455,.455,.909,1.364
73MJM MelendezMelendezLF73‌‌‌,KC,4,11,2,3,0,0,1,3,1,5,1,0,.273,.333,.545,.878
73MattM MervisMervis1B73‌‌‌,MIA,3,7,1,3,0,0,1,3,0,2,0,0,.429,.429,.857,1.286
73TylerT MillerMiller1B73‌‌‌,BOS,5,6,1,1,0,0,1,3,2,3,0,0,.167,.375,.667,1.042
73LazaroL MontesMontesRF73‌‌‌,SEA,4,6,3,2,0,0,1,3,2,2,0,0,.333,.500,.833,1.333
73BennyB MontgomeryMontgomeryOF73‌‌‌,COL,2,2,1,1,1,0,0,3,1,0,0,0,.500,.667,1.000,1.667
73TomásT NidoNidoC73‌‌‌,DET,5,11,0,4,2,0,0,3,0,1,0,0,.364,.364,.545,.909
73TylerT O'NeillO'NeillLF73‌‌‌,BAL,2,2,2,1,0,0,1,3,2,0,0,0,.500,.750,2.000,2.750
73ChrisC OkeyOkeyC73‌‌‌,LAD,7,9,1,3,1,0,1,3,1,2,0,0,.333,.455,.778,1.233
73JonathanJ OrnelasOrnelas3B73‌‌‌,TEX,5,11,1,3,1,0,0,3,0,2,0,0,.273,.273,.364,.637
73JocJ PedersonPedersonDH73‌‌‌,TEX,4,10,2,1,0,0,1,3,1,4,0,0,.100,.182,.400,.582
73CooperC PrattPrattSS73‌‌‌,MIL,4,9,1,4,3,0,0,3,0,0,0,0,.444,.444,.778,1.222
73NickN PrattoPratto1B73‌‌‌,KC,4,8,0,1,1,0,0,3,3,3,1,1,.125,.417,.250,.667
73JohnJ RaveRaveCF73‌‌‌,KC,4,7,2,3,0,1,0,3,2,2,2,0,.429,.600,.714,1.314
73EmmanuelE RiveraRivera3B73‌‌‌,BAL,4,11,2,3,0,0,1,3,0,3,0,0,.273,.273,.545,.818
73JulioJ RodríguezRodríguezCF73‌‌‌,SEA,4,9,0,1,1,0,0,3,0,1,0,0,.111,.100,.222,.322
73JohanJ RojasRojasCF73‌‌‌,PHI,5,12,3,3,0,0,1,3,1,4,0,0,.250,.357,.500,.857
73EddieE RosarioRosarioOF73‌‌‌,LAD,5,11,1,2,0,0,1,3,1,4,1,0,.182,.250,.455,.705
73VictorV Scott IIScottCF73‌‌‌,STL,4,9,5,5,0,1,1,3,3,2,3,1,.556,.667,1.111,1.778
73CamC SmithSmith3B73‌‌‌,HOU,4,6,4,3,0,0,2,3,3,1,0,0,.500,.667,1.500,2.167
73DominicDo SmithSmith1B73‌‌‌,NYY,4,10,2,2,0,0,2,3,0,1,0,0,.200,.200,.800,1.000
73NickN SolakSolakOF73‌‌‌,PIT,5,12,4,6,3,0,1,3,0,1,1,0,.500,.500,1.000,1.500
73EdmundoE SosaSosaSS73‌‌‌,PHI,4,11,0,3,1,0,0,3,0,4,0,0,.273,.273,.364,.637
73LenynL SosaSosa3B73‌‌‌,CWS,3,5,1,3,1,0,0,3,2,2,0,0,.600,.714,.800,1.514
73LaneL ThomasThomasRF73‌‌‌,CLE,4,8,2,2,0,0,1,3,3,2,1,0,.250,.455,.625,1.080
73TrayceT ThompsonThompsonRF73‌‌‌,BOS,4,11,3,4,1,0,2,3,1,3,1,0,.364,.417,1.000,1.417
73JamesJ TriantosTriantos2B73‌‌‌,CHC,5,13,1,3,1,0,0,3,0,3,0,0,.231,.214,.308,.522
73EnmanuelE ValdezValdez2B73‌‌‌,PIT,5,9,2,3,1,0,1,3,3,1,0,0,.333,.500,.778,1.278
73LaMonteL Wade Jr.Wade1B73‌‌‌,SF,4,9,3,2,0,0,1,3,4,5,0,0,.222,.462,.556,1.018
73MattM WallnerWallnerRF73‌‌‌,MIN,4,11,1,1,0,0,1,3,0,2,0,0,.091,.167,.364,.531
73DrewD WatersWatersRF73‌‌‌,KC,5,11,1,2,1,0,0,3,1,4,1,0,.182,.250,.273,.523
73AustinA WellsWellsC73‌‌‌,NYY,2,4,1,2,1,0,1,3,0,0,0,0,.500,.500,1.500,2.000
73JJJ WetherholtWetherholtSS73‌‌‌,STL,5,11,2,2,0,0,1,3,1,2,1,0,.182,.250,.455,.705
73BenB WilliamsonWilliamson3B73‌‌‌,SEA,4,7,2,3,0,1,0,3,0,0,0,0,.429,.429,.714,1.143
73JacobJ WilsonWilsonSS73‌‌‌,ATH,4,12,2,3,1,0,0,3,0,1,0,0,.250,.250,.333,.583
153JoshJ AdamczewskiAdamczewski2B153‌‌‌,MIL,1,2,2,2,0,0,1,2,0,0,0,0,1.000,1.000,2.500,3.500
153WillyW AdamesAdamesSS153‌‌‌,SF,4,11,1,5,0,0,0,2,1,1,1,0,.455,.500,.455,.955
153JordynJ AdamsAdamsRF153‌‌‌,BAL,4,6,0,1,0,0,0,2,0,1,0,0,.167,.167,.167,.334
153NickN AhmedAhmedSS153‌‌‌,TEX,3,7,3,2,0,0,1,2,0,1,0,0,.286,.375,.714,1.089
153EliezerE AlfonzoAlfonzoC153‌‌‌,DET,4,7,2,2,1,0,0,2,0,1,0,0,.286,.286,.429,.715
153GregG AllenAllenCF153‌‌‌,CHC,4,9,4,4,0,1,1,2,1,2,0,0,.444,.500,1.000,1.500
153NickN AllenAllenSS153‌‌‌,ATL,4,9,2,4,1,0,0,2,1,2,0,0,.444,.500,.556,1.056
153MiguelM AmayaAmayaC153‌‌‌,CHC,4,12,2,6,2,0,1,2,0,1,0,0,.500,.538,.917,1.455
153MiguelM AndujarAndujarLF153‌‌‌,ATH,4,10,3,4,0,0,1,2,1,1,0,0,.400,.455,.700,1.155
153LuisL ArraezArraez1B153‌‌‌,SD,4,8,0,3,0,0,0,2,0,0,0,0,.375,.375,.375,.750
153MichaelM ArroyoArroyoSS153‌‌‌,SEA,5,9,1,1,1,0,0,2,0,3,0,0,.111,.200,.222,.422
153DrakeD BaldwinBaldwinC153‌‌‌,ATL,5,9,3,4,1,0,0,2,3,0,0,0,.444,.583,.556,1.139
153AustinA BarnesBarnesC153‌‌‌,LAD,4,10,1,5,1,0,0,2,0,2,1,0,.500,.545,.600,1.145
153JoeyJ BartBartC153‌‌‌,PIT,3,6,0,0,0,0,0,2,2,3,0,0,.000,.222,.000,.222
153SamuelS BasalloBasalloC153‌‌‌,BAL,4,5,1,2,0,0,1,2,0,1,0,0,.400,.333,1.000,1.333
153DylanD BeaversBeaversRF153‌‌‌,BAL,5,8,2,3,1,0,1,2,1,2,0,0,.375,.444,.875,1.319
153CodyC BellingerBellingerCF153‌‌‌,NYY,4,10,3,5,1,0,1,2,0,2,0,0,.500,.500,.900,1.400
153StewardS BerroaBerroaRF153‌‌‌,TOR,5,11,2,4,2,0,0,2,0,3,0,0,.364,.364,.545,.909
153BryantB BetancourtBetancourtC153‌‌‌,COL,3,2,1,1,0,0,0,2,0,1,0,0,.500,.500,.500,1.000
153JaxJ BiggersBiggers2B153‌‌‌,TEX,6,6,3,2,1,0,1,2,1,1,0,0,.333,.429,1.000,1.429
153RyanR BlissBliss2B153‌‌‌,SEA,4,8,2,3,1,1,0,2,0,2,1,1,.375,.375,.750,1.125
153EnriqueE Bradfield Jr.BradfieldCF153‌‌‌,BAL,4,6,2,1,0,0,1,2,1,1,0,1,.167,.286,.667,.953
153KrisK BryantBryantRF153‌‌‌,COL,3,5,2,1,0,0,1,2,2,1,0,0,.200,.429,.800,1.229
153JakeJ BurgerBurger3B153‌‌‌,TEX,5,11,2,4,0,0,1,2,1,1,0,0,.364,.417,.636,1.053
153JacJ CaglianoneCaglianone1B153‌‌‌,KC,4,7,1,3,0,0,1,2,0,1,0,0,.429,.429,.857,1.286
153GustavoG CamperoCamperoRF153‌‌‌,LAA,6,12,2,5,0,0,0,2,3,1,1,0,.417,.533,.417,.950
153DylanD CarlsonCarlsonLF153‌‌‌,BAL,5,7,2,2,0,0,0,2,3,1,0,0,.286,.455,.286,.741
153KerryK CarpenterCarpenterRF153‌‌‌,DET,3,9,1,6,0,0,1,2,0,0,0,0,.667,.667,1.000,1.667
153MattM ChapmanChapman3B153‌‌‌,SF,3,7,1,2,0,0,1,2,2,4,0,0,.286,.444,.714,1.158
153KodyK ClemensClemens1B153‌‌‌,PHI,4,10,0,2,1,0,0,2,0,3,0,0,.200,.200,.300,.500
153RyanR CliffordClifford1B153‌‌‌,NYM,5,9,2,1,0,0,1,2,0,3,0,0,.111,.111,.444,.555
153MarkM Coley IIColeyCF153‌‌‌,MIA,2,3,1,2,0,0,1,2,0,1,0,1,.667,.667,1.667,2.334
153CalC ConleyConleySS153‌‌‌,ATL,4,8,2,4,1,0,0,2,0,0,0,0,.500,.500,.625,1.125
153BenjaminB CowlesCowles3B153‌‌‌,CHC,7,15,3,6,2,0,1,2,0,3,1,0,.400,.400,.733,1.133
153OneilO CruzCruzOF153‌‌‌,PIT,3,8,1,2,0,0,1,2,2,3,2,1,.250,.400,.625,1.025
153CarsonC DeMartiniDeMartiniSS153‌‌‌,PHI,2,4,1,1,0,0,1,2,0,2,0,0,.250,.250,1.000,1.250
153JoseJ DeversDeversSS153‌‌‌,CLE,2,5,2,2,1,0,1,2,0,0,0,0,.400,.400,1.200,1.600
153ZachZ DezenzoDezenzo1B153‌‌‌,HOU,5,14,1,4,1,0,0,2,0,4,0,0,.286,.286,.357,.643
153YainerY DiazDiazC153‌‌‌,HOU,5,13,2,3,0,0,1,2,0,0,0,0,.231,.231,.462,.693
153JassonJ DomínguezDomínguezLF153‌‌‌,NYY,5,13,2,2,0,0,0,2,1,4,0,0,.154,.214,.154,.368
153BlakeB DunnDunnLF153‌‌‌,CIN,5,9,1,3,1,0,0,2,0,0,0,0,.333,.333,.444,.777
153NickN DunnDunn3B153‌‌‌,SEA,4,10,2,5,1,0,0,2,0,1,0,0,.500,.500,.600,1.100
153BryceB EldridgeEldridgeIF153‌‌‌,SF,7,10,2,2,0,0,1,2,1,7,0,0,.200,.273,.500,.773
153TristinT EnglishEnglish1B153‌‌‌,AZ,5,9,2,4,0,0,0,2,1,1,0,0,.444,.500,.444,.944
153JudJ FabianFabianCF153‌‌‌,BAL,4,5,4,2,1,0,0,2,3,2,0,1,.400,.625,.600,1.225
153MaxM FergusonFerguson2B153‌‌‌,BOS,4,4,0,2,0,0,0,2,1,2,0,0,.500,.600,.500,1.100
153YanquielY FernandezFernandezRF153‌‌‌,COL,7,14,4,5,2,0,0,2,2,5,0,0,.357,.438,.500,.938
153DominicD FletcherFletcherRF153‌‌‌,CWS,5,8,1,2,0,0,1,2,1,3,0,0,.250,.400,.625,1.025
153TyT FranceFrance1B153‌‌‌,MIN,4,7,2,5,2,0,1,2,2,0,1,0,.714,.778,1.429,2.207
153SalS FrelickFrelickRF153‌‌‌,MIL,4,10,1,2,1,0,0,2,1,0,0,0,.200,.273,.300,.573
153PaulP GoldschmidtGoldschmidt1B153‌‌‌,NYY,4,10,1,2,1,0,0,2,0,6,0,0,.200,.200,.300,.500
153OscarO GonzalezGonzalezOF153‌‌‌,SD,6,16,2,6,2,0,0,2,0,2,0,0,.375,.375,.500,.875
153HunterH GoodmanGoodmanC153‌‌‌,COL,5,9,3,5,2,0,0,2,3,1,0,0,.556,.667,.778,1.445
153RileyR GreeneGreeneLF153‌‌‌,DET,3,7,1,3,1,0,1,2,2,4,0,0,.429,.556,1.000,1.556
153KonnorK GriffinGriffinSS153‌‌‌,PIT,4,5,3,2,0,0,1,2,0,0,0,0,.400,.500,1.000,1.500
153LuisL GuillormeGuillorme2B153‌‌‌,HOU,4,5,0,2,0,0,0,2,0,0,0,0,.400,.333,.400,.733
153AbrahanA GutierrezGutierrezC153‌‌‌,PIT,4,5,1,2,0,0,0,2,0,2,0,0,.400,.333,.400,.733
153MaverickM HandleyHandleyC153‌‌‌,BAL,3,6,1,3,2,0,0,2,1,1,0,0,.500,.571,.833,1.404
153OmarO HernandezHernandezC153‌‌‌,KC,2,5,0,1,0,0,0,2,1,2,2,0,.200,.333,.200,.533
153P.J.P HigginsHigginsC153‌‌‌,CIN,1,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000
153JacksonJ HollidayHolliday2B153‌‌‌,BAL,4,9,2,3,0,0,1,2,1,3,1,2,.333,.400,.667,1.067
153SamS HuffHuffC153‌‌‌,SF,4,9,1,2,0,0,1,2,1,7,0,0,.222,.300,.556,.856
153JackJ HurleyHurleyCF153‌‌‌,AZ,2,2,0,1,0,0,0,2,1,1,0,0,.500,.667,.500,1.167
153DannyD JansenJansenC153‌‌‌,TB,3,4,1,2,0,0,1,2,3,1,0,0,.500,.714,1.250,1.964
153ChaseC JaworskyJaworskySS153‌‌‌,HOU,3,1,0,1,0,0,0,2,1,0,0,0,1.000,.667,1.000,1.667
153SpencerS JonesJonesCF153‌‌‌,NYY,4,10,2,3,1,0,1,2,2,5,1,0,.300,.417,.700,1.117
153AaronA JudgeJudgeCF153‌‌‌,NYY,1,2,0,1,0,0,0,2,0,1,0,0,.500,.500,.500,1.000
153CoreyC JulksJulksLF153‌‌‌,CWS,4,9,1,2,0,0,1,2,1,4,0,0,.222,.300,.556,.856
153ConnorC KaiserKaiserSS153‌‌‌,AZ,5,7,0,1,0,0,0,2,1,2,0,0,.143,.250,.143,.393
153KyleK KarrosKarros3B153‌‌‌,COL,8,16,6,7,1,0,0,2,2,5,0,0,.438,.500,.500,1.000
153JoshJ KasevichKasevichSS153‌‌‌,TOR,5,9,2,2,0,0,0,2,1,0,0,0,.222,.300,.222,.522
153LukeL KeaschallKeaschall2B153‌‌‌,MIN,5,7,0,1,0,0,0,2,2,1,1,0,.143,.333,.143,.476
153CarsonC KellyKellyC153‌‌‌,CHC,3,7,1,2,0,0,1,2,1,3,0,0,.286,.375,.714,1.089
153BuddyB KennedyKennedy2B153‌‌‌,PHI,5,10,1,1,0,0,1,2,2,4,0,0,.100,.250,.400,.650
153ChristianC KossKossSS153‌‌‌,SF,7,9,5,3,1,0,1,2,1,2,0,0,.333,.455,.778,1.233
153NickN KurtzKurtz1B153‌‌‌,ATH,6,10,1,2,0,0,0,2,2,3,0,0,.200,.333,.200,.533
153StevenS KwanKwanLF153‌‌‌,CLE,4,11,2,5,1,0,1,2,0,2,0,0,.455,.417,.818,1.235
153RamónR LaureanoLaureanoRF153‌‌‌,BAL,4,9,1,2,1,0,0,2,0,4,0,0,.222,.222,.333,.555
153JordanJ LawlarLawlarSS153‌‌‌,AZ,4,11,2,2,0,0,1,2,1,2,0,0,.182,.250,.455,.705
153SandyS LeónLeónC153‌‌‌,ATL,3,4,2,2,0,0,2,2,1,2,0,0,.500,.600,2.000,2.600
153TylerT LocklearLocklear1B153‌‌‌,SEA,4,7,2,3,2,0,0,2,1,1,1,0,.429,.556,.714,1.270
153DixonD MachadoMachadoSS153‌‌‌,CHC,8,8,5,5,0,0,0,2,4,0,2,0,.625,.750,.625,1.375
153MannyM MachadoMachado3B153‌‌‌,SD,3,6,1,2,1,0,1,2,0,0,0,0,.333,.333,1.000,1.333
153Justyn-HenryJ MalloyMalloyLF153‌‌‌,DET,5,12,3,3,1,0,0,2,1,4,0,0,.250,.308,.333,.641
153KyleK ManzardoManzardo1B153‌‌‌,CLE,4,8,2,3,1,0,1,2,1,2,0,0,.375,.444,.875,1.319
153CobyC MayoMayo3B153‌‌‌,BAL,5,13,1,1,0,0,0,2,1,3,0,0,.077,.143,.077,.220
153GrantG McCrayMcCrayCF153‌‌‌,SF,6,13,1,2,0,0,1,2,1,7,0,0,.154,.214,.385,.599
153CurtisC MeadMead2B153‌‌‌,TB,5,12,3,10,1,0,1,2,1,1,1,0,.833,.846,1.167,2.013
153JacksonJ MerrillMerrillCF153‌‌‌,SD,4,9,0,2,0,0,0,2,0,1,0,0,.222,.222,.222,.444
153EddieE Micheletti Jr.MichelettiRF153‌‌‌,TOR,3,4,0,2,0,0,0,2,0,0,0,0,.500,.500,.500,1.000
153OwenO MillerMiller1B153‌‌‌,COL,7,12,1,4,1,0,0,2,1,0,0,0,.333,.429,.417,.846
153KameronK MisnerMisnerLF153‌‌‌,TB,5,11,2,4,0,0,1,2,1,2,2,0,.364,.417,.636,1.053
153MickeyM MoniakMoniakCF153‌‌‌,LAA,5,13,0,2,1,0,0,2,0,3,0,0,.154,.154,.231,.385
153ColsonC MontgomeryMontgomerySS153‌‌‌,CWS,3,7,1,1,0,0,1,2,0,4,0,0,.143,.143,.571,.714
153YohandyY MoralesMorales1B153‌‌‌,WSH,6,14,0,3,1,0,0,2,0,6,0,1,.214,.214,.286,.500
153AustinA MurrMurrLF153‌‌‌,DET,3,3,1,1,1,0,0,2,0,0,0,0,.333,.250,.667,.917
153RainerR NunezNunez1B153‌‌‌,TOR,5,7,2,2,1,0,0,2,2,1,0,0,.286,.444,.429,.873
153MattM OlsonOlson1B153‌‌‌,ATL,4,10,2,2,0,0,1,2,1,1,0,0,.200,.273,.500,.773
153TirsoT OrnelasOrnelasLF153‌‌‌,SD,6,12,4,5,3,0,1,2,2,0,0,0,.417,.500,.917,1.417
153AlejandroA OsunaOsunaRF153‌‌‌,TEX,7,11,1,3,0,0,0,2,2,2,2,0,.273,.357,.273,.630
153MarcellM OzunaOzunaDH153‌‌‌,ATL,5,12,1,3,0,0,1,2,2,2,0,0,.250,.357,.500,.857
153IsaacI ParedesParedes3B153‌‌‌,HOU,3,6,3,2,0,0,1,2,2,1,0,0,.333,.500,.833,1.333
153VinnieV PasquantinoPasquantino1B153‌‌‌,KC,4,12,2,2,1,0,0,2,0,2,0,0,.167,.167,.250,.417
153AndrewA PinckneyPinckneyLF153‌‌‌,WSH,7,14,1,4,0,1,0,2,0,5,1,0,.286,.286,.429,.715
153GeraldoG QuinteroQuintero2B153‌‌‌,ATL,3,3,2,1,1,0,0,2,1,1,0,0,.333,.500,.667,1.167
153J.T.J RealmutoRealmutoC153‌‌‌,PHI,2,5,0,2,0,0,0,2,1,0,0,0,.400,.500,.400,.900
153BenB RiceRice1B153‌‌‌,NYY,4,12,2,3,0,0,1,2,0,5,0,0,.250,.250,.500,.750
153JeremyJ RivasRivas2B153‌‌‌,STL,5,4,0,2,0,0,0,2,1,0,0,0,.500,.600,.500,1.100
153BrockB RoddenRodden2B153‌‌‌,SEA,4,8,1,2,0,0,0,2,2,3,0,0,.250,.400,.250,.650
153RamónR RodríguezRodriguezC153‌‌‌,MIL,2,4,0,3,0,0,0,2,0,1,0,0,.750,.750,.750,1.500
153BrentB RookerRookerLF153‌‌‌,ATH,3,7,0,2,0,0,0,2,1,4,0,0,.286,.333,.286,.619
153DaltonD RushingRushingC153‌‌‌,LAD,6,6,1,2,1,0,0,2,4,2,0,0,.333,.667,.500,1.167
153CaseyC SchmittSchmitt2B153‌‌‌,SF,5,15,1,2,1,0,1,2,0,5,0,0,.133,.133,.400,.533
153GavinG SheetsSheets1B153‌‌‌,SD,6,12,1,2,2,0,0,2,1,3,0,0,.167,.231,.333,.564
153GeorgeG SpringerSpringerRF153‌‌‌,TOR,2,3,1,2,1,0,0,2,1,0,0,0,.667,.800,1.000,1.800
153JacobJ StallingsStallingsC153‌‌‌,COL,3,7,0,1,1,0,0,2,0,3,0,0,.143,.143,.286,.429
153MichaelM StefanicStefanic2B153‌‌‌,TOR,5,7,1,2,0,0,0,2,2,1,0,0,.286,.400,.286,.686
153TrevorT StoryStorySS153‌‌‌,BOS,4,12,1,4,2,0,0,2,0,4,0,0,.333,.333,.500,.833
153JosephJ SullivanSullivanCF153‌‌‌,HOU,5,7,2,1,0,0,1,2,0,4,0,0,.143,.250,.571,.821
153YolmerY SánchezSánchez3B153‌‌‌,LAA,5,8,0,2,0,0,0,2,0,3,0,0,.250,.250,.250,.500
153BryceB TeodosioTeodosioCF153‌‌‌,LAA,6,6,0,0,0,0,0,2,1,2,1,0,.000,.111,.000,.111
153CodyC ThomasThomasRF153‌‌‌,TEX,7,10,1,1,0,0,0,2,2,5,1,1,.100,.250,.100,.350
153MilanM TolentinoTolentinoSS153‌‌‌,CLE,4,5,1,3,0,1,0,2,2,1,1,0,.600,.714,1.000,1.714
153SpencerS TorkelsonTorkelson1B153‌‌‌,DET,5,11,2,3,0,0,1,2,0,3,0,0,.273,.273,.545,.818
153AbrahamA ToroToro3B153‌‌‌,BOS,4,11,1,3,1,0,0,2,0,4,0,0,.273,.273,.364,.637
153LuisL TorrensTorrensC153‌‌‌,NYM,5,12,1,5,0,0,0,2,1,1,0,0,.417,.462,.417,.879
153BryanB TorresTorres2B153‌‌‌,STL,8,6,1,0,0,0,0,2,4,2,0,1,.000,.400,.000,.400
153LuisL UríasUrías3B153‌‌‌,ATH,5,9,2,2,1,0,0,2,3,1,0,0,.222,.417,.333,.750
153RamónR UríasUrías3B153‌‌‌,BAL,3,7,1,3,0,0,1,2,0,0,0,0,.429,.429,.857,1.286
153DaultonD VarshoVarshoCF153‌‌‌,TOR,1,3,1,1,0,0,1,2,0,0,0,0,.333,.333,1.333,1.666
153LuisL VazquezVazquezSS153‌‌‌,BAL,5,10,2,4,1,0,0,2,2,0,0,1,.400,.462,.500,.962
153AnthonyA VolpeVolpeSS153‌‌‌,NYY,5,13,1,1,0,0,1,2,0,6,0,0,.077,.077,.308,.385
153ChristianC VázquezVázquezC153‌‌‌,MIN,3,8,1,2,0,0,0,2,0,1,0,0,.250,.250,.250,.500
153SebastianS WalcottWalcottSS153‌‌‌,TEX,5,6,2,3,2,0,1,2,0,1,0,0,.500,.500,1.333,1.833
153ZavierZ WarrenWarren1B153‌‌‌,MIL,1,1,1,1,0,0,1,2,1,0,0,0,1.000,1.000,4.000,5.000
153ShayS WhitcombWhitcombSS153‌‌‌,HOU,5,9,2,3,0,0,1,2,1,2,1,0,.333,.400,.667,1.067
153JesseJ WinkerWinkerLF153‌‌‌,NYM,4,8,1,3,2,0,0,2,2,1,0,0,.375,.500,.625,1.125
153JackJ WinklerWinklerSS153‌‌‌,MIA,4,5,3,3,1,0,1,2,2,1,0,0,.600,.714,1.400,2.114
153MikeM YastrzemskiYastrzemskiRF153‌‌‌,SF,4,10,1,2,1,0,1,2,0,5,0,0,.200,.182,.600,.782
