PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
293KaiK RobertsRobertsCF293‌‌‌,SD,1,2,1,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
293TylerT RobertsonRobertsonLF293‌‌‌,SD,3,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
293ChuckieC RobinsonRobinsonC293‌‌‌,LAA,5,7,0,1,0,0,0,1,0,1,0,0,.143,.143,.143,.286
293AlanA RodenRodenRF293‌‌‌,TOR,5,8,3,3,2,0,0,1,3,0,0,0,.375,.583,.625,1.208
293Carlos D.C RodriguezRodriguezRF293‌‌‌,ATL,5,10,1,3,1,0,0,1,1,1,1,0,.300,.364,.400,.764
293JesusJ RodriguezRodriguezC293‌‌‌,NYY,5,7,2,4,0,1,0,1,1,0,1,0,.571,.625,.857,1.482
293JakeJ RogersRogersC293‌‌‌,DET,3,7,1,1,0,0,1,1,0,4,0,0,.143,.143,.571,.714
293MikeyM RomeroRomeroSS293‌‌‌,BOS,1,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
293BenB RortvedtRortvedtC293‌‌‌,TB,3,7,0,1,0,0,0,1,0,1,0,0,.143,.143,.143,.286
293Kala'iK RosarioRosarioRF293‌‌‌,MIN,3,3,1,1,1,0,0,1,0,1,0,0,.333,.250,.667,.917
293JorgeJ RuizRuizOF293‌‌‌,LAA,1,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000
293ThomasT SaggeseSaggese2B293‌‌‌,STL,5,14,1,3,0,0,0,1,0,6,0,0,.214,.214,.214,.428
293EthanE SalasSalasC293‌‌‌,SD,5,7,1,1,1,0,0,1,3,1,0,0,.143,.400,.286,.686
293DanielD SchneemannSchneemannSS293‌‌‌,CLE,3,6,0,0,0,0,0,1,1,2,0,0,.000,.143,.000,.143
293KyleK SchwarberSchwarberDH293‌‌‌,PHI,3,8,0,1,0,0,0,1,1,2,0,0,.125,.222,.125,.347
293MarcusM SemienSemien2B293‌‌‌,TEX,5,12,1,2,0,1,0,1,0,3,0,0,.167,.231,.333,.564
293DannyD SerrettiSerretti3B293‌‌‌,DET,2,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
293BobB SeymourSeymour1B293‌‌‌,TB,5,8,0,2,1,0,0,1,1,3,0,0,.250,.333,.375,.708
293ColbyC ShadeShadeOF293‌‌‌,MIA,3,5,1,3,1,0,0,1,0,1,0,0,.600,.600,.800,1.400
293AustinA SlaterSlaterRF293‌‌‌,CWS,3,6,1,0,0,0,0,1,1,3,0,0,.000,.125,.000,.125
293JoshJ SmithSmith3B293‌‌‌,TEX,4,10,3,4,3,0,0,1,2,3,0,0,.400,.500,.700,1.200
293TylerT SoderstromSoderstrom1B293‌‌‌,ATH,4,9,2,2,0,0,0,1,2,2,0,0,.222,.364,.222,.586
293LivanL SotoSotoSS293‌‌‌,BAL,4,8,2,3,2,0,0,1,3,3,0,0,.375,.545,.625,1.170
293BrettB SquiresSquires1B293‌‌‌,KC,3,6,0,0,0,0,0,1,0,3,0,0,.000,.000,.000,.000
293SalS StewartStewart3B293‌‌‌,CIN,5,9,1,2,0,0,1,1,0,1,0,0,.222,.222,.556,.778
293BrysonB StottStott2B293‌‌‌,PHI,3,5,1,2,0,0,0,1,3,1,0,0,.400,.625,.400,1.025
293AdriánA SugasteySugasteyC293‌‌‌,SF,3,5,1,1,0,0,0,1,0,0,0,0,.200,.200,.200,.400
293JaredJ SundstromSundstromOF293‌‌‌,SEA,3,6,3,2,2,0,0,1,1,2,0,0,.333,.429,.667,1.096
293DanielD SusacSusacC293‌‌‌,ATH,3,2,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
293SeiyaS SuzukiSuzukiRF293‌‌‌,CHC,4,12,0,0,0,0,0,1,0,5,0,0,.000,.000,.000,.000
293TravisT SwaggertySwaggertyLF293‌‌‌,NYM,4,4,0,1,0,0,0,1,1,1,1,0,.250,.400,.250,.650
293DansbyD SwansonSwansonSS293‌‌‌,CHC,4,11,2,3,1,0,0,1,0,1,1,0,.273,.273,.364,.637
293MikeM TauchmanTauchmanRF293‌‌‌,CWS,4,12,1,1,0,0,1,1,0,5,0,0,.083,.083,.333,.416
293TimT TawaTawa2B293‌‌‌,AZ,6,5,2,1,0,0,0,1,3,2,0,0,.200,.500,.200,.700
293BraydenB TaylorTaylor3B293‌‌‌,TB,5,6,0,0,0,0,0,1,1,2,0,0,.000,.125,.000,.125
293TyroneT TaylorTaylorRF293‌‌‌,NYM,4,9,1,2,1,0,0,1,1,1,0,0,.222,.364,.333,.697
293RowdyR TellezTellez1B293‌‌‌,SEA,3,7,1,1,0,0,1,1,0,1,0,0,.143,.143,.571,.714
293ColbyC ThomasThomasRF293‌‌‌,ATH,5,5,1,0,0,0,0,1,4,1,0,0,.000,.444,.000,.444
293TylerT TolbertTolbertSS293‌‌‌,KC,5,10,1,2,1,0,1,1,1,5,0,0,.200,.273,.600,.873
293GleyberG TorresTorres2B293‌‌‌,DET,3,6,0,1,0,0,0,1,1,1,0,0,.167,.286,.167,.453
293EzequielE TovarTovarSS293‌‌‌,COL,4,8,4,4,3,0,0,1,4,0,0,0,.500,.667,.875,1.542
293AlanA TrejoTrejo2B293‌‌‌,TEX,5,9,1,2,1,0,0,1,0,3,0,0,.222,.300,.333,.633
293MikeM TroutTroutCF293‌‌‌,LAA,3,5,2,1,0,0,1,1,3,2,0,1,.200,.500,.800,1.300
293GioG UrshelaUrshela3B293‌‌‌,ATH,4,11,1,3,2,0,0,1,1,4,0,0,.273,.333,.455,.788
293YordysY ValdesValdesSS293‌‌‌,CLE,4,4,0,0,0,0,0,1,1,1,0,0,.000,.167,.000,.167
293WillyW VasquezVasquez3B293‌‌‌,TB,3,4,1,1,1,0,0,1,0,1,0,0,.250,.250,.500,.750
293DanielD VazquezVazquezSS293‌‌‌,KC,6,9,1,2,0,0,0,1,1,1,0,0,.222,.300,.222,.522
293AndrewA VelazquezVelazquezSS293‌‌‌,NYY,6,12,1,3,1,0,0,1,0,5,0,0,.250,.250,.333,.583
293WillW VerdungVerdung2B293‌‌‌,ATL,2,2,0,2,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000
293MarkM VientosVientos3B293‌‌‌,NYM,4,11,1,2,0,0,0,1,0,1,0,0,.182,.250,.182,.432
293DavidD VillarVillar2B293‌‌‌,SF,4,7,0,2,0,0,0,1,1,2,0,0,.286,.375,.286,.661
293TylerT WadeWade3B293‌‌‌,SD,4,11,0,2,0,0,0,1,0,1,1,0,.182,.182,.182,.364
293WillW WagnerWagner2B293‌‌‌,TOR,3,9,0,2,1,0,0,1,0,3,0,0,.222,.222,.333,.555
293JordanJ WalkerWalkerRF293‌‌‌,STL,4,11,1,2,1,0,0,1,0,7,0,0,.182,.182,.273,.455
293TaylorT WallsWallsSS293‌‌‌,TB,4,9,0,2,0,0,0,1,2,2,1,0,.222,.364,.222,.586
293DonovanD WaltonWalton2B293‌‌‌,NYM,4,11,0,2,1,0,0,1,0,1,0,0,.182,.182,.273,.455
293TaylorT WardWardLF293‌‌‌,LAA,4,8,1,3,1,0,0,1,1,3,0,0,.375,.444,.500,.944
293JamieJ WestbrookWestbrook2B293‌‌‌,TB,3,6,0,2,1,0,0,1,1,0,0,0,.333,.429,.500,.929
293JacobJ WetzelWetzelRF293‌‌‌,TOR,2,2,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
293MattM WhatleyWhatleyC293‌‌‌,TOR,3,4,1,1,0,0,0,1,0,1,0,0,.250,.400,.250,.650
293AlikaA WilliamsWilliams2B293‌‌‌,PIT,5,9,2,4,1,0,0,1,0,1,0,0,.444,.500,.556,1.056
293ChrisC WilliamsWilliamsC293‌‌‌,NYM,4,8,3,2,1,0,1,1,0,3,0,0,.250,.250,.750,1.000
293JettJ WilliamsWilliamsSS293‌‌‌,NYM,5,9,1,2,0,0,0,1,3,2,0,0,.222,.417,.222,.639
293LukeL WilliamsWilliamsLF293‌‌‌,ATL,5,12,1,1,0,0,1,1,1,4,0,0,.083,.154,.333,.487
293WillW WilsonWilsonSS293‌‌‌,CLE,4,7,1,2,0,0,0,1,0,1,1,1,.286,.286,.286,.572
293BrettB WiselyWisely2B293‌‌‌,SF,6,13,0,6,2,0,0,1,0,4,0,1,.462,.462,.615,1.077
293BobbyB Witt Jr.WittSS293‌‌‌,KC,4,11,2,2,0,0,1,1,2,3,0,0,.182,.308,.455,.763
293ConnorC WongWongC293‌‌‌,BOS,1,2,1,1,0,0,1,1,0,1,0,0,.500,.500,2.000,2.500
293R.J.R YeagerYeager1B293‌‌‌,STL,6,8,4,2,0,0,1,1,1,4,0,0,.250,.333,.625,.958
293JuanJ YepezYepez1B293‌‌‌,WSH,4,8,0,2,1,0,0,1,0,0,0,0,.250,.333,.375,.708
293ColeC YoungYoungSS293‌‌‌,SEA,6,9,1,3,1,0,0,1,0,1,0,0,.333,.333,.444,.777
293JaredJ YoungYoung1B293‌‌‌,NYM,5,10,1,3,0,0,0,1,3,2,0,0,.300,.500,.300,.800
561FranciscoF AcunaAcuna3B561‌‌‌,SD,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561LukeL AdamsAdams3B561‌‌‌,MIL,4,4,0,1,0,0,0,0,0,1,0,0,.250,.400,.250,.650
561RileyR AdamsAdamsC561‌‌‌,WSH,2,3,0,1,0,0,0,0,1,1,0,0,.333,.500,.333,.833
561ZachZ AgnosAgnosP561‌‌‌,COL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561TaylerT AguilarAguilarOF561‌‌‌,COL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561OzzieO AlbiesAlbies2B561‌‌‌,ATL,2,6,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561MarvinM AlcantaraAlcantaraSS561‌‌‌,BOS,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
561SergioS AlcántaraAlcántaraSS561‌‌‌,SF,7,10,1,2,0,0,0,0,1,4,0,0,.200,.273,.200,.473
561KempK AldermanAldermanRF561‌‌‌,MIA,2,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500
561CarterC AldreteAldrete3B561‌‌‌,ATH,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561BlazeB AlexanderAlexanderSS561‌‌‌,AZ,2,2,1,0,0,0,0,0,1,0,0,0,.000,.333,.000,.333
561PabloP AliendoAliendoC561‌‌‌,CHC,4,7,0,1,0,0,0,0,0,2,0,1,.143,.143,.143,.286
561ArielA AlmonteAlmonteRF561‌‌‌,CIN,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561AlbertA AlmoraAlmoraOF561‌‌‌,MIA,3,6,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561JoseJ AltuveAltuve2B561‌‌‌,HOU,1,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561ArmandoA AlvarezAlvarez3B561‌‌‌,MIN,5,7,0,0,0,0,0,0,2,3,0,0,.000,.222,.000,.222
561EddyE AlvarezAlvarez2B561‌‌‌,ATL,5,9,0,1,0,0,0,0,0,4,0,0,.111,.111,.111,.222
561NachoN Alvarez Jr.AlvarezSS561‌‌‌,ATL,3,6,0,0,0,0,0,0,1,2,0,0,.000,.143,.000,.143
561YordanY AlvarezAlvarezLF561‌‌‌,HOU,1,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561JacobJ AmayaAmayaSS561‌‌‌,CWS,4,6,2,0,0,0,0,0,2,2,0,0,.000,.250,.000,.250
561JakeJ AnchiaAnchiaC561‌‌‌,CLE,3,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561MaxM AndersonAnderson2B561‌‌‌,DET,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561KeatonK AnthonyAnthony1B561‌‌‌,PHI,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JonathanJ ArandaAranda1B561‌‌‌,TB,4,11,1,4,1,0,0,0,0,2,0,0,.364,.364,.455,.819
561OrlandoO ArciaArciaSS561‌‌‌,ATL,4,6,0,0,0,0,0,0,2,0,0,0,.000,.250,.000,.250
561SilasS ArdoinArdoinC561‌‌‌,BAL,4,2,1,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
561JadherJ AreinamoAreinamo2B561‌‌‌,MIL,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561RaynerR AriasAriasCF561‌‌‌,SF,1,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561RoderickR AriasAriasSS561‌‌‌,NYY,4,6,1,3,1,0,0,0,0,2,0,0,.500,.500,.667,1.167
561VictorV AriasAriasLF561‌‌‌,TOR,2,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561ArielA ArmasArmasC561‌‌‌,CHC,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561RandyR ArozarenaArozarenaLF561‌‌‌,SEA,5,13,0,3,0,0,0,0,0,5,0,0,.231,.231,.231,.462
561AeversonA ArteagaArteagaSS561‌‌‌,SF,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561DrewD AvansAvansCF561‌‌‌,ATH,6,8,3,2,2,0,0,0,2,3,0,0,.250,.455,.500,.955
561Ji HwanJ BaeBaeCF561‌‌‌,PIT,4,6,1,3,1,0,0,0,1,1,0,1,.500,.571,.667,1.238
561JuanJ BaezBaez3B561‌‌‌,MIL,3,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561LuisL BaezBaezRF561‌‌‌,HOU,1,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
561DruD BakerBakerCF561‌‌‌,TB,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
561LeoL BalcazarBalcazarSS561‌‌‌,CIN,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561MoisesM BallesterosBallesterosC561‌‌‌,CHC,6,10,4,3,0,0,0,0,2,1,0,0,.300,.417,.300,.717
561ScottS BanduraBanduraLF561‌‌‌,SF,3,1,2,1,1,0,0,0,2,0,1,0,1.000,1.000,2.000,3.000
561ColinC BarberBarberLF561‌‌‌,HOU,4,5,1,1,1,0,0,0,1,1,0,0,.200,.333,.400,.733
561AddisonA BargerBarger3B561‌‌‌,TOR,3,6,0,0,0,0,0,0,1,4,0,0,.000,.143,.000,.143
561BostonB BaroBaro2B561‌‌‌,NYM,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561FranklinF BarretoBarretoLF561‌‌‌,BAL,4,5,2,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000
561JorgeJ BarrosaBarrosaLF561‌‌‌,AZ,4,9,4,3,0,1,0,0,1,3,0,0,.333,.455,.556,1.011
561JesúsJ BastidasBastidasSS561‌‌‌,HOU,5,4,1,0,0,0,0,0,3,2,0,1,.000,.500,.000,.500
561MatthewM BattenBatten2B561‌‌‌,ATL,2,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JalenJ BattlesBattlesSS561‌‌‌,TB,1,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
561DavidD BañuelosBañuelosC561‌‌‌,BAL,2,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561JordanJ BeckBeckLF561‌‌‌,COL,6,14,1,1,0,0,0,0,2,5,0,0,.071,.188,.071,.259
561AndrewA BenintendiBenintendiLF561‌‌‌,CWS,3,5,0,0,0,0,0,0,0,2,0,0,.000,.167,.000,.167
561WillW BensonBensonLF561‌‌‌,CIN,4,7,1,1,0,1,0,0,1,3,0,0,.143,.333,.429,.762
561WilliamW BergollaBergolla2B561‌‌‌,CWS,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
561VictorV BericotoBericotoRF561‌‌‌,SF,2,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561LeonardoL BernalBernalC561‌‌‌,STL,2,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666
561JonJ BertiBerti3B561‌‌‌,CHC,3,8,0,1,0,0,0,0,0,0,0,0,.125,.125,.125,.250
561JayJ BeshearsBeshears1B561‌‌‌,MIA,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561ChristianC BethancourtBethancourtC561‌‌‌,TOR,2,6,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
561BoB BichetteBichetteSS561‌‌‌,TOR,5,13,1,3,2,0,0,0,1,3,0,0,.231,.286,.385,.671
561HunterH BishopBishopOF561‌‌‌,SF,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561EricE BitontiBitonti3B561‌‌‌,MIL,2,4,0,1,0,0,0,0,0,3,0,0,.250,.250,.250,.500
561DaironD BlancoBlancoLF561‌‌‌,KC,2,2,1,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167
561JJJ BledayBledayCF561‌‌‌,ATH,4,9,4,3,1,0,0,0,2,1,0,0,.333,.455,.444,.899
561XanderX BogaertsBogaerts2B561‌‌‌,SD,4,6,0,1,0,0,0,0,2,2,0,0,.167,.375,.167,.542
561AlecA BohmBohm3B561‌‌‌,PHI,3,8,1,1,0,0,0,0,1,2,0,0,.125,.222,.125,.347
561JaceJ BohrofenBohrofenRF561‌‌‌,TOR,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561HenryH BolteBolteRF561‌‌‌,ATH,2,3,1,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561TrevorT BooneBooneOF561‌‌‌,COL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JaseJ BowenBowenCF561‌‌‌,PIT,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561JustinJ BoydBoydRF561‌‌‌,CLE,3,5,0,1,1,0,0,0,2,2,0,0,.200,.429,.400,.829
561AaronA BrachoBracho2B561‌‌‌,LAD,3,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561RobR BrantlyBrantlyC561‌‌‌,MIA,3,4,2,1,0,0,0,0,2,2,0,0,.250,.500,.250,.750
561WillW BrennanBrennanRF561‌‌‌,CLE,3,7,1,0,0,0,0,0,1,0,1,0,.000,.125,.000,.125
561JonahJ BrideBride1B561‌‌‌,MIA,3,6,0,0,0,0,0,0,2,0,0,0,.000,.250,.000,.250
561JuanJ BritoBritoSS561‌‌‌,CLE,3,7,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
561RobertR BrooksBrooksC561‌‌‌,TOR,1,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
561MikeM BrosseauBrosseau3B561‌‌‌,SD,5,14,1,3,2,0,0,0,0,5,0,0,.214,.214,.357,.571
561EricE Brown Jr.BrownSS561‌‌‌,MIL,2,1,0,0,0,0,0,0,0,0,0,0,.000,.500,.000,.500
561SamS BrownBrown1B561‌‌‌,LAA,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561ConnorC BurnsBurnsC561‌‌‌,CIN,1,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
561WillW BushBushC561‌‌‌,HOU,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561BrandonB ButterworthButterworthSS561‌‌‌,SD,3,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000
561ByronB BuxtonBuxtonCF561‌‌‌,MIN,3,7,1,4,1,0,0,0,0,1,1,0,.571,.571,.714,1.285
561JavierJ BáezBáezSS561‌‌‌,DET,2,4,0,0,0,0,0,0,1,1,0,0,.000,.200,.000,.200
561JoséJ CaballeroCaballeroSS561‌‌‌,TB,4,8,0,1,0,0,0,0,0,3,0,0,.125,.125,.125,.250
561RicardoR CabreraCabreraSS561‌‌‌,CIN,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561DavidD CalabreseCalabreseCF561‌‌‌,LAA,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561CalebC CaliCali3B561‌‌‌,SEA,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561AustinA CallahanCallahan3B561‌‌‌,CIN,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JairJ CamargoCamargoC561‌‌‌,MIN,2,5,0,1,0,0,0,0,0,3,0,0,.200,.200,.200,.400
561KristianK CampbellCampbellOF561‌‌‌,BOS,4,9,1,0,0,0,0,0,2,7,0,0,.000,.182,.000,.182
561RobertoR CamposCamposOF561‌‌‌,DET,3,6,1,1,1,0,0,0,0,3,0,0,.167,.167,.333,.500
561LuisL CampusanoCampusanoC561‌‌‌,SD,2,4,0,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
561JeimerJ CandelarioCandelario3B561‌‌‌,CIN,4,9,0,2,1,0,0,0,1,2,0,0,.222,.300,.333,.633
561MarkM CanhaCanha1B561‌‌‌,MIL,1,3,0,0,0,0,0,0,0,1,0,0,.000,.250,.000,.250
561HaydenH CantrelleCantrelle2B561‌‌‌,CHC,4,2,0,0,0,0,0,0,2,1,1,0,.000,.500,.000,.500
561JoshJ CaronCaronC561‌‌‌,SEA,4,3,0,0,0,0,0,0,1,1,0,0,.000,.250,.000,.250
561DiegoD CartayaCartayaC561‌‌‌,MIN,4,4,1,0,0,0,0,0,1,4,0,0,.000,.200,.000,.200
561EvanE CarterCarterLF561‌‌‌,TEX,3,7,0,1,1,0,0,0,0,2,0,0,.143,.143,.286,.429
561CurtC CasaliCasaliC561‌‌‌,ATL,2,4,0,0,0,0,0,0,0,3,0,0,.000,.200,.000,.200
561TristonT CasasCasas1B561‌‌‌,BOS,4,9,1,1,1,0,0,0,3,3,0,0,.111,.333,.222,.555
561NickN CastellanosCastellanosRF561‌‌‌,PHI,3,8,0,2,0,0,0,0,0,3,0,0,.250,.250,.250,.500
561JacksonJ CastilloCastilloRF561‌‌‌,NYY,4,5,0,1,0,0,0,0,1,2,0,0,.200,.333,.200,.533
561RodolfoR CastroCastroSS561‌‌‌,PHI,4,7,1,0,0,0,0,0,2,1,0,0,.000,.222,.000,.222
561SabinS CeballosCeballos3B561‌‌‌,SF,4,4,0,3,0,0,0,0,1,0,0,0,.750,.800,.750,1.550
561FelninF CelestenCelestenSS561‌‌‌,SEA,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561AngelA CepedaCepedaSS561‌‌‌,CHC,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561ChristianC CerdaCerdaC561‌‌‌,AZ,3,2,1,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167
561LoganL CernyCernyCF561‌‌‌,HOU,4,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561JuanJ ChaconChaconRF561‌‌‌,BOS,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561AustinA CharlesCharles3B561‌‌‌,KC,1,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000
561ConnorC CharpingCharpingC561‌‌‌,SEA,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561FrainyerF ChavezChavez2B561‌‌‌,TEX,1,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JazzJ Chisholm Jr.Chisholm3B561‌‌‌,NYY,5,11,3,2,0,0,0,0,3,4,0,0,.182,.357,.182,.539
561JaisonJ ChourioChourioCF561‌‌‌,CLE,2,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561DenzelD ClarkeClarkeCF561‌‌‌,ATH,5,7,2,1,0,0,0,0,2,4,0,0,.143,.333,.143,.476
561PhilP ClarkeClarkeC561‌‌‌,TOR,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561WesW ClarkeClarkeC561‌‌‌,MIL,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561JonatanJ ClaseClaseLF561‌‌‌,TOR,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
561PatrickP ClohisyClohisyCF561‌‌‌,ATL,3,2,1,0,0,0,0,0,0,2,0,0,.000,.333,.000,.333
561IsaacI CollinsCollinsLF561‌‌‌,MIL,4,10,0,0,0,0,0,0,1,1,1,0,.000,.091,.000,.091
561MichaelM ConfortoConfortoLF561‌‌‌,LAD,5,12,0,1,1,0,0,0,2,5,0,0,.083,.267,.167,.434
561GriffinG ConineConineRF561‌‌‌,MIA,3,6,1,0,0,0,0,0,2,2,0,0,.000,.250,.000,.250
561WilliamW ContrerasContrerasC561‌‌‌,MIL,3,6,1,3,0,0,0,0,2,1,0,0,.500,.625,.500,1.125
