,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
618,Luke Schenn,2024-25,NSH,R,D,59,1,4,5,-10,41,0.08,1,5,0,0,0,0,0,0,63,1.6,15:31,--
619,Rory Kerins,2024-25,CGY,L,C,5,0,4,4,+3,0,0.80,0,3,0,1,0,0,0,0,3,0.0,12:14,33.3
620,Logan Mailloux,2024-25,MTL,R,D,7,2,2,4,-5,6,0.57,2,4,0,0,0,0,0,0,10,20.0,16:12,--
621,John Klingberg,2024-25,EDM,R,D,8,1,3,4,+2,4,0.50,1,4,0,0,0,0,0,0,10,10.0,17:08,--
622,Sean Durzi,2024-25,UTA,R,D,8,1,3,4,+4,11,0.50,1,4,0,0,0,0,0,0,13,7.7,20:28,--
623,Drew Doughty,2024-25,LAK,R,D,9,1,3,4,+1,8,0.44,1,3,0,1,0,0,0,0,15,6.7,25:25,--
624,Oliver Kylington,2024-25,COL,L,D,12,1,3,4,-2,4,0.33,1,4,0,0,0,0,0,0,2,50.0,12:49,--
625,Arthur Kaliyev,2024-25,NYR,L,R,13,3,1,4,+2,2,0.31,3,4,0,0,0,0,0,0,20,15.0,11:28,--
626,Nick DeSimone,2024-25,UTA,R,D,14,0,4,4,0,0,0.29,0,4,0,0,0,0,0,0,16,0.0,15:30,--
627,Fraser Minten,2024-25,TOR,L,C,15,2,2,4,-4,0,0.27,2,3,0,1,0,0,0,1,16,12.5,12:14,47.8
628,Marc Gatcomb,2024-25,NYI,R,C,16,3,1,4,-2,9,0.25,3,4,0,0,0,0,0,0,15,20.0,9:09,50.0
629,Collin Graf,2024-25,SJS,R,R,16,1,3,4,-6,2,0.25,1,3,0,1,0,0,0,0,14,7.1,15:01,100.0
630,Juha Jaaska,2024-25,CAR,L,L,17,0,4,4,+3,9,0.24,0,3,0,0,0,1,0,0,11,0.0,8:45,51.6
631,Matthew Highmore,2024-25,OTT,L,C,18,1,3,4,-4,4,0.22,1,4,0,0,0,0,0,1,20,5.0,12:41,33.3
632,Ivan Miroshnichenko,2024-25,WSH,R,L,18,1,3,4,+1,0,0.22,1,3,0,1,0,0,0,0,14,7.1,9:21,--
633,David Perron,2024-25,OTT,R,L,20,1,3,4,-11,2,0.20,0,1,1,3,0,0,0,0,38,2.6,13:16,20.0
634,Tyler Tucker,2024-25,STL,L,D,20,2,2,4,-1,30,0.20,2,4,0,0,0,0,0,0,19,10.5,13:04,--
635,Aatu Raty,2024-25,VAN,L,C,21,2,2,4,-2,8,0.19,2,4,0,0,0,0,0,0,14,14.3,9:30,56.0
636,Denton Mateychuk,2024-25,CBJ,L,D,22,2,2,4,-1,6,0.18,2,4,0,0,0,0,0,0,22,9.1,18:33,--
637,Dennis Gilbert,2024-25,BUF,L,D,23,0,4,4,-3,50,0.17,0,4,0,0,0,0,0,0,5,0.0,10:07,--
638,Louis Crevier,2024-25,CHI,R,D,23,3,1,4,-1,10,0.17,3,4,0,0,0,0,0,0,23,13.0,17:48,--
639,Liam Ohgren,2024-25,MIN,L,L,23,1,3,4,-7,2,0.17,1,3,0,1,0,0,0,1,28,3.6,11:06,--
640,Philippe Myers,2024-25,TOR,R,D,24,1,3,4,-5,4,0.17,1,4,0,0,0,0,0,0,31,3.2,16:25,--
641,Matt Rempe,2024-25,NYR,R,C,24,2,2,4,+5,41,0.17,2,4,0,0,0,0,0,0,16,12.5,7:33,0.0
642,Ryan Shea,2024-25,PIT,L,D,25,2,2,4,-6,6,0.16,2,3,0,1,0,0,0,0,13,15.4,15:52,--
643,Jacob Bernard-Docker,2024-25,OTT,R,D,25,1,3,4,+2,4,0.16,1,4,0,0,0,0,0,0,18,5.6,13:06,--
644,Brendan Smith,2024-25,DAL,L,D,26,0,4,4,-7,31,0.15,0,4,0,0,0,0,0,0,22,0.0,12:26,--
645,Miles Wood,2024-25,COL,L,L,27,2,2,4,-5,44,0.15,2,4,0,0,0,0,0,1,47,4.3,11:24,33.3
646,Jordan Harris,2024-25,CBJ,L,D,29,1,3,4,-5,6,0.14,1,4,0,0,0,0,0,0,13,7.7,11:07,--
647,Joel Hanley,2024-25,CGY,L,D,31,1,3,4,+4,8,0.13,1,4,0,0,0,0,0,1,24,4.2,17:08,--
648,Tyler Motte,2024-25,DET,L,C,32,2,2,4,-12,2,0.13,2,4,0,0,0,0,0,0,37,5.4,11:43,42.9
649,Curtis Lazar,2024-25,NJD,R,C,33,1,3,4,+1,12,0.12,1,4,0,0,0,0,0,0,20,5.0,10:32,51.8
650,Jacob Bryson,2024-25,BUF,L,D,33,0,4,4,-2,10,0.12,0,4,0,0,0,0,0,0,12,0.0,13:57,--
651,Devin Shore,2024-25,MIN,L,C,37,1,3,4,-4,2,0.11,1,4,0,0,0,0,0,0,27,3.7,8:38,41.7
652,Ross Johnston,2024-25,ANA,L,L,39,1,3,4,-2,68,0.10,1,4,0,0,0,0,0,1,9,11.1,8:33,0.0
653,Zack Ostapchuk,2024-25,OTT,L,C,43,1,3,4,-7,26,0.09,1,4,0,0,0,0,0,0,20,5.0,9:20,49.1
654,Jon Merrill,2024-25,MIN,L,D,49,1,3,4,-2,16,0.08,1,4,0,0,0,0,0,0,35,2.9,14:36,--
655,Simon Benoit,2024-25,TOR,L,D,55,0,4,4,+1,37,0.07,0,4,0,0,0,0,0,0,33,0.0,16:26,--
656,Tyler Kleven,2024-25,OTT,L,D,58,2,2,4,-5,23,0.07,2,4,0,0,0,0,0,1,54,3.7,14:19,--
657,Zemgus Girgensons,2024-25,TBL,L,C,59,1,3,4,-5,31,0.07,1,4,0,0,0,0,0,1,66,1.5,11:36,43.6
658,Nikita Chibrikov,2024-25,WPG,L,R,4,2,1,3,+1,0,0.75,2,2,0,1,0,0,0,0,6,33.3,11:24,--
659,Jonathan Lekkerimaki,2024-25,VAN,R,R,11,2,1,3,-6,2,0.27,2,3,0,0,0,0,0,0,16,12.5,13:47,--
660,David Jiricek,2024-25,"CBJ, MIN",R,D,12,1,2,3,0,6,0.25,1,3,0,0,0,0,0,0,9,11.1,12:07,--
661,Tyson Barrie,2024-25,CGY,R,D,13,1,2,3,-7,4,0.23,1,1,0,2,0,0,0,0,19,5.3,15:48,--
662,Maveric Lamoureux,2024-25,UTA,R,D,15,1,2,3,+3,42,0.20,1,3,0,0,0,0,0,0,17,5.9,16:07,--
663,Shakir Mukhamadullin,2024-25,SJS,L,D,16,1,2,3,+2,4,0.19,1,3,0,0,0,0,0,0,14,7.1,15:08,--
664,Andre Lee,2024-25,LAK,L,L,19,1,2,3,-5,11,0.16,1,3,0,0,0,0,0,1,18,5.6,9:10,--
665,Zack MacEwen,2024-25,OTT,R,R,21,2,1,3,0,21,0.14,2,3,0,0,0,0,0,0,26,7.7,7:46,42.9
666,Erik Johnson,2024-25,PHI,R,D,22,1,2,3,-3,11,0.14,1,2,0,0,0,1,0,0,14,7.1,13:18,--
667,Akil Thomas,2024-25,LAK,R,C,22,1,2,3,-3,7,0.14,1,3,0,0,0,0,0,0,19,5.3,9:49,38.9
668,Walker Duehr,2024-25,"CGY, SJS",R,R,24,2,1,3,-11,0,0.13,2,3,0,0,0,0,0,0,15,13.3,8:48,11.1
669,Owen Pickering,2024-25,PIT,L,D,25,1,2,3,-5,6,0.12,1,3,0,0,0,0,0,0,15,6.7,14:49,--
670,Jonah Gadjovich,2024-25,FLA,L,L,26,3,0,3,-5,19,0.12,3,3,0,0,0,0,0,2,26,11.5,8:02,75.0
671,Matthew Kessel,2024-25,STL,R,D,27,0,3,3,-3,10,0.11,0,3,0,0,0,0,0,0,17,0.0,13:05,--
672,Samuel Helenius,2024-25,LAK,L,C,27,1,2,3,-2,14,0.11,1,3,0,0,0,0,0,0,16,6.3,8:37,47.2
673,Mitchell Stephens,2024-25,SEA,R,C,28,1,2,3,-8,6,0.11,1,3,0,0,0,0,0,0,19,5.3,9:14,53.6
674,Connor Dewar,2024-25,TOR,L,C,29,0,3,3,-2,5,0.10,0,2,0,0,0,1,0,0,27,0.0,10:07,42.9
675,Matt Nieto,2024-25,PIT,L,L,31,1,2,3,-8,2,0.10,1,2,0,1,0,0,0,0,30,3.3,12:14,40.0
676,Parker Wotherspoon,2024-25,BOS,L,D,33,1,2,3,-6,8,0.09,1,3,0,0,0,0,0,0,29,3.5,18:02,--
677,Wyatt Kaiser,2024-25,CHI,L,D,35,1,2,3,-3,14,0.09,1,3,0,0,0,0,0,0,43,2.3,17:39,--
678,Vincent Desharnais,2024-25,"VAN, PIT",R,D,41,0,3,3,-9,38,0.07,0,3,0,0,0,0,0,0,23,0.0,15:51,--
679,P.O Joseph,2024-25,"STL, PIT",L,D,46,0,3,3,-22,45,0.07,0,3,0,0,0,0,0,0,42,0.0,15:31,--
680,Travis Hamonic,2024-25,OTT,R,D,47,0,3,3,-14,17,0.06,0,3,0,0,0,0,0,0,61,0.0,17:04,--
681,Michael Sgarbossa,2024-25,WSH,L,C,3,1,1,2,+2,2,0.67,1,2,0,0,0,0,0,0,1,100.0,9:20,45.0
682,John Hayden,2024-25,SEA,R,C,7,1,1,2,+1,2,0.29,1,2,0,0,0,0,0,0,6,16.7,8:01,100.0
683,Nikita Nesterenko,2024-25,ANA,L,C,7,1,1,2,0,0,0.29,1,2,0,0,0,0,0,0,5,20.0,9:33,0.0
684,Alex Steeves,2024-25,TOR,L,C,7,1,1,2,+3,0,0.29,1,2,0,0,0,0,0,0,7,14.3,9:53,--
685,Vinni Lettieri,2024-25,BOS,R,C,8,2,0,2,0,4,0.25,2,2,0,0,0,0,0,0,12,16.7,12:05,50.0
686,Ty Smith,2024-25,CAR,L,D,8,1,1,2,+1,4,0.25,0,1,1,1,0,0,0,0,14,7.1,13:40,--
687,John Ludvig,2024-25,COL,L,D,8,0,2,2,-4,6,0.25,0,2,0,0,0,0,0,0,9,0.0,12:57,--
688,Nils Aman,2024-25,VAN,L,C,8,0,2,2,-3,0,0.25,0,2,0,0,0,0,0,0,4,0.0,10:31,37.0
689,Marc-Edouard Vlasic,2024-25,SJS,L,D,9,0,2,2,-4,0,0.22,0,1,0,0,0,1,0,0,5,0.0,15:28,--
690,Tyler Johnson,2024-25,BOS,R,C,9,0,2,2,-1,10,0.22,0,1,0,1,0,0,0,0,6,0.0,13:05,63.6
691,Rodrigo Abols,2024-25,PHI,L,C,9,1,1,2,-3,2,0.22,1,2,0,0,0,0,0,0,13,7.7,10:19,54.4
692,Ethan Del Mastro,2024-25,CHI,L,D,9,1,1,2,-2,2,0.22,1,2,0,0,0,0,0,0,5,20.0,15:33,--
693,Valtteri Puustinen,2024-25,PIT,R,R,10,1,1,2,-4,4,0.20,0,1,1,1,0,0,0,0,6,16.7,9:53,--
694,Landon Slaggert,2024-25,CHI,L,L,10,2,0,2,-3,11,0.20,2,2,0,0,0,0,0,1,14,14.3,12:36,0.0
695,Dylan McIlrath,2024-25,WSH,R,D,11,0,2,2,+1,14,0.18,0,2,0,0,0,0,0,0,4,0.0,10:54,--
696,Noah Philp,2024-25,EDM,R,C,12,0,2,2,+1,2,0.17,0,2,0,0,0,0,0,0,12,0.0,8:40,40.8
697,Oliver Kapanen,2024-25,MTL,R,C,12,0,2,2,-4,2,0.17,0,1,0,1,0,0,0,0,13,0.0,11:38,46.0
698,Marc McLaughlin,2024-25,BOS,R,C,12,2,0,2,-1,0,0.17,2,2,0,0,0,0,0,0,13,15.4,9:12,42.9
699,Grant Hutton,2024-25,NYI,R,D,13,0,2,2,+1,4,0.15,0,2,0,0,0,0,0,0,10,0.0,13:28,--
700,Robert Bortuzzo,2024-25,UTA,R,D,16,0,2,2,-2,22,0.13,0,2,0,0,0,0,0,0,7,0.0,10:53,--
701,Cole Reinhardt,2024-25,OTT,L,L,17,1,1,2,-4,15,0.12,1,2,0,0,0,0,0,0,13,7.7,8:12,100.0
702,Tyson Jost,2024-25,CAR,L,C,18,2,0,2,+2,14,0.11,2,2,0,0,0,0,0,0,19,10.5,10:10,48.7
703,Nicolas Aube-Kubel,2024-25,BUF,R,R,19,1,1,2,-4,17,0.11,1,2,0,0,0,0,0,0,18,5.6,9:32,66.7
704,Kyle Burroughs,2024-25,LAK,R,D,28,0,2,2,+3,31,0.07,0,2,0,0,0,0,0,0,5,0.0,7:40,--
705,Keaton Middleton,2024-25,COL,L,D,28,0,2,2,0,17,0.07,0,2,0,0,0,0,0,0,30,0.0,10:45,--
706,Ryan Reaves,2024-25,TOR,R,R,34,0,2,2,-2,28,0.06,0,2,0,0,0,0,0,0,14,0.0,7:45,0.0
707,Justin Sourdif,2024-25,FLA,R,R,1,1,0,1,+1,0,1.00,1,1,0,0,0,0,0,1,2,50.0,9:27,--
708,Dylan Duke,2024-25,TBL,L,L,2,1,0,1,0,0,0.50,1,1,0,0,0,0,0,0,1,100.0,7:52,--
709,Joseph LaBate,2024-25,CBJ,L,C,3,0,1,1,+2,5,0.33,0,1,0,0,0,0,0,0,0,--,8:59,0.0
710,Andrew Poturalski,2024-25,SJS,R,C,3,0,1,1,-1,2,0.33,0,1,0,0,0,0,0,0,5,0.0,14:27,48.8
711,Isaak Phillips,2024-25,CHI,L,D,3,1,0,1,0,0,0.33,1,1,0,0,0,0,0,0,3,33.3,11:54,--
712,Declan Carlile,2024-25,TBL,L,D,3,1,0,1,+2,0,0.33,1,1,0,0,0,0,0,0,3,33.3,13:00,--
713,Matt Savoie,2024-25,EDM,R,C,3,0,1,1,0,0,0.33,0,1,0,0,0,0,0,0,3,0.0,12:13,0.0
714,Georgii Merkulov,2024-25,BOS,L,C,3,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,4,0.0,13:44,0.0
715,Parker Ford,2024-25,WPG,R,C,3,1,0,1,+1,2,0.33,1,1,0,0,0,0,0,0,2,50.0,7:50,--
716,Dominik Shine,2024-25,DET,R,R,4,0,1,1,-1,0,0.25,0,1,0,0,0,0,0,0,2,0.0,8:44,--
717,Chad Ruhwedel,2024-25,NYR,R,D,5,0,1,1,+2,0,0.20,0,1,0,0,0,0,0,0,1,0.0,14:06,--
718,Ilya Solovyov,2024-25,CGY,L,D,5,0,1,1,-3,2,0.20,0,1,0,0,0,0,0,0,6,0.0,15:40,--
719,Brad Lambert,2024-25,WPG,R,C,5,0,1,1,0,2,0.20,0,1,0,0,0,0,0,0,1,0.0,11:36,33.3
720,Justin Hryckowian,2024-25,DAL,L,C,5,0,1,1,+1,0,0.20,0,1,0,0,0,0,0,0,3,0.0,7:53,60.0
721,Arttu Hyry,2024-25,DAL,R,R,5,0,1,1,0,0,0.20,0,1,0,0,0,0,0,0,5,0.0,9:05,68.8
722,Kevin Gravel,2024-25,NSH,L,D,6,0,1,1,+3,0,0.17,0,1,0,0,0,0,0,0,6,0.0,17:50,--
723,Clark Bishop,2024-25,CGY,L,C,6,1,0,1,-2,0,0.17,1,1,0,0,0,0,0,0,4,25.0,7:15,38.9
724,Sam Poulin,2024-25,PIT,L,R,6,0,1,1,+1,2,0.17,0,1,0,0,0,0,0,0,2,0.0,10:06,--
725,Helge Grans,2024-25,PHI,R,D,6,0,1,1,0,2,0.17,0,1,0,0,0,0,0,0,5,0.0,14:28,--
726,Ethan Cardwell,2024-25,SJS,R,R,6,1,0,1,-2,2,0.17,1,1,0,0,0,0,0,0,5,20.0,11:32,50.0
727,Drake Caggiula,2024-25,EDM,L,L,7,0,1,1,0,5,0.14,0,1,0,0,0,0,0,0,6,0.0,7:18,100.0
728,Cale Fleury,2024-25,SEA,R,D,7,0,1,1,+2,0,0.14,0,1,0,0,0,0,0,0,7,0.0,12:20,--
729,Matj Blümel,2024-25,DAL,L,R,7,1,0,1,-1,0,0.14,1,1,0,0,0,0,0,0,10,10.0,8:26,--
730,Callahan Burke,2024-25,VGK,R,C,7,1,0,1,+2,2,0.14,1,1,0,0,0,0,0,0,12,8.3,10:50,100.0
731,Lucas Condotta,2024-25,MTL,L,L,7,1,0,1,-2,0,0.14,1,1,0,0,0,0,0,0,5,20.0,8:12,58.6
732,Calum Ritchie,2024-25,COL,R,C,7,1,0,1,-7,0,0.14,1,1,0,0,0,0,0,0,11,9.1,12:47,42.9
733,T.J. Tynan,2024-25,COL,R,C,8,0,1,1,-1,4,0.13,0,1,0,0,0,0,0,0,4,0.0,7:56,38.9
734,Joshua Brown,2024-25,EDM,R,D,8,0,1,1,-1,9,0.13,0,1,0,0,0,0,0,0,5,0.0,11:29,--
735,Tanner Laczynski,2024-25,VGK,R,C,8,1,0,1,-1,6,0.13,1,1,0,0,0,0,0,0,2,50.0,8:36,43.2
736,Ryan Winterton,2024-25,SEA,R,C,8,0,1,1,-7,0,0.13,0,1,0,0,0,0,0,0,8,0.0,10:22,0.0
737,Owen Beck,2024-25,MTL,R,C,8,0,1,1,-1,0,0.13,0,1,0,0,0,0,0,0,9,0.0,10:15,53.6
738,Linus Karlsson,2024-25,VAN,R,C,9,1,0,1,+1,0,0.11,1,1,0,0,0,0,0,1,8,12.5,9:59,50.0
739,Nicolas Deslauriers,2024-25,PHI,L,L,10,0,1,1,+1,10,0.10,0,1,0,0,0,0,0,0,6,0.0,6:13,100.0
740,Danil Gushchin,2024-25,SJS,L,L,10,0,1,1,-2,6,0.10,0,1,0,0,0,0,0,0,13,0.0,12:07,100.0
741,Elias Pettersson,2024-25,VAN,L,D,10,0,1,1,-1,2,0.10,0,1,0,0,0,0,0,0,8,0.0,12:23,--
742,Tyson Kozak,2024-25,BUF,L,C,11,1,0,1,-2,0,0.09,1,1,0,0,0,0,0,0,6,16.7,10:25,48.1
743,Arshdeep Bains,2024-25,VAN,L,L,12,1,0,1,-4,0,0.08,1,1,0,0,0,0,0,1,7,14.3,10:38,75.0
744,Simon Nemec,2024-25,NJD,R,D,12,0,1,1,-2,6,0.08,0,0,0,1,0,0,0,0,9,0.0,15:48,--
745,Adam Klapka,2024-25,CGY,R,R,12,1,0,1,+1,15,0.08,1,1,0,0,0,0,0,0,16,6.3,8:12,37.5
746,Sam Colangelo,2024-25,ANA,R,R,13,1,0,1,-7,0,0.08,1,1,0,0,0,0,0,0,16,6.3,10:58,22.2
747,Andreas Englund,2024-25,"LAK, NSH",L,D,16,1,0,1,-5,14,0.06,1,1,0,0,0,0,0,0,7,14.3,12:06,--
748,Ville Heinola,2024-25,WPG,L,D,17,0,1,1,+7,4,0.06,0,1,0,0,0,0,0,0,11,0.0,13:58,--
749,Joey Anderson,2024-25,CHI,R,R,18,0,1,1,-2,0,0.06,0,1,0,0,0,0,0,0,17,0.0,12:24,60.0
750,Jack St. Ivany,2024-25,PIT,R,D,19,0,1,1,-3,17,0.05,0,1,0,0,0,0,0,0,12,0.0,16:22,--
751,Liam O'Brien,2024-25,UTA,L,C,21,0,1,1,0,38,0.05,0,1,0,0,0,0,0,0,26,0.0,9:38,0.0
752,Hudson Fasching,2024-25,NYI,R,R,21,0,1,1,-4,2,0.05,0,1,0,0,0,0,0,0,13,0.0,9:08,0.0
753,Matt Martin,2024-25,NYI,L,L,24,0,1,1,-2,10,0.04,0,1,0,0,0,0,0,0,12,0.0,7:47,50.0
754,Chris Wagner,2024-25,COL,R,R,24,1,0,1,-7,9,0.04,1,1,0,0,0,0,0,0,25,4.0,6:55,46.2
755,Jeremy Lauzon,2024-25,NSH,L,D,28,0,1,1,-4,37,0.04,0,1,0,0,0,0,0,0,25,0.0,17:58,--
756,Ryan Graves,2024-25,PIT,L,D,43,0,1,1,-13,25,0.02,0,1,0,0,0,0,0,0,28,0.0,15:19,--
757,Scott Sabourin,2024-25,SJS,R,R,1,0,0,0,-2,0,0.00,0,0,0,0,0,0,0,0,0,--,10:27,--
758,Steven Santini,2024-25,TBL,R,D,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,1,0.0,11:37,--
759,Dakota Mermis,2024-25,UTA,L,D,1,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,2,0.0,10:47,--
760,Dryden Hunt,2024-25,CGY,L,L,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,12:33,--
761,Kyle Capobianco,2024-25,DAL,L,D,1,0,0,0,-2,4,0.00,0,0,0,0,0,0,0,0,0,--,11:23,--
762,Julien Gauthier,2024-25,NYI,R,R,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,7:42,--
763,Nathan Clurman,2024-25,PIT,R,D,1,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,4,0.0,11:05,--
764,Jeffrey Viel,2024-25,BOS,L,L,1,0,0,0,0,7,0.00,0,0,0,0,0,0,0,0,0,--,8:29,--
765,Grigori Denisenko,2024-25,VGK,R,L,1,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,0,--,8:27,0.0
766,Adam Ginning,2024-25,PHI,L,D,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,12:48,--
767,Angus Crookshank,2024-25,OTT,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,3,0.0,14:04,0.0
768,Rafael Harvey-Pinard,2024-25,MTL,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,8:54,--
769,Jake Lucchini,2024-25,NSH,L,C,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,13:20,100.0
770,Mason Morelli,2024-25,VGK,L,L,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,7:31,--
771,Daniil Misyul,2024-25,NJD,L,D,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,12:23,--
772,Samuel Bolduc,2024-25,NYI,L,D,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,5:56,--
773,Jack Finley,2024-25,TBL,R,C,1,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,8:25,60.0
774,Daemon Hunt,2024-25,MIN,L,D,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,2,0.0,8:01,--
775,Mike Hardman,2024-25,NJD,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,8:24,0.0
776,Fabian Lysell,2024-25,BOS,R,R,1,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,0,--,11:32,--
777,Michael Milne,2024-25,MIN,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,6:34,--
778,Owen Sillinger,2024-25,CBJ,L,C,1,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,0,--,13:09,40.0
779,Jacob Quillan,2024-25,TOR,L,C,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,5:21,--
780,Austin Watson,2024-25,DET,R,L,2,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,1,0.0,7:00,--
781,Jani Hakanpää,2024-25,TOR,R,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,14:05,--
782,Robert Hagg,2024-25,VGK,L,D,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,11:09,--
783,Patrick Brown,2024-25,BOS,R,C,2,0,0,0,-1,2,0.00,0,0,0,0,0,0,0,0,3,0.0,11:02,40.0
784,William Lagesson,2024-25,DET,L,D,2,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,2,0.0,15:57,--
785,Rasmus Asplund,2024-25,FLA,L,C,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,1,0.0,7:32,0.0
786,Riley Stillman,2024-25,CAR,L,D,2,0,0,0,-1,5,0.00,0,0,0,0,0,0,0,0,1,0.0,4:46,--
787,Alex Barré-Boulet,2024-25,MTL,L,C,2,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,0,--,10:10,--
788,Emil Bemstrom,2024-25,PIT,R,C,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,12:14,--
789,Liam Foudy,2024-25,NYI,L,C,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,7:27,--
790,Jan Jenik,2024-25,OTT,L,C,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,7:42,33.3
791,Nolan Foote,2024-25,NJD,L,L,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,10:46,--
792,Ryan Suzuki,2024-25,CAR,L,C,2,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,0,--,6:36,57.1
793,Connor Mackey,2024-25,NYR,L,D,2,0,0,0,0,5,0.00,0,0,0,0,0,0,0,0,1,0.0,16:08,--
794,Donovan Sebrango,2024-25,OTT,L,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,10:19,--
795,Chase Bradley,2024-25,COL,L,L,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,5:35,--
796,Scott Morrow,2024-25,CAR,R,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,3,0.0,11:27,--
797,Oskar Olausson,2024-25,COL,L,R,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,3,0.0,6:49,--
798,James Malatesta,2024-25,CBJ,L,L,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,10:34,100.0
799,Brennan Othmann,2024-25,NYR,L,L,2,0,0,0,+3,0,0.00,0,0,0,0,0,0,0,0,3,0.0,9:17,--
800,Isak Rosen,2024-25,BUF,L,R,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,9:08,--
801,Joakim Kemell,2024-25,NSH,R,R,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,8,0.0,10:21,--
802,Brian Halonen,2024-25,NJD,R,L,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,13:54,--
803,Jason Polin,2024-25,COL,R,R,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,3,0.0,5:11,100.0
804,Alexander Petrovic,2024-25,DAL,R,D,3,0,0,0,-3,2,0.00,0,0,0,0,0,0,0,0,1,0.0,11:44,--
805,Erik Gudbranson,2024-25,CBJ,R,D,3,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,1,0.0,15:46,--
806,Travis Boyd,2024-25,MIN,R,C,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,7:48,--
807,Sonny Milano,2024-25,WSH,L,L,3,0,0,0,-3,0,0.00,0,0,0,0,0,0,0,0,4,0.0,7:13,--
808,Colin White,2024-25,SJS,R,C,3,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,7:18,23.1
809,Guillaume Brisebois,2024-25,VAN,L,D,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,2,0.0,15:48,--
810,Kieffer Bellows,2024-25,NSH,L,L,3,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,7,0.0,9:31,--
811,Kailer Yamamoto,2024-25,UTA,R,R,3,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,10:40,100.0
812,Reese Johnson,2024-25,MIN,R,C,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,1,0.0,9:32,--
813,Ryan Johnson,2024-25,BUF,L,D,3,0,0,0,-2,4,0.00,0,0,0,0,0,0,0,0,3,0.0,17:40,--
814,Nathan Légaré,2024-25,NJD,R,R,3,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,3,0.0,10:41,--
815,Ozzy Wiesblatt,2024-25,NSH,R,C,3,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,11:10,--
816,Rutger McGroarty,2024-25,PIT,L,R,3,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,11:37,0.0
817,Dominic Toninato,2024-25,WPG,L,C,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,2,0.0,8:03,100.0
