,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
223,Noah Cates,2024-25,PHI,L,L,56,13,13,26,+7,10,0.46,12,24,1,2,0,0,0,2,78,16.7,15:12,46.6
224,Nick Foligno,2024-25,CHI,L,L,58,12,14,26,-13,44,0.45,10,22,2,4,0,0,0,1,78,15.4,16:14,49.5
225,Mattias Ekholm,2024-25,EDM,L,D,58,8,18,26,+10,28,0.45,5,21,3,5,0,0,1,1,128,6.3,22:40,--
226,Noah Hanifin,2024-25,VGK,L,D,59,6,20,26,-1,14,0.44,5,23,1,3,0,0,0,1,109,5.5,21:17,--
227,Frederick Gaudreau,2024-25,MIN,R,C,60,12,14,26,+2,6,0.43,9,23,3,3,0,0,0,1,83,14.5,15:13,50.5
228,Eeli Tolvanen,2024-25,SEA,L,R,60,16,10,26,0,14,0.43,15,22,1,4,0,0,0,2,97,16.5,13:43,50.0
229,Jonathan Drouin,2024-25,COL,L,L,28,7,18,25,+4,4,0.89,6,21,1,4,0,0,0,2,38,18.4,19:12,26.7
230,Filip Chytil,2024-25,"NYR, VAN",L,C,49,12,13,25,0,18,0.51,11,20,1,5,0,0,0,1,112,10.7,14:57,47.2
231,Miro Heiskanen,2024-25,DAL,L,D,50,5,20,25,+7,10,0.50,5,18,0,7,0,0,0,0,108,4.6,25:10,--
232,Luke Hughes,2024-25,NJD,L,D,51,5,20,25,-1,14,0.49,5,19,0,6,0,0,0,1,79,6.3,20:16,0.0
233,J.T. Compher,2024-25,DET,R,L,53,7,18,25,+1,10,0.47,3,17,4,8,0,0,0,2,66,10.6,16:46,46.4
234,Maxim Tsyplakov,2024-25,NYI,L,R,54,7,18,25,+6,33,0.46,7,23,0,2,0,0,0,1,75,9.3,15:46,52.9
235,Alexander Wennberg,2024-25,SJS,L,C,55,8,17,25,-17,8,0.45,5,17,3,8,0,0,2,2,60,13.3,18:17,48.0
236,Brandt Clarke,2024-25,LAK,R,D,55,4,21,25,+7,36,0.45,2,18,2,7,0,0,0,0,98,4.1,16:18,--
237,Mike Matheson,2024-25,MTL,L,D,57,4,21,25,-8,43,0.44,3,15,1,10,0,0,0,0,108,3.7,24:41,--
238,Oliver Ekman-Larsson,2024-25,TOR,L,D,58,4,21,25,+18,40,0.43,2,21,2,4,0,0,0,1,94,4.3,21:01,--
239,Cutter Gauthier,2024-25,ANA,L,L,58,12,13,25,+1,14,0.43,10,19,2,6,0,0,1,2,124,9.7,14:16,29.4
240,Brendan Gallagher,2024-25,MTL,R,R,59,15,10,25,-11,25,0.42,10,19,5,6,0,0,0,1,110,13.6,13:44,0.0
241,Eric Robinson,2024-25,CAR,L,L,59,12,13,25,+11,8,0.42,12,25,0,0,0,0,0,1,81,14.8,12:10,23.3
242,Dawson Mercer,2024-25,NJD,R,C,60,13,12,25,+8,12,0.42,10,21,2,3,1,1,0,2,99,13.1,17:45,43.9
243,Joel Eriksson Ek,2024-25,MIN,L,C,42,9,15,24,+5,20,0.57,6,16,3,8,0,0,0,1,123,7.3,19:38,46.9
244,Noah Dobson,2024-25,NYI,R,D,48,6,18,24,-4,16,0.50,6,16,0,7,0,1,0,0,145,4.1,23:56,--
245,Vladimir Tarasenko,2024-25,DET,L,R,57,8,16,24,-8,6,0.42,7,17,1,7,0,0,0,0,100,8.0,14:50,0.0
246,Alex Killorn,2024-25,ANA,L,L,58,11,13,24,+5,24,0.41,11,21,0,3,0,0,1,4,89,12.4,17:17,41.2
247,Dmitry Orlov,2024-25,CAR,L,D,59,4,20,24,+16,16,0.41,4,23,0,1,0,0,0,1,90,4.4,19:43,--
248,Joel Armia,2024-25,MTL,R,R,59,10,14,24,0,16,0.41,7,18,0,3,3,3,0,1,90,11.1,14:39,21.4
249,Keegan Kolesar,2024-25,VGK,R,R,59,12,12,24,+6,39,0.41,12,23,0,0,0,1,0,3,63,19.1,13:23,41.7
250,Taylor Raddysh,2024-25,WSH,R,R,60,5,19,24,+1,12,0.40,5,23,0,1,0,0,0,1,63,7.9,12:25,31.8
251,Patrik Laine,2024-25,MTL,R,L,31,14,9,23,-10,10,0.74,3,9,11,14,0,0,1,4,72,19.4,14:43,52.9
252,Charlie McAvoy,2024-25,BOS,R,D,50,7,16,23,0,46,0.46,4,18,2,4,1,1,0,2,98,7.1,23:40,--
253,Jack Quinn,2024-25,BUF,R,R,50,10,13,23,-12,14,0.46,8,14,2,9,0,0,0,2,91,11.0,15:24,20.0
254,Max Domi,2024-25,TOR,L,C,51,3,20,23,+3,38,0.45,3,17,0,6,0,0,0,1,71,4.2,14:33,48.6
255,Darren Raddysh,2024-25,TBL,R,D,51,3,20,23,+5,12,0.45,2,17,1,6,0,0,0,0,80,3.8,18:04,--
256,Leo Carlsson,2024-25,ANA,L,C,52,11,12,23,0,8,0.44,8,18,3,5,0,0,2,5,66,16.7,15:58,40.2
257,Kris Letang,2024-25,PIT,R,D,54,8,15,23,-16,36,0.43,3,13,4,9,1,1,0,0,121,6.6,23:31,--
258,Marco Kasper,2024-25,DET,L,C,54,10,13,23,-9,20,0.43,8,19,2,4,0,0,0,1,91,11.0,14:48,47.2
259,Kiefer Sherwood,2024-25,VAN,R,L,55,13,10,23,-2,24,0.42,12,21,0,1,1,1,0,3,99,13.1,14:38,43.9
260,Simon Edvinsson,2024-25,DET,L,D,55,7,16,23,+10,36,0.42,7,22,0,0,0,1,1,3,54,13.0,20:53,--
261,Damon Severson,2024-25,CBJ,R,D,56,6,17,23,+7,37,0.41,6,23,0,0,0,0,0,1,79,7.6,19:43,--
262,Andrew Copp,2024-25,DET,L,C,56,10,13,23,+4,8,0.41,9,21,0,1,1,1,0,2,67,14.9,14:42,50.7
263,Brock Faber,2024-25,MIN,R,D,56,6,17,23,+4,19,0.41,5,14,1,9,0,0,1,1,74,8.1,25:04,--
264,Ondrej Palat,2024-25,NJD,L,L,58,13,10,23,-1,10,0.40,11,20,2,3,0,0,0,3,78,16.7,13:54,20.0
265,Michael Kesselring,2024-25,UTA,R,D,60,6,17,23,+7,65,0.38,5,20,1,3,0,0,1,1,110,5.5,18:31,--
266,Victor Olofsson,2024-25,VGK,L,L,38,11,11,22,+10,8,0.58,5,15,6,7,0,0,0,3,73,15.1,14:49,14.3
267,Connor Zary,2024-25,CGY,L,C,44,10,12,22,-9,10,0.50,9,13,1,9,0,0,1,2,91,11.0,16:11,36.6
268,Shane Pinto,2024-25,OTT,R,C,46,11,11,22,+4,16,0.48,8,16,1,2,2,4,0,5,91,12.1,17:39,50.4
269,Cam Fowler,2024-25,"ANA, STL",L,D,47,7,15,22,+1,14,0.47,5,19,2,3,0,0,0,0,59,11.9,21:55,--
270,Yegor Sharangovich,2024-25,CGY,L,C,52,11,11,22,-7,6,0.42,5,14,5,7,1,1,0,0,97,11.3,17:10,49.6
271,Darnell Nurse,2024-25,EDM,L,D,55,4,18,22,+8,40,0.40,3,20,0,1,1,1,1,1,140,2.9,21:49,--
272,Justin Faulk,2024-25,STL,R,D,56,2,20,22,-11,16,0.39,2,14,0,8,0,0,0,1,90,2.2,22:24,--
273,Adam Gaudette,2024-25,OTT,R,R,57,16,6,22,+10,6,0.39,13,19,3,3,0,0,0,3,69,23.2,10:46,51.9
274,Kirby Dach,2024-25,MTL,R,C,57,10,12,22,-29,40,0.39,9,15,1,7,0,0,0,2,84,11.9,15:40,40.3
275,Jesper Boqvist,2024-25,FLA,L,C,58,12,10,22,+2,14,0.38,11,21,0,0,1,1,0,3,63,19.1,12:59,41.6
276,Mikael Backlund,2024-25,CGY,L,C,59,10,12,22,0,26,0.37,8,15,1,6,1,1,0,3,140,7.1,19:05,48.3
277,Connor Brown,2024-25,EDM,R,R,59,7,15,22,+4,6,0.37,6,20,0,0,1,2,1,2,78,9.0,13:33,38.2
278,Danton Heinen,2024-25,"VAN, PIT",L,L,59,7,15,22,-2,31,0.37,6,20,1,2,0,0,0,0,61,11.5,13:52,42.4
279,Alex Vlasic,2024-25,CHI,L,D,59,2,20,22,-12,10,0.37,1,12,1,10,0,0,0,0,81,2.5,23:39,--
280,Marcus Foligno,2024-25,MIN,L,L,60,11,11,22,+8,57,0.37,11,22,0,0,0,0,0,1,66,16.7,14:06,27.3
281,Gustav Forsling,2024-25,FLA,L,D,61,9,13,22,+31,10,0.36,8,20,0,0,1,2,1,1,156,5.8,22:51,--
282,Jared Spurgeon,2024-25,MIN,R,D,45,6,15,21,+6,12,0.47,5,16,1,5,0,0,1,3,74,8.1,20:23,--
283,Chris Kreider,2024-25,NYR,L,L,48,17,4,21,-6,20,0.44,8,11,6,7,3,3,0,6,120,14.2,17:14,37.9
284,Nicolas Roy,2024-25,VGK,R,C,48,7,14,21,-7,37,0.44,7,19,0,2,0,0,0,2,72,9.7,15:14,47.7
285,Tommy Novak,2024-25,NSH,L,C,50,12,9,21,-5,4,0.42,11,16,1,5,0,0,0,2,85,14.1,13:15,42.9
286,Jeff Skinner,2024-25,EDM,L,L,52,11,10,21,-6,10,0.40,11,19,0,2,0,0,0,0,109,10.1,12:30,45.0
287,Ryker Evans,2024-25,SEA,L,D,53,5,16,21,-2,18,0.40,4,18,1,3,0,0,0,0,48,10.4,19:56,--
288,Gustav Nyquist,2024-25,NSH,L,R,57,9,12,21,-20,12,0.37,7,19,1,1,1,1,0,0,71,12.7,17:39,45.8
289,Andre Burakovsky,2024-25,SEA,L,L,57,5,16,21,-5,10,0.37,5,18,0,3,0,0,0,0,84,6.0,14:39,50.0
290,Brent Burns,2024-25,CAR,R,D,59,4,17,21,+4,22,0.36,4,19,0,2,0,0,0,0,141,2.8,21:23,--
291,Brady Skjei,2024-25,NSH,L,D,59,7,14,21,-12,28,0.36,6,16,1,5,0,0,0,1,114,6.1,21:31,--
292,Jaccob Slavin,2024-25,CAR,L,D,59,5,16,21,+14,8,0.36,5,19,0,0,0,2,0,2,78,6.4,21:40,--
293,Rasmus Andersson,2024-25,CGY,R,D,59,8,13,21,-19,50,0.36,5,14,3,7,0,0,0,1,115,7.0,24:04,--
294,Vasily Podkolzin,2024-25,EDM,L,R,59,6,15,21,+5,22,0.36,6,21,0,0,0,0,0,2,85,7.1,12:58,22.5
295,Nic Dowd,2024-25,WSH,R,C,60,11,10,21,+9,42,0.35,10,20,0,0,1,1,0,2,65,16.9,15:20,49.1
296,Rasmus Sandin,2024-25,WSH,L,D,60,4,17,21,+18,10,0.35,3,18,1,3,0,0,0,0,62,6.5,19:06,--
297,Tyler Seguin,2024-25,DAL,R,C,19,9,11,20,+14,2,1.05,6,17,3,3,0,0,0,2,43,20.9,16:13,52.1
298,Mathew Barzal,2024-25,NYI,R,C,30,6,14,20,+10,4,0.67,5,16,1,4,0,0,0,1,78,7.7,20:21,42.3
299,Ross Colton,2024-25,COL,L,C,44,15,5,20,-6,10,0.45,10,14,5,6,0,0,0,3,96,15.6,15:23,40.7
300,Philip Broberg,2024-25,STL,L,D,47,6,14,20,+10,10,0.43,6,18,0,2,0,0,0,1,68,8.8,20:10,--
301,Matt Roy,2024-25,WSH,R,D,50,2,18,20,+19,16,0.40,2,20,0,0,0,0,0,0,56,3.6,19:40,--
302,Zack Bolduc,2024-25,STL,L,C,50,8,12,20,+12,18,0.40,7,17,1,3,0,0,0,0,69,11.6,12:16,41.7
303,Alex Turcotte,2024-25,LAK,L,C,52,7,13,20,+8,14,0.38,7,20,0,0,0,0,0,1,62,11.3,12:16,40.0
304,Justin Brazeau,2024-25,BOS,R,R,55,10,10,20,-6,16,0.36,6,15,4,5,0,0,0,2,74,13.5,12:59,23.1
305,Tyler Myers,2024-25,VAN,R,D,56,4,16,20,-3,66,0.36,4,18,0,1,0,1,0,0,62,6.5,20:47,--
306,Alexandre Carrier,2024-25,"NSH, MTL",R,D,56,3,17,20,-8,20,0.36,3,19,0,0,0,1,0,0,58,5.2,20:17,--
307,Jordan Spence,2024-25,LAK,R,D,56,3,17,20,+15,14,0.36,3,16,0,4,0,0,0,0,61,4.9,17:31,--
308,Vladislav Gavrikov,2024-25,LAK,L,D,57,3,17,20,+9,12,0.35,3,19,0,0,0,1,0,0,78,3.9,23:55,--
309,Sam Steel,2024-25,DAL,L,C,57,6,14,20,0,22,0.35,5,19,0,0,1,1,0,1,75,8.0,14:31,52.5
310,Ilya Mikheyev,2024-25,CHI,L,R,57,11,9,20,-1,14,0.35,10,19,0,0,1,1,0,1,91,12.1,15:09,11.1
311,Corey Perry,2024-25,EDM,R,R,58,12,8,20,+10,34,0.34,11,17,1,3,0,0,0,2,67,17.9,11:32,55.0
312,Samuel Girard,2024-25,COL,L,D,58,3,17,20,+2,12,0.34,3,19,0,1,0,0,1,2,73,4.1,21:06,--
313,Esa Lindell,2024-25,DAL,L,D,59,4,16,20,+23,14,0.34,3,19,1,1,0,0,0,0,75,5.3,21:47,--
314,Brett Kulak,2024-25,EDM,L,D,59,7,13,20,+1,10,0.34,7,20,0,0,0,0,0,0,94,7.5,20:00,--
315,Andrew Mangiapane,2024-25,WSH,L,L,59,11,9,20,+7,16,0.34,10,18,0,1,1,1,0,2,68,16.2,13:14,57.1
316,Mathieu Olivier,2024-25,CBJ,R,R,59,11,9,20,-8,99,0.34,10,18,0,0,1,2,0,3,74,14.9,14:20,35.7
317,Joel Farabee,2024-25,"PHI, CGY",L,L,59,9,11,20,-15,26,0.34,9,17,0,3,0,0,0,0,109,8.3,15:03,34.2
318,Martin Pospisil,2024-25,CGY,L,C,59,4,16,20,+1,76,0.34,3,16,1,4,0,0,0,0,79,5.1,13:50,41.4
319,Alex Newhook,2024-25,MTL,L,C,59,11,9,20,-14,18,0.34,10,16,1,4,0,0,0,2,79,13.9,15:13,42.5
320,Jackson Blake,2024-25,CAR,R,R,59,11,9,20,+3,26,0.34,8,17,3,3,0,0,0,5,95,11.6,12:54,48.3
321,Charlie Coyle,2024-25,BOS,R,C,60,13,7,20,-13,16,0.33,10,17,3,3,0,0,0,1,87,14.9,17:35,49.4
322,Alex Iafallo,2024-25,WPG,L,L,60,8,12,20,+14,15,0.33,4,12,4,8,0,0,0,0,79,10.1,12:40,46.7
323,Eetu Luostarinen,2024-25,FLA,L,C,60,8,12,20,+11,20,0.33,7,18,0,0,1,2,0,2,66,12.1,15:17,43.4
324,Viktor Arvidsson,2024-25,EDM,R,L,44,7,12,19,+6,16,0.43,7,17,0,2,0,0,0,0,100,7.0,14:46,31.6
325,Brandon Saad,2024-25,"STL, VGK",L,L,50,9,10,19,-15,6,0.38,9,16,0,3,0,0,0,1,88,10.2,14:42,23.1
326,Marcus Johansson,2024-25,MIN,L,L,51,5,14,19,-1,4,0.37,5,17,0,2,0,0,0,1,82,6.1,16:02,20.0
327,Zach Benson,2024-25,BUF,L,L,51,9,10,19,-2,40,0.37,7,16,2,3,0,0,0,0,76,11.8,14:40,17.7
328,Mackie Samoskevich,2024-25,FLA,R,R,52,10,9,19,+2,8,0.37,9,16,1,3,0,0,0,4,81,12.4,11:58,--
329,Mavrik Bourque,2024-25,DAL,R,C,53,9,10,19,+3,4,0.36,8,17,1,2,0,0,0,1,56,16.1,12:20,47.6
330,Ryan Lindgren,2024-25,NYR,L,D,54,2,17,19,+1,36,0.35,2,17,0,0,0,2,0,0,42,4.8,19:56,--
331,Tanner Pearson,2024-25,VGK,L,L,56,9,10,19,+3,4,0.34,8,18,0,0,1,1,0,1,72,12.5,11:56,30.0
332,Niko Mikkola,2024-25,FLA,L,D,56,4,15,19,+13,40,0.34,4,19,0,0,0,0,0,0,85,4.7,20:09,--
333,Rasmus Ristolainen,2024-25,PHI,R,D,57,4,15,19,+5,12,0.33,4,16,0,3,0,0,1,2,82,4.9,20:31,--
334,Lars Eller,2024-25,"PIT, WSH",L,C,58,10,9,19,+2,26,0.33,10,18,0,1,0,0,0,0,73,13.7,13:36,53.3
335,Colton Sissons,2024-25,NSH,R,C,58,7,12,19,-8,20,0.33,7,18,0,1,0,0,0,0,66,10.6,14:25,54.8
336,Ryan McDonagh,2024-25,TBL,L,D,59,2,17,19,+35,14,0.32,1,16,0,0,1,3,0,1,55,3.6,20:39,--
337,Josh Anderson,2024-25,MTL,R,R,59,9,10,19,-8,58,0.32,8,18,0,0,1,1,0,0,83,10.8,14:08,62.2
338,Anthony Beauvillier,2024-25,PIT,L,L,60,12,7,19,0,12,0.32,12,18,0,1,0,0,0,0,112,10.7,12:55,40.0
339,Paul Cotter,2024-25,NJD,L,C,60,13,6,19,-8,45,0.32,13,19,0,0,0,0,0,2,72,18.1,13:31,52.5
340,Drew O'Connor,2024-25,"PIT, VAN",L,L,61,8,11,19,-15,24,0.31,6,16,1,2,1,1,1,2,96,8.3,14:37,41.5
341,Valeri Nichushkin,2024-25,COL,L,R,23,12,6,18,+6,4,0.78,9,15,3,3,0,0,0,0,62,19.4,19:31,50.0
342,William Karlsson,2024-25,VGK,L,C,38,7,11,18,+7,0,0.47,6,15,0,2,1,1,0,3,89,7.9,17:11,58.9
343,Jonas Brodin,2024-25,MIN,L,D,38,4,14,18,+10,12,0.47,4,17,0,0,0,1,0,1,60,6.7,22:42,--
344,Filip Hronek,2024-25,VAN,R,D,38,3,15,18,+6,20,0.47,3,14,0,4,0,0,0,0,52,5.8,23:44,--
345,Andrei Kuzmenko,2024-25,"CGY, PHI",R,L,41,5,13,18,-11,12,0.44,1,10,4,8,0,0,0,3,47,10.6,15:01,100.0
346,Alexander Romanov,2024-25,NYI,L,D,45,4,14,18,+11,20,0.40,4,18,0,0,0,0,0,0,67,6.0,22:52,--
347,Jake Middleton,2024-25,MIN,L,D,49,7,11,18,+13,40,0.37,7,18,0,0,0,0,0,0,71,9.9,21:27,--
348,Mason Appleton,2024-25,WPG,R,C,49,8,10,18,+7,14,0.37,8,18,0,0,0,0,0,2,78,10.3,14:38,44.4
349,Matias Maccelli,2024-25,UTA,L,L,52,8,10,18,-13,8,0.35,8,15,0,3,0,0,0,0,83,9.6,13:55,50.0
350,Nick Jensen,2024-25,OTT,R,D,53,3,15,18,+11,4,0.34,3,18,0,0,0,0,0,0,58,5.2,20:27,--
351,Marcus Pettersson,2024-25,"PIT, VAN",L,D,55,3,15,18,-2,33,0.33,3,17,0,0,0,1,0,1,51,5.9,22:02,--
352,Ridly Greig,2024-25,OTT,L,C,55,9,9,18,-15,41,0.33,4,9,3,6,2,3,0,0,76,11.8,16:26,49.2
353,Jonatan Berggren,2024-25,DET,L,R,57,9,9,18,-8,12,0.32,6,13,3,5,0,0,0,1,69,13.0,12:52,45.5
354,Christian Dvorak,2024-25,MTL,L,C,59,6,12,18,-12,10,0.31,5,16,1,2,0,0,0,0,75,8.0,14:54,56.9
355,Garnet Hathaway,2024-25,PHI,R,R,60,8,10,18,+4,48,0.30,7,17,0,0,1,1,0,1,76,10.5,11:53,38.9
356,Luke Kunin,2024-25,SJS,R,C,60,11,7,18,-22,40,0.30,11,18,0,0,0,0,0,0,89,12.4,15:11,47.0
357,Philip Tomasino,2024-25,"NSH, PIT",R,R,43,9,8,17,-5,4,0.40,6,10,3,7,0,0,0,5,69,13.0,12:50,41.7
358,Jiri Kulich,2024-25,BUF,L,C,43,11,6,17,+2,12,0.40,11,17,0,0,0,0,1,3,93,11.8,14:23,45.8
359,Emil Heineman,2024-25,MTL,L,L,44,10,7,17,+1,16,0.39,7,13,3,4,0,0,0,0,49,20.4,11:17,0.0
360,Ryan Hartman,2024-25,MIN,R,R,48,7,10,17,-8,60,0.35,6,14,1,3,0,0,0,0,108,6.5,14:45,47.0
361,Ryan Pulock,2024-25,NYI,R,D,52,3,14,17,+4,10,0.33,3,15,0,1,0,1,0,0,75,4.0,21:40,--
362,Chris Tanev,2024-25,TOR,R,D,57,2,15,17,+26,18,0.30,2,16,0,0,0,1,0,0,30,6.7,19:48,--
363,Brandon Tanev,2024-25,SEA,L,L,58,9,8,17,-11,8,0.29,9,17,0,0,0,0,0,0,84,10.7,14:02,25.0
364,Teddy Blueger,2024-25,VAN,L,C,59,5,12,17,-8,23,0.29,5,17,0,0,0,0,0,0,65,7.7,14:24,49.9
365,Jack McBain,2024-25,UTA,L,C,60,11,6,17,+2,61,0.28,11,17,0,0,0,0,0,1,62,17.7,13:20,50.8
366,Joel Kiviranta,2024-25,COL,L,L,61,11,6,17,+8,14,0.28,11,17,0,0,0,0,0,2,64,17.2,12:43,45.2
367,Cody Ceci,2024-25,"SJS, DAL",R,D,62,4,13,17,-9,18,0.27,4,17,0,0,0,0,0,2,66,6.1,21:37,--
368,Trevor Zegras,2024-25,ANA,L,C,34,7,9,16,-7,12,0.47,6,15,1,1,0,0,0,1,70,10.0,17:03,37.1
369,Yanni Gourde,2024-25,SEA,L,C,35,6,10,16,-5,36,0.46,6,16,0,0,0,0,0,1,38,15.8,15:34,49.9
370,Kevin Hayes,2024-25,PIT,L,R,44,9,7,16,-12,6,0.36,5,10,4,6,0,0,0,1,72,12.5,12:13,52.2
371,Robby Fabbri,2024-25,ANA,L,C,44,8,8,16,-6,20,0.36,8,16,0,0,0,0,0,0,65,12.3,16:12,45.5
372,Nikolai Kovalenko,2024-25,"COL, SJS",L,R,45,5,11,16,-8,12,0.36,3,13,2,3,0,0,0,0,40,12.5,12:04,0.0
373,Connor Murphy,2024-25,CHI,R,D,46,1,15,16,-4,40,0.35,1,16,0,0,0,0,0,0,51,2.0,20:46,--
374,Luke Evangelista,2024-25,NSH,R,R,46,5,11,16,-6,18,0.35,4,13,1,3,0,0,0,0,83,6.0,12:54,0.0
375,Jake McCabe,2024-25,TOR,L,D,50,2,14,16,+21,38,0.32,2,16,0,0,0,0,0,0,57,3.5,21:27,--
376,Lukas Reichel,2024-25,CHI,L,L,50,5,11,16,-7,10,0.32,5,15,0,1,0,0,0,0,56,8.9,12:11,38.9
377,Erik Gustafsson,2024-25,DET,L,D,51,2,14,16,-17,20,0.31,1,7,1,9,0,0,0,0,58,3.5,16:07,--
378,Nicholas Robertson,2024-25,TOR,L,L,51,11,5,16,-3,6,0.31,9,14,2,2,0,0,0,1,83,13.3,12:06,40.0
379,Jason Dickinson,2024-25,CHI,L,C,53,7,9,16,-7,14,0.30,7,16,0,0,0,0,0,0,52,13.5,15:56,49.0
380,Erik Cernak,2024-25,TBL,R,D,53,3,13,16,+25,31,0.30,3,14,0,0,0,2,0,0,47,6.4,18:32,--
381,Mikey Anderson,2024-25,LAK,L,D,53,6,10,16,+7,18,0.30,6,16,0,0,0,0,0,0,63,9.5,22:43,--
382,Mitchell Chaffee,2024-25,TBL,R,R,55,11,5,16,-2,19,0.29,7,12,4,4,0,0,0,2,54,20.4,12:18,40.0
383,Michael Rasmussen,2024-25,DET,L,C,56,9,7,16,-5,15,0.29,7,13,2,3,0,0,0,0,76,11.8,13:17,48.9
384,Peyton Krebs,2024-25,BUF,L,C,56,4,12,16,-6,35,0.29,4,16,0,0,0,0,0,0,53,7.6,13:40,51.4
385,Adam Henrique,2024-25,EDM,L,C,58,7,9,16,+3,12,0.28,7,15,0,1,0,0,0,2,77,9.1,14:24,54.7
386,Mattias Janmark,2024-25,EDM,L,C,58,2,14,16,-6,14,0.28,2,14,0,0,0,2,0,0,36,5.6,13:02,41.9
387,Alexander Kerfoot,2024-25,UTA,L,C,60,7,9,16,-11,10,0.27,6,14,0,1,1,1,0,0,74,9.5,15:16,50.4
388,Trevor van Riemsdyk,2024-25,WSH,R,D,60,0,16,16,+19,12,0.27,0,16,0,0,0,0,0,0,61,0.0,17:26,--
389,Adam Pelech,2024-25,NYI,L,D,39,0,15,15,+4,16,0.38,0,15,0,0,0,0,0,0,76,0.0,21:28,--
390,Ryan Poehling,2024-25,PHI,L,C,46,4,11,15,-1,12,0.33,4,15,0,0,0,0,0,0,44,9.1,13:13,51.3
391,Brett Leason,2024-25,ANA,R,R,49,5,10,15,0,18,0.31,4,13,1,2,0,0,0,0,70,7.1,13:25,29.0
392,Kevin Bahl,2024-25,CGY,L,D,50,2,13,15,+1,31,0.30,1,14,1,1,0,0,0,0,51,3.9,21:19,--
393,Nick Bjugstad,2024-25,UTA,R,C,52,5,10,15,-9,12,0.29,4,14,1,1,0,0,0,0,94,5.3,12:43,47.7
394,Trent Frederic,2024-25,BOS,L,C,57,8,7,15,-14,44,0.26,7,12,1,3,0,0,0,0,76,10.5,13:50,43.9
395,Uvis Balinskis,2024-25,FLA,L,D,58,4,11,15,0,21,0.26,4,11,0,4,0,0,0,0,74,5.4,14:51,0.0
396,Sam Carrick,2024-25,NYR,R,C,59,5,10,15,+1,43,0.25,4,13,0,0,1,2,1,2,58,8.6,11:22,53.7
397,Nate Schmidt,2024-25,FLA,L,D,59,5,10,15,+3,17,0.25,5,12,0,3,0,0,0,0,48,10.4,16:15,--
398,Adam Larsson,2024-25,SEA,R,D,60,3,12,15,+6,21,0.25,3,15,0,0,0,0,0,1,75,4.0,21:03,--
399,Brandon Duhaime,2024-25,WSH,L,R,60,7,8,15,+4,47,0.25,7,15,0,0,0,0,0,1,67,10.5,13:35,48.6
400,Martin Fehervary,2024-25,WSH,L,D,60,2,13,15,+11,21,0.25,2,14,0,0,0,1,0,0,56,3.6,18:59,--
401,A.J. Greer,2024-25,FLA,L,L,61,5,10,15,+2,89,0.25,4,14,0,0,1,1,0,2,64,7.8,9:42,32.4
402,Logan O'Connor,2024-25,COL,R,R,61,7,8,15,-7,19,0.25,7,14,0,0,0,1,0,0,71,9.9,14:36,38.8
403,Yegor Chinakhov,2024-25,CBJ,L,R,21,7,7,14,+2,2,0.67,5,9,2,5,0,0,0,1,55,12.7,17:01,--
404,Frank Nazar,2024-25,CHI,R,C,30,4,10,14,-6,10,0.47,4,13,0,1,0,0,0,1,46,8.7,14:56,43.4
405,Craig Smith,2024-25,CHI,R,C,37,8,6,14,-9,28,0.38,6,12,2,2,0,0,0,1,71,11.3,11:38,35.0
406,Egor Zamula,2024-25,PHI,L,D,42,3,11,14,-10,2,0.33,3,14,0,0,0,0,0,1,25,12.0,16:54,--
407,Olen Zellweger,2024-25,ANA,L,D,43,5,9,14,+4,12,0.33,4,9,1,5,0,0,0,0,88,5.7,18:50,--
408,Kaiden Guhle,2024-25,MTL,L,D,44,4,10,14,+2,27,0.32,4,14,0,0,0,0,0,0,58,6.9,21:14,--
409,Oskar Sundqvist,2024-25,STL,R,C,46,5,9,14,-3,28,0.30,2,10,3,4,0,0,0,0,39,12.8,12:58,45.0
410,Dante Fabbro,2024-25,"NSH, CBJ",R,D,46,4,10,14,+14,26,0.30,4,14,0,0,0,0,0,1,56,7.1,20:34,--
411,Michael Amadio,2024-25,OTT,R,R,48,5,9,14,+4,16,0.29,4,13,1,1,0,0,0,0,53,9.4,14:07,52.4
412,Cody Glass,2024-25,PIT,R,C,48,3,11,14,-7,12,0.29,2,12,1,2,0,0,0,1,70,4.3,13:21,53.1
413,Joel Edmundson,2024-25,LAK,L,D,53,5,9,14,+18,16,0.26,5,13,0,1,0,0,0,1,65,7.7,20:45,--
414,Nick Perbix,2024-25,TBL,R,D,53,4,10,14,+5,18,0.26,4,14,0,0,0,0,0,1,51,7.8,15:03,--
415,K'Andre Miller,2024-25,NYR,L,D,53,4,10,14,-5,10,0.26,4,12,0,2,0,0,0,1,82,4.9,21:46,--
416,Tomas Tatar,2024-25,NJD,L,L,54,6,8,14,+3,14,0.26,5,11,1,3,0,0,0,0,52,11.5,10:40,45.5
417,Nick Seeler,2024-25,PHI,L,D,55,3,11,14,+6,26,0.25,3,14,0,0,0,0,0,1,57,5.3,16:34,--
418,Olli Määttä,2024-25,"DET, UTA",L,D,57,2,12,14,+8,14,0.25,2,14,0,0,0,0,0,0,52,3.9,20:07,--
419,Brian Dumoulin,2024-25,ANA,L,D,58,1,13,14,+2,10,0.24,1,14,0,0,0,0,0,0,55,1.8,19:51,--
