Player,Team,PPG,APG,RPG,3PM,Games
Jason Thirdkill Jr.,JAX,9.5,0.5,5.0,0.0,2
Jaylen Jones,JAX,11.0,2.5,2.0,0.5,2
Jaylen Jordon,JAX,8.5,0.5,6.5,0.0,2
Lamont Jackson,JAX,7.0,1.0,2.0,1.0,1
Michael Harper Jr.,JAX,7.5,0.5,2.0,0.0,2
Roman Loux,JAX,2.0,0.0,0.0,0.0,1
Simon Wheeler,JAX,4.5,3.5,1.5,0.5,2
Tito Deng,JAX,0.0,0.0,0.0,0.0,1
Daeshun Ruffin,JKST,17.0,2.5,2.5,1.5,2
Delyle Williams,JKST,0.0,0.0,1.5,0.0,2
Devin Ree,JKST,9.5,0.5,1.5,2.0,2
Deyan Kolev,JKST,1.5,0.5,0.5,0.5,2
Dorian McMillian,JKST,10.0,2.5,2.0,2.0,2
Ebo Wilson,JKST,0.0,0.0,1.0,0.0,1
Jalen Tatum,JKST,2.0,0.0,3.5,0.0,2
Jayme Mitchell Jr.,JKST,13.5,0.5,2.5,2.0,2
Kedrick Simmons,JKST,0.5,0.5,1.0,0.0,2
Kobe Butler,JKST,0.5,0.0,2.5,0.0,2
Mike Williams,JKST,8.0,0.5,3.5,1.0,2
Tamarion Hoover,JKST,0.0,0.0,0.0,0.0,1
Bradley Douglas,JMU,9.0,3.3333333,1.0,0.6666667,3
Christian Brown,JMU,3.6666667,0.6666667,3.0,0.0,3
Cliff Davis,JMU,11.666667,1.6666666,3.3333333,3.0,3
Eddie Ricks III,JMU,6.3333335,2.0,4.3333335,1.0,3
Eli Wilborn,JMU,1.6666666,0.33333334,1.6666666,0.0,3
Gabe Newhof,JMU,12.666667,0.33333334,4.3333335,0.0,3
Justin McBride,JMU,12.333333,2.3333333,5.6666665,2.0,3
Justin Taylor,JMU,0.0,0.0,1.0,0.0,3
Oriekose Egbule,JMU,0.0,0.0,0.0,0.0,1
Paul Jones III,JMU,4.6666665,1.0,1.6666666,1.0,3
Paul Lewis,JMU,5.6666665,3.3333333,1.3333334,0.6666667,3
Preston Fowler,JMU,7.3333335,0.6666667,7.0,1.3333334,3
Al Amadou,JOES,0.0,0.0,0.0,0.0,2
Anthony Finkley,JOES,14.0,1.5,3.5,1.0,2
Austin Williford,JOES,6.5,1.0,5.0,0.0,2
Dasear Haskins,JOES,14.5,1.0,5.5,1.0,2
Derek Simpson,JOES,9.5,2.5,6.0,1.0,2
Deuce Jones,JOES,15.5,2.0,2.0,1.5,2
Jaden Smith,JOES,1.0,0.0,0.5,0.0,2
Jaiden Glover-Toscano,JOES,11.5,2.0,5.5,1.0,2
Justice Ajogbor,JOES,2.5,1.5,1.5,0.0,2
Kevin Kearney,JOES,0.0,0.0,0.5,0.0,2
Khaafiq Myers,JOES,2.5,0.5,3.5,0.5,2
Mekai Johnson,JOES,0.0,0.0,0.0,0.0,1
Steven Solano,JOES,3.0,0.0,2.0,0.0,2
AC Bryant,JXST,13.5,0.5,4.0,2.5,2
Aidan Driggers,JXST,2.0,0.0,1.0,0.0,2
Aitor Anabitarte,JXST,3.5,2.0,4.0,0.0,2
Bencao Vungo,JXST,7.5,1.0,13.0,0.5,2
Connor Loy,JXST,4.0,1.0,0.0,1.0,2
Emondrek Erkins-Ford,JXST,6.5,1.5,7.0,0.0,2
Jacoby Hill,JXST,12.0,2.0,3.0,2.5,2
Jamar Franklin,JXST,16.0,0.5,3.0,3.5,2
Jaye Nash,JXST,4.5,4.0,2.0,0.5,2
Marcus Fitzgerald Jr.,JXST,9.0,2.0,1.0,1.0,2
Mostapha El Moutaouakkil,JXST,23.5,2.5,9.5,1.5,2
Thomas Tut,JXST,4.5,0.0,3.0,0.0,2
Toby Nnadozie,JXST,9.0,2.0,3.5,1.0,2
Addarin Scott,KC,4.0,0.5,4.0,0.0,2
Babacar Mbengue,KC,0.0,0.0,0.0,0.0,2
CJ Evans,KC,10.5,3.0,2.5,0.0,2
Chris Dockery,KC,9.0,0.5,11.5,0.0,2
Jamaria Clark,KC,3.0,0.5,0.0,1.0,2
Jayson Petty,KC,16.0,2.0,4.0,3.0,2
Jerome Palm,KC,5.0,3.0,5.0,0.5,2
Karmello Branch,KC,17.0,1.5,1.0,4.0,2
Kasheem Grady II,KC,9.5,0.5,1.5,0.5,2
Trey Booker-Lowery,KC,10.0,0.0,4.0,0.0,1
Amir Taylor,KENN,4.0,0.5,2.5,0.0,2
Braedan Lue,KENN,5.0,1.5,3.5,1.0,2
Charles Stone,KENN,1.5,0.0,0.5,0.5,2
Darius Washington III,KENN,8.5,3.0,2.5,1.0,2
Davin Cosby Jr.,KENN,0.0,0.0,0.0,0.0,1
Dozie Onyirimba,KENN,2.0,0.0,2.5,0.0,2
Eric Holland,KENN,2.0,0.0,0.0,0.0,2
Frankquon Sherman,KENN,8.5,0.0,4.5,0.5,2
Jaden Harris,KENN,0.0,0.0,2.0,0.0,1
Kaden Rickard,KENN,7.5,2.5,1.5,0.5,2
Perry Smith Jr.,KENN,8.0,0.5,2.0,0.0,2
RJ Johnson,KENN,11.0,1.5,2.0,0.5,2
Ramone Seals,KENN,12.5,2.0,4.5,2.0,2
Simeon Cottle,KENN,14.5,2.5,2.5,3.0,2
Trey Simpson,KENN,13.5,0.0,6.0,3.5,2
Cian Medley,KENT,12.0,4.6666665,1.0,2.3333333,3
Delrecco Gillespie,KENT,16.333334,1.3333334,12.666667,0.0,3
Dezmon Briscoe,KENT,1.3333334,0.0,1.3333334,0.0,3
Jahari Williamson,KENT,6.0,1.0,1.3333334,1.3333334,3
Landon Vanderwarker,KENT,3.5,0.0,0.0,0.5,2
Magnus Entenmann,KENT,4.3333335,1.0,3.3333333,0.6666667,3
Morgan Safford,KENT,21.333334,1.6666666,5.3333335,5.3333335,3
Omer Hamama,KENT,4.3333335,5.0,0.6666667,0.33333334,3
Quinn Woidke,KENT,11.0,1.3333334,2.6666667,2.6666667,3
Rayvon Griffith,KENT,6.0,1.3333334,2.3333333,1.3333334,3
Rob Whaley Jr.,KENT,12.666667,2.3333333,5.0,0.6666667,3
Abdi Bashir Jr.,KSU,15.5,2.5,2.5,4.5,2
Andrej Kostic,KSU,6.0,0.5,3.0,1.5,2
C.J. Jones,KSU,2.5,1.5,4.5,0.0,2
David Castillo,KSU,13.0,1.5,0.5,3.0,2
Dorin Buca,KSU,0.5,0.0,1.5,0.0,2
Elias Rapieque,KSU,4.5,1.5,3.5,0.0,2
Khamari McGriff,KSU,10.0,0.5,3.0,0.0,2
Mobi Ikegwuruka,KSU,3.0,1.5,3.5,0.0,2
Nate Johnson,KSU,15.5,6.5,8.0,3.5,2
P.J. Haggerty,KSU,25.0,7.0,3.0,1.5,2
Stephen Osei,KSU,0.0,0.0,2.0,0.0,1
Taj Manning,KSU,0.0,0.0,1.5,0.0,2
Bryson Tiller,KU,9.5,0.0,3.5,2.5,2
Darryn Peterson,KU,21.5,3.0,3.5,3.0,2
Elmarko Jackson,KU,3.0,1.5,2.5,0.5,2
Flory Bidunga,KU,15.5,1.5,6.5,0.0,2
Jamari McDowell,KU,1.5,1.0,2.0,0.5,2
Jayden Dawson,KU,4.0,0.5,2.0,1.0,2
Justin Cross,KU,0.0,0.0,1.0,0.0,1
Kohl Rosario,KU,6.5,1.5,2.5,1.5,2
Melvin Council Jr.,KU,8.0,5.5,3.5,0.0,2
Nginyu Ngala,KU,5.0,2.0,2.0,1.0,1
Paul Mbiya,KU,0.5,0.0,2.0,0.0,2
Samis Calderon,KU,0.5,0.0,2.0,0.0,2
Tre White,KU,9.5,1.5,1.5,1.0,2
Wilder Evers,KU,3.0,0.0,1.0,1.0,1
Will Thengvall,KU,0.0,0.0,0.0,0.0,1
Ben Menker,L-MD,1.5,0.0,0.5,0.5,2
Braeden Speed,L-MD,10.0,4.0,5.5,0.0,2
Carter Berg-McLean,L-MD,2.0,2.0,2.0,0.0,2
Everett Barnes,L-MD,3.5,0.0,3.0,0.0,2
Garrett Brennan,L-MD,1.5,0.0,3.0,0.0,2
Jacob Theodosiou,L-MD,13.5,1.0,5.0,0.5,2
Jonas Sirtautas,L-MD,7.0,0.0,7.5,0.0,2
Jordan Stiemke,L-MD,12.0,1.5,2.5,2.0,2
Peter Sposito,L-MD,0.0,0.0,0.0,0.0,2
Sam Springer,L-MD,12.5,0.5,2.5,3.0,2
Sebastien Emenalo,L-MD,3.5,0.5,5.0,0.5,2
Troy Cicero Jr.,L-MD,8.0,0.0,2.0,2.0,2
Tyson Commander,L-MD,1.0,1.5,1.5,0.0,2
Andrew Phillips,LAF,16.666666,1.6666666,4.6666665,2.0,3
Ashton Wallace,LAF,0.0,0.0,3.0,0.0,2
Caleb Williams,LAF,17.0,3.0,2.6666667,3.0,3
Christian Humphrey-Rembert,LAF,5.3333335,1.0,4.0,0.6666667,3
Folabomi Fayemi,LAF,2.0,0.0,0.5,0.0,2
Kai Murdock,LAF,3.0,0.33333334,2.0,0.6666667,3
Luke Azzinaro,LAF,2.0,0.0,1.0,0.0,2
Luke Bevilacqua,LAF,5.0,0.33333334,1.6666666,0.0,3
Malik Rasul,LAF,1.3333334,0.6666667,2.3333333,0.0,3
Mark Butler,LAF,5.3333335,2.0,2.0,0.0,3
Misha Bednostin,LAF,1.0,1.0,1.0,0.0,2
Ryan Pettit,LAF,5.3333335,0.6666667,3.3333333,0.33333334,3
Shareef Jackson,LAF,9.333333,1.3333334,5.3333335,0.0,3
Andrew Holifield,LAM,13.5,2.0,4.0,1.5,2
Braden East,LAM,7.0,0.0,4.0,0.0,2
Cody Pennebaker,LAM,11.0,2.5,5.5,0.0,2
Eian Lowe,LAM,0.0,0.0,0.0,0.0,1
Errol White,LAM,2.0,2.5,3.5,0.0,2
Janko Bulajic,LAM,0.5,0.0,3.0,0.0,2
Jayden Barrs,LAM,7.0,3.5,2.0,1.0,2
Jayden Gambrell,LAM,15.0,0.0,3.0,3.5,2
King-Njhsanni Wilhite,LAM,4.5,4.0,1.5,0.5,2
Rob Lee Jr.,LAM,17.5,3.5,2.5,2.0,2
Spencer Ezewiro,LAM,1.0,0.0,3.5,0.0,2
Arlan Masharaliyev,LAS,0.0,0.0,1.0,0.0,1
Ashton Walker,LAS,12.0,6.0,6.0,1.0,2
Bowyn Beatty,LAS,0.0,1.0,3.0,0.0,1
Damon Strand,LAS,7.5,1.5,0.0,2.5,2
Edwin Daniel,LAS,4.0,0.5,4.5,0.0,2
Eric Acker,LAS,0.5,0.0,1.5,0.0,2
Jaeden Marshall,LAS,20.5,3.5,4.5,1.5,2
Jerome Brewer Jr.,LAS,11.5,1.0,2.5,1.0,2
Josiah Harris,LAS,7.5,1.5,8.0,0.0,2
Justin Archer,LAS,6.5,0.0,5.5,0.0,2
Nas Hart,LAS,0.0,0.0,1.0,0.0,1
Rob Dockery,LAS,8.5,2.5,4.0,0.5,2
Truth Harris,LAS,3.0,1.0,0.0,1.0,1
Christian Jones,LBSU,1.0,0.5,2.0,0.0,2
Cole Farrell,LBSU,3.0,1.0,1.0,0.5,2
Dallas Washington,LBSU,6.5,1.0,3.0,1.0,2
Derrick Michael Xzavierro,LBSU,2.5,0.0,0.5,0.0,2
Gavin Sykes,LBSU,5.5,0.5,3.0,0.5,2
Immanuel Lewis,LBSU,1.0,2.0,0.0,0.0,1
Isaiah Lewis,LBSU,7.5,2.5,2.5,0.5,2
Leopold Levillain,LBSU,3.0,1.0,1.5,0.0,2
Petar Majstorovic,LBSU,11.0,1.5,8.0,1.0,2
Rob Diaz III,LBSU,7.0,2.0,1.0,0.5,2
Shaquil Bender,LBSU,5.5,0.0,1.5,0.5,2
Shay Johnson Jr.,LBSU,1.0,0.5,0.5,0.0,2
Alfredo Addesa,LEH,1.0,0.33333334,1.0,0.33333334,3
Andrew Urosevic,LEH,13.0,0.6666667,1.0,3.0,3
Brendan Reed,LEH,0.0,0.0,0.0,0.0,1
Caleb Thomas,LEH,6.0,4.0,2.3333333,0.33333334,3
Edouard Benoit,LEH,5.3333335,0.6666667,4.3333335,0.0,3
Hank Alvey,LEH,7.6666665,1.3333334,7.6666665,0.33333334,3
Henri Adiassa,LEH,3.0,0.5,4.5,0.0,2
Jake Pike,LEH,1.3333334,0.0,0.6666667,0.0,3
Jalen Vazquez,LEH,1.5,0.5,1.0,0.0,2
Joshua Ingram,LEH,11.333333,1.0,3.6666667,1.0,3
Nasir Whitlock,LEH,10.666667,1.3333334,5.6666665,1.0,3
Peter Kramer,LEH,5.0,1.0,0.6666667,1.0,3
Tommy Conniff,LEH,0.6666667,0.6666667,1.0,0.0,3
Ametri Moss,LEM,7.5,4.5,5.0,0.0,2
Deng Garang,LEM,11.666667,1.6666666,3.3333333,0.6666667,3
Eli Greenberg,LEM,6.0,1.5,1.0,1.0,2
Isaac Nyakundi,LEM,2.0,1.0,2.5,0.0,2
Jakai Sanders,LEM,8.666667,3.0,4.6666665,0.6666667,3
Jakob Blakley,LEM,0.0,0.33333334,1.0,0.0,3
Josiah Lee,LEM,12.0,2.0,4.0,2.0,1
Kaelin Thomas,LEM,2.0,0.0,0.0,0.0,1
Sam Donnelly,LEM,2.0,0.0,0.0,0.0,1
Samuel Hincapie,LEM,1.5,1.5,1.5,0.5,2
Shilo Jackson,LEM,12.666667,2.6666667,8.333333,0.33333334,3
Tennessee Rainwater,LEM,6.3333335,1.0,1.6666666,0.33333334,3
Trent Mosquera,LEM,15.333333,2.0,5.0,3.0,3
Trevor Roe,LEM,4.5,0.0,3.0,0.5,2
Brady Kester,LIB,0.0,0.0,1.0,0.0,2
Brett Decker Jr.,LIB,23.0,1.6666666,3.0,6.0,3
Colin Porter,LIB,14.0,4.0,3.0,2.0,3
Drew Grimes,LIB,1.3333334,0.33333334,0.6666667,0.0,3
JC Shirer Jr.,LIB,1.0,1.0,1.0,0.0,2
JJ Harper,LIB,10.666667,2.0,3.0,0.6666667,3
Josh Smith,LIB,0.0,0.0,0.0,0.0,2
Kaden Metheny,LIB,17.333334,2.6666667,4.0,3.3333333,3
Ryan Jones Jr.,LIB,5.3333335,0.0,1.6666666,1.3333334,3
TJ Drain,LIB,2.0,0.0,1.5,0.0,2
Torr Sorensen,LIB,1.0,0.0,0.33333334,0.33333334,3
Zach Cleveland,LIB,11.333333,7.6666665,10.0,0.0,3
Zander Carter,LIB,3.3333333,0.33333334,2.3333333,0.33333334,3
Zander Yates,LIB,2.6666667,0.0,1.0,0.33333334,3
Charlie Williams,LIP,9.5,3.0,4.5,1.0,2
Cole Middleton,LIP,4.5,0.5,3.0,0.5,2
Ethan Duncan,LIP,7.5,0.0,2.0,0.0,2
Grant Asman,LIP,3.0,1.0,4.5,0.5,2
Kellan Boylan,LIP,1.5,0.5,2.0,0.0,2
Kennedy Okpara,LIP,5.5,0.0,1.5,0.5,2
Luke Carter,LIP,0.0,0.0,0.0,0.0,1
Mateo Esmeraldo,LIP,6.0,7.0,2.0,1.0,2
Or Ashkenazi,LIP,4.5,1.0,2.5,0.5,2
Ross Candelino,LIP,16.0,1.5,4.0,3.0,2
Titas Sargiunas,LIP,11.0,1.0,3.5,1.5,2
A.J. Neal Jr.,LIU,0.0,4.0,2.0,0.0,1
Faheim Meran,LIU,2.5,0.5,0.5,0.0,2
Greg Gordon,LIU,20.0,5.5,7.0,0.0,2
Isaiah Miranda,LIU,11.0,0.0,2.0,0.5,2
Jamal Fuller,LIU,12.0,2.0,5.0,3.0,1
Jomo Goings,LIU,7.5,2.5,9.5,1.0,2
Malachi Davis,LIU,9.5,1.0,1.0,0.5,2
Mason Porter-Brown,LIU,15.0,2.5,4.5,1.5,2
Shadrak Lasu,LIU,9.0,0.5,5.5,0.5,2
AJ Thomas,LMU,7.3333335,2.0,2.3333333,0.0,3
Aaron McBride,LMU,12.333333,1.6666666,7.3333335,1.6666666,3
Cooper Smith,LMU,2.0,0.0,0.0,0.0,1
George Tupy,LMU,2.0,0.0,0.0,0.0,1
Jael Martin,LMU,3.0,0.33333334,1.3333334,0.0,3
Jalen Shelley,LMU,10.666667,4.0,8.333333,1.0,3
Jan Vide,LMU,13.0,7.0,0.33333334,1.3333334,3
Josh Dalton,LMU,7.6666665,0.6666667,5.0,1.0,3
Myron Amey Jr.,LMU,15.666667,1.6666666,3.6666667,3.0,3
Nakyel Shelton,LMU,6.3333335,1.3333334,2.3333333,0.0,3
Rick Issanza,LMU,4.6666665,0.0,3.6666667,0.0,3
Rodney Brown Jr.,LMU,17.0,1.6666666,2.3333333,4.0,3
Rokas Jocius,LMU,1.3333334,0.6666667,2.6666667,0.0,3
Alphonzo Billups III,LONG,8.5,0.5,2.0,1.5,2
Elijah Jones,LONG,6.5,1.0,4.5,0.0,2
Elijah Kelly,LONG,0.0,0.5,1.0,0.0,2
Elijah Tucker,LONG,9.0,1.0,6.5,0.0,2
Emanuel Richards,LONG,4.5,1.0,3.0,0.0,2
Isaiah Kalala,LONG,1.0,0.0,1.0,0.0,2
Jacoi Hutchinson,LONG,14.0,3.5,1.5,0.5,2
Jaylen Benard,LONG,9.5,1.0,7.5,0.5,2
Jaylin Payne,LONG,3.0,0.5,1.5,0.0,2
Jerome Williams,LONG,0.0,0.0,0.0,0.0,1
Johan Nziemi,LONG,16.0,0.5,6.5,0.5,2
KJ McClurg,LONG,3.0,0.0,3.0,0.0,2
Redd Thompson Jr.,LONG,1.0,1.0,1.0,0.0,2
Adrian Wooley,LOU,7.0,1.5,3.5,0.0,2
Aly Khalifa,LOU,2.5,2.5,3.0,0.0,2
Cole Sherman,LOU,1.5,0.5,0.0,0.5,2
Isaac McKneely,LOU,12.5,1.0,2.0,3.5,2
J'Vonne Hadley,LOU,13.0,2.0,9.0,1.0,1
Kasean Pryor,LOU,6.0,0.0,3.0,0.0,1
Khani Rooths,LOU,18.0,2.0,8.5,1.0,2
Kobe Rodgers,LOU,8.0,4.0,3.5,1.0,2
Mikel Brown Jr.,LOU,14.5,7.5,4.0,1.5,2
Ryan Conwell,LOU,15.5,1.5,5.5,2.5,2
Sananda Fru,LOU,10.5,0.5,6.5,0.5,2
Spencer Legg,LOU,1.0,0.0,0.5,0.0,2
Vangelis Zougris,LOU,4.5,1.5,3.0,0.0,2
Will Hanke,LOU,0.0,0.0,0.0,0.0,2
Braxton Bayless,LR,15.0,5.5,3.5,2.5,2
Caleb Pennyfeather,LR,2.5,0.5,2.0,0.0,2
Cameron Wallace,LR,14.5,1.5,6.0,0.0,2
Christian Hughes,LR,2.5,1.0,2.0,0.0,2
Johnathan Lawson,LR,16.0,3.5,5.5,2.5,2
Joseph Thomas,LR,3.0,0.5,0.5,0.5,2
Kachi Nzeh,LR,9.0,1.0,2.0,1.5,2
Terrion Burgess,LR,5.0,1.5,3.5,0.5,2
Tracy Steele Jr.,LR,0.0,0.5,2.0,0.0,2
Truman Claytor IV,LR,4.5,1.0,1.5,0.5,2
Tuongthach Gatkek,LR,10.0,0.5,3.0,0.0,2
Dedan Thomas Jr.,LSU,12.5,8.0,4.0,0.5,2
Jaden Bobbett,LSU,0.0,0.0,0.0,0.0,2
Jalen Reece,LSU,3.5,3.5,0.5,0.0,2
Jalen Reed,LSU,13.0,1.0,6.5,1.0,2
Marquel Sutton,LSU,14.0,0.0,8.5,3.0,2
Max Mackinnon,LSU,10.5,3.0,2.0,2.0,2
Mazi Mosley,LSU,1.5,0.5,0.5,0.5,2
Mike Nwoko,LSU,16.5,0.0,6.5,0.0,2
PJ Carter,LSU,4.0,0.0,0.0,1.0,2
Pablo Tamba,LSU,7.0,1.5,7.5,0.0,2
Rashad King,LSU,4.0,1.0,3.5,1.0,2
Robert Miller III,LSU,8.0,2.5,5.0,0.0,2
Ron Zipper,LSU,0.0,0.0,0.5,0.0,2
AJ Bates,LT,7.5,5.0,3.5,1.0,2
Avery Thomas II,LT,12.0,0.0,5.0,2.0,2
DJ Dudley,LT,8.0,3.0,1.5,0.0,2
Jaylen Fenner,LT,8.0,2.0,1.5,1.5,2
Kaden Cooper,LT,10.5,0.5,6.0,0.0,2
Keegan Rowell,LT,0.0,0.0,0.0,0.0,1
Kylan Howze,LT,7.5,0.5,6.0,0.0,2
Melian Martinez,LT,4.0,0.0,1.0,0.0,1
Scooter Williams,LT,7.5,1.0,2.0,1.0,2
Sir Issac Herron,LT,3.0,0.5,3.5,0.0,2
Will Allen,LT,2.5,0.5,4.5,0.5,2
Will Jeffress,LT,2.0,0.5,1.0,0.0,2
Alexander Richardson,LUC,1.6666666,0.33333334,2.6666667,0.0,3
Chuck Love,LUC,9.0,1.0,3.3333333,1.3333334,3
Daniil Glazkov,LUC,0.0,0.5,0.0,0.0,2
Deywilk Tavarez,LUC,11.0,1.0,2.0,2.3333333,3
Dominick Harris,LUC,0.33333334,0.6666667,0.6666667,0.0,3
Joshua Ola-Joseph,LUC,9.0,0.33333334,3.0,1.3333334,3
Justin Moore,LUC,14.333333,5.3333335,2.6666667,1.3333334,3
Kayde Dotson,LUC,10.0,2.0,3.0,2.3333333,3
Kymany Houinsou,LUC,3.6666667,3.0,2.6666667,0.33333334,3
Miles Rubin,LUC,13.666667,1.6666666,6.3333335,0.0,3
Nic Anderson,LUC,0.0,0.0,0.5,0.0,2
Almar Atlason,M-OH,11.5,3.5,3.0,3.0,2
Antwone Woolfolk,M-OH,12.0,1.0,5.0,0.0,1
Brady Ganley,M-OH,5.0,0.0,1.0,1.0,1
Brant Byers,M-OH,14.5,0.5,4.5,1.5,2
Eian Elmer,M-OH,9.5,0.5,6.5,1.5,2
Eli Yofan,M-OH,3.0,1.0,0.0,1.0,1
Ethan Wright,M-OH,3.0,0.0,2.0,0.0,1
Evan Ipsaro,M-OH,12.5,2.5,1.5,0.5,2
Jackson Kotecki,M-OH,0.0,1.0,4.0,0.0,1
Kyle Waltz,M-OH,11.5,1.0,3.0,1.5,2
Luke Skaljac,M-OH,9.0,3.5,5.0,1.5,2
Peter Suder,M-OH,12.0,3.5,3.0,1.5,2
Trey Perry,M-OH,6.5,1.5,2.5,1.5,2
Tyler Robbins,M-OH,9.5,0.5,5.0,0.5,2
Anthony Isaac,MAN,13.5,1.5,5.0,0.5,2
Aryan Arora,MAN,2.0,3.0,0.0,0.0,1
Asier Miguel,MAN,6.5,1.0,1.5,0.5,2
Devin Dinkins,MAN,12.0,3.0,1.0,0.5,2
Erik Oliver-Bush,MAN,1.0,2.5,2.5,0.0,2
Fraser Roxburgh,MAN,9.5,2.0,8.0,0.5,2
Jackson Delaney,MAN,3.0,0.5,1.0,1.0,2
Jaden Winston,MAN,18.0,2.5,4.5,1.5,2
Marko Ljubicic,MAN,9.0,1.0,7.5,0.0,2
Michael Lawlor,MAN,6.5,1.0,3.5,1.0,2
Omari Moore,MAN,1.0,1.0,3.0,0.0,2
Quron Elliott,MAN,3.5,1.5,0.5,0.5,2
Terrance Jones,MAN,19.5,2.0,3.0,3.5,2
Adrien Stevens,MARQ,4.0,1.6666666,0.6666667,1.3333334,3
Ben Gold,MARQ,8.333333,0.33333334,8.333333,1.3333334,3
Braeden Brenn,MARQ,0.0,0.0,0.0,0.0,1
Caedin Hamilton,MARQ,8.0,0.6666667,2.6666667,0.0,3
Casey O'Malley,MARQ,0.0,0.0,0.0,0.0,1
Chase Ross,MARQ,19.0,3.6666667,5.0,1.0,3
Damarius Owens,MARQ,5.3333335,0.0,1.6666666,0.6666667,3
Jonah Lucas,MARQ,0.0,0.0,1.0,0.0,1
Joshua Clark,MARQ,1.3333334,0.0,4.3333335,0.0,3
Michael Phillips II,MARQ,3.0,0.0,0.33333334,1.0,3
Nigel James Jr.,MARQ,7.6666665,2.6666667,2.6666667,0.0,3
Royce Parham,MARQ,8.666667,0.6666667,5.0,0.33333334,3
Sean Jones,MARQ,6.0,4.0,1.6666666,0.33333334,3
Tre Norman,MARQ,3.0,0.33333334,2.6666667,0.0,3
Zaide Lowery,MARQ,11.333333,1.0,2.6666667,1.6666666,3
Charles Outlaw,MASS,0.0,0.0,0.0,0.0,1
Daniel Hankins-Sanford,MASS,10.0,0.5,7.5,0.0,2
Danny Carbuccia,MASS,2.0,4.0,0.5,0.0,2
Dimitri Clerc,MASS,5.5,0.0,2.0,0.0,2
Donovan Brown,MASS,8.0,0.0,0.0,2.0,1
Dwayne Wimbley Jr.,MASS,1.5,0.0,2.5,0.5,2
Isaiah Placide,MASS,3.0,0.5,0.5,0.5,2
Jayden Ndjigue,MASS,8.5,5.0,5.5,0.0,2
K'Jei Parker,MASS,12.5,3.5,1.0,1.0,2
Leonardo Bettiol,MASS,19.0,0.5,6.5,0.5,2
Luka Damjanac,MASS,1.0,0.5,2.0,0.0,2
Marcus Banks Jr.,MASS,10.5,2.0,3.0,2.0,2
Rollie Castineyra,MASS,0.0,0.0,0.0,0.0,1
Carl Cherenfant,MCN,9.333333,1.0,5.0,0.33333334,3
DJ Richards Jr.,MCN,12.333333,1.0,2.0,2.6666667,3
Garwey Dual,MCN,8.666667,5.3333335,2.3333333,1.0,3
JJ Rembert,MCN,1.0,3.0,0.0,0.0,2
Jacolb Fredson-Cole,MCN,7.6666665,5.3333335,8.333333,0.33333334,3
Javohn Garcia,MCN,9.666667,2.0,3.0,1.3333334,3
Jerrell Colbert,MCN,8.666667,0.6666667,3.0,0.33333334,3
Larry Johnson,MCN,24.333334,1.0,4.3333335,0.0,3
Peitok Machar,MCN,5.6666665,0.33333334,3.3333333,0.0,3
Tyshawn Archie,MCN,14.0,4.0,2.6666667,0.6666667,3
Yanis Ndjonga,MCN,7.6666665,0.33333334,7.3333335,0.33333334,3
Aleks Alston,MD,0.0,1.0,0.0,0.0,1
Andre Mills,MD,9.5,1.0,4.0,2.0,2
Collin Metcalf,MD,0.0,0.0,0.0,0.0,1
Darius Adams,MD,9.5,1.5,4.0,0.0,2
David Coit,MD,11.5,2.0,2.5,2.5,2
Elijah Saunders,MD,9.5,1.0,5.0,1.0,2
George Turkson Jr.,MD,0.0,0.5,3.0,0.0,2
Guillermo Del Pino,MD,0.0,0.5,0.5,0.0,2
Isaiah Watts,MD,3.0,0.5,3.0,1.0,2
Myles Rice,MD,19.0,1.0,7.0,1.0,1
Pharrel Payne,MD,19.0,2.0,8.5,0.0,2
Ace Flagg,ME,8.0,0.33333334,4.3333335,0.0,3
Amare Allen,ME,0.0,0.0,0.0,0.0,1
Bashir N'Galang,ME,8.0,1.6666666,2.6666667,0.33333334,3
Caleb Crawford,ME,3.6666667,0.33333334,0.6666667,0.33333334,3
Emmitt Byther,ME,0.0,0.0,0.0,0.0,1
Isaac Bonilla,ME,4.0,0.33333334,1.0,1.3333334,3
Keelan Steele,ME,3.3333333,1.3333334,2.3333333,0.0,3
Killian Gribben,ME,2.0,0.0,0.0,0.0,1
Logan Carey,ME,1.6666666,0.33333334,1.6666666,0.33333334,3
Mekhi Gray,ME,7.6666665,1.0,1.6666666,0.6666667,3
Ryan Mabrey,ME,9.5,1.5,4.5,2.0,2
TJ Biel,ME,10.666667,1.3333334,5.6666665,1.0,3
Yanis Bamba,ME,1.6666666,1.3333334,1.0,0.33333334,3
Aaron Bradshaw,MEM,7.0,0.0,3.0,1.0,1
Ashton Hardaway,MEM,6.0,1.0,1.0,2.0,1
Curtis Givens III,MEM,2.0,1.0,2.0,0.0,1
Dug McDaniel,MEM,11.0,8.0,1.0,0.0,1
Julius Thedford,MEM,5.0,3.0,9.0,1.0,1
Quante Berry,MEM,17.0,0.0,4.0,4.0,1
Simon Majok,MEM,5.0,0.0,2.0,1.0,1
Sincere Parker,MEM,15.0,2.0,6.0,1.0,1
Tariq Ingraham,MEM,0.0,0.0,0.0,0.0,1
Thierno Sylla,MEM,4.0,0.0,5.0,0.0,1
Zach Davis,MEM,4.0,2.0,3.0,0.0,1
Alex Koch,MER,4.0,0.0,0.0,0.0,1
Armani Mighty,MER,16.0,1.6666666,6.6666665,0.0,3
