PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
367AustinA SlaterSlaterLF367‌‌‌,BAL,84,177,24,37,4,0,2,18,26,60,3,2,.209,.321,.266,.587
374NickN AhmedAhmed2B374‌‌‌,SD,71,210,20,48,6,1,2,17,11,51,2,1,.229,.267,.295,.562
374DominicD CanzoneCanzoneRF374‌‌‌,SEA,67,168,20,33,7,0,8,17,18,53,1,0,.196,.271,.381,.652
374DominicD FletcherFletcherRF374‌‌‌,CWS,72,223,14,46,8,0,1,17,11,58,0,0,.206,.252,.256,.508
374TreyT SweeneySweeneySS374‌‌‌,DET,36,110,11,24,5,0,4,17,7,32,2,0,.218,.269,.373,.642
374AlekA ThomasThomasCF374‌‌‌,AZ,39,95,13,18,5,1,3,17,7,17,4,1,.189,.245,.358,.603
379BrettB BatyBaty3B379‌‌‌,NYM,50,153,15,35,3,0,4,16,16,42,0,0,.229,.306,.327,.633
379VidalV BrujánBruján2B379‌‌‌,MIA,102,248,32,55,14,2,2,16,25,54,5,6,.222,.303,.319,.622
379ChristianC Encarnacion-StrandEncarnacion-Strand1B379‌‌‌,CIN,29,116,13,22,6,0,2,16,4,35,0,0,.190,.220,.293,.513
379RobbieR GrossmanGrossmanDH379‌‌‌,KC,86,208,21,44,8,0,3,16,34,58,3,0,.212,.322,.293,.615
379GarrettG HampsonHampsonCF379‌‌‌,KC,113,213,16,49,13,1,0,16,14,59,7,2,.230,.275,.300,.575
379JoshJ JungJung3B379‌‌‌,TEX,46,178,19,47,5,1,7,16,8,48,4,0,.264,.298,.421,.719
379AustinA MartinMartinCF379‌‌‌,MIN,93,233,41,59,18,1,1,16,20,47,7,3,.253,.318,.352,.670
379AndruwA MonasterioMonasterio3B379‌‌‌,MIL,59,125,14,26,5,0,1,16,16,40,6,2,.208,.303,.272,.575
379CristianC PachePacheCF379‌‌‌,MIA,88,165,13,33,8,1,1,16,17,64,1,0,.200,.273,.279,.552
379CaseyC SchmittSchmitt2B379‌‌‌,SF,40,107,11,27,4,1,6,16,4,25,0,0,.252,.283,.477,.760
379MattM ThaissThaissC379‌‌‌,LAA,57,157,14,32,9,0,2,16,28,58,3,0,.204,.323,.299,.622
379LuisL UríasUrías3B379‌‌‌,SEA,41,94,11,18,7,0,4,16,9,34,0,0,.191,.303,.394,.697
379MiguelM VargasVargas3B379‌‌‌,CWS,72,206,22,31,7,0,5,16,25,57,3,1,.150,.249,.257,.506
392RonaldR Acuña Jr.AcuñaRF392‌‌‌,ATL,49,192,38,48,8,1,4,15,27,53,16,3,.250,.351,.365,.716
392GabrielG AriasArias3B392‌‌‌,CLE,53,153,15,34,9,1,3,15,6,53,5,2,.222,.255,.353,.608
392KrisK BryantBryantDH392‌‌‌,COL,37,133,9,29,5,0,2,15,13,48,0,0,.218,.323,.301,.624
392DazD CameronCameronLF392‌‌‌,OAK,66,170,22,34,5,1,5,15,13,51,5,0,.200,.258,.329,.587
392MattM CarpenterCarpenterDH392‌‌‌,STL,59,137,15,32,7,0,4,15,15,51,0,2,.234,.314,.372,.686
392EvanE CarterCarterLF392‌‌‌,TEX,45,144,23,27,6,2,5,15,15,43,2,0,.188,.272,.361,.633
392AndrésA ChaparroChaparroDH392‌‌‌,WSH,33,121,12,26,12,0,4,15,7,24,1,1,.215,.280,.413,.693
392BrandonB DruryDrury2B392‌‌‌,LAA,97,325,28,55,7,0,4,15,27,81,1,0,.169,.242,.228,.470
392AustinA HedgesHedgesC392‌‌‌,CLE,66,132,12,20,3,0,2,15,6,50,2,0,.152,.203,.220,.423
392KyleK ManzardoManzardoDH392‌‌‌,CLE,53,145,11,34,12,0,5,15,9,41,0,0,.234,.282,.421,.703
392KyleK McCannMcCannC392‌‌‌,OAK,54,140,13,33,4,0,5,15,16,59,0,0,.236,.318,.371,.689
392WhitW MerrifieldMerrifield2B392‌‌‌,ATL,95,293,44,65,9,3,4,15,35,52,17,3,.222,.311,.314,.625
392JoséJ TenaTena3B392‌‌‌,WSH,44,161,14,43,5,0,3,15,7,41,6,1,.267,.298,.354,.652
392LuisL TorrensTorrensC392‌‌‌,NYM,48,118,14,27,8,0,3,15,9,28,0,1,.229,.292,.373,.665
406JonathanJ ArandaAranda1B406‌‌‌,TB,44,128,22,30,7,0,6,14,12,32,0,0,.234,.308,.430,.738
406AlexA CallCallRF406‌‌‌,WSH,30,99,15,34,9,0,3,14,12,19,5,1,.343,.425,.525,.950
406EricE HaaseHaaseC406‌‌‌,MIL,30,66,10,18,1,0,5,14,3,28,0,0,.273,.304,.515,.819
406CoreyC JulksJulksRF406‌‌‌,CWS,66,173,17,37,7,0,3,14,15,50,5,2,.214,.275,.306,.581
406HestonH KjerstadKjerstadDH406‌‌‌,BAL,39,99,8,25,2,0,4,14,10,33,1,0,.253,.351,.394,.745
406NickN LoftinLoftin2B406‌‌‌,KC,57,148,15,28,4,0,1,14,19,24,1,0,.189,.282,.236,.518
406AnthonyA RendonRendon3B406‌‌‌,LAA,57,206,21,45,10,0,0,14,23,35,6,1,.218,.307,.267,.574
406MikeM TroutTroutCF406‌‌‌,LAA,29,109,17,24,1,2,10,14,16,27,6,1,.220,.325,.541,.866
406TaylorT WallsWallsSS406‌‌‌,TB,84,218,27,40,5,3,1,14,31,67,16,4,.183,.282,.248,.530
415JordanJ BeckBeckLF415‌‌‌,COL,55,170,14,32,6,0,3,13,12,65,7,1,.188,.245,.276,.521
415DaironD BlancoBlancoX415‌‌‌,KC,88,120,37,31,4,0,4,13,8,32,31,7,.258,.308,.392,.700
415JoseJ HerreraHerreraC415‌‌‌,AZ,42,97,11,22,4,1,1,13,9,27,0,0,.227,.290,.320,.610
418GriffinG ConineConineRF418‌‌‌,MIA,30,82,14,22,4,1,3,12,6,28,0,0,.268,.326,.451,.777
418BrettB HarrisHarris3B418‌‌‌,OAK,36,103,15,15,3,0,3,12,17,25,0,3,.146,.276,.262,.538
418DarellD HernaizHernaiz3B418‌‌‌,OAK,48,120,8,23,3,0,1,12,11,27,1,1,.192,.261,.242,.503
418AlexA JacksonJacksonC418‌‌‌,TB,58,139,17,17,7,0,3,12,12,53,1,0,.122,.201,.237,.438
418TravisT JankowskiJankowskiRF418‌‌‌,TEX,104,190,19,38,5,0,1,12,12,44,11,1,.200,.266,.242,.508
418TomásT NidoNidoC418‌‌‌,CHC,49,130,14,25,4,0,4,12,5,35,0,0,.192,.219,.315,.534
424AustinA BarnesBarnesC424‌‌‌,LAD,54,140,12,37,3,0,1,11,14,36,3,0,.264,.331,.307,.638
424GarrettG CooperCooper1B424‌‌‌,BOS,36,107,6,22,5,1,1,11,7,35,0,0,.206,.267,.299,.566
424DillonD DinglerDinglerC424‌‌‌,DET,27,84,2,14,5,2,1,11,3,30,0,0,.167,.195,.310,.505
424EstevanE FlorialFlorialLF424‌‌‌,CLE,36,98,11,17,6,2,3,11,11,41,2,1,.173,.264,.367,.631
424ReceR HindsHindsRF424‌‌‌,CIN,24,46,9,12,4,1,5,11,4,16,2,0,.261,.333,.717,1.050
424MartínM MaldonadoMaldonadoC424‌‌‌,CWS,48,135,9,16,3,0,4,11,8,51,0,0,.119,.174,.230,.404
424AngelA MartínezMartínezCF424‌‌‌,CLE,43,151,16,35,7,0,3,11,15,33,3,1,.232,.298,.338,.636
424JamesJ OutmanOutmanCF424‌‌‌,LAD,53,136,12,20,4,0,4,11,16,55,2,1,.147,.256,.265,.521
424BryanB RamosRamos3B424‌‌‌,CWS,32,99,13,20,4,0,3,11,7,22,0,2,.202,.252,.333,.585
424GarrettG StubbsStubbsC424‌‌‌,PHI,56,164,18,34,4,1,1,11,17,50,5,0,.207,.296,.262,.558
424WillW WagnerWagner2B424‌‌‌,TOR,24,82,8,25,6,0,2,11,4,16,0,0,.305,.337,.451,.788
435LukenL BakerBakerX435‌‌‌,STL,21,40,3,7,1,1,2,10,7,11,1,0,.175,.286,.400,.686
435LuisL GuillormeGuillorme2B435‌‌‌,AZ,79,161,14,33,9,1,0,10,23,36,4,2,.205,.301,.273,.574
435TreyT LipscombLipscomb3B435‌‌‌,WSH,61,190,20,38,3,0,1,10,16,40,11,2,.200,.268,.232,.500
435NathanN LukesLukesLF435‌‌‌,TOR,22,76,13,23,4,2,1,10,10,9,1,0,.303,.371,.447,.818
435NickN MadrigalMadrigal3B435‌‌‌,CHC,51,86,5,19,3,0,0,10,4,10,1,0,.221,.280,.256,.536
435GrantG McCrayMcCrayCF435‌‌‌,SF,37,124,13,25,3,2,5,10,6,56,5,0,.202,.238,.379,.617
435VictorV Scott IIScottCF435‌‌‌,STL,53,145,14,26,9,0,2,10,6,42,5,1,.179,.219,.283,.502
435TrevorT StoryStorySS435‌‌‌,BOS,26,94,8,24,7,0,2,10,11,33,6,3,.255,.340,.394,.734
435EricE WagamanWagaman3B435‌‌‌,LAA,18,72,6,18,5,0,2,10,2,17,0,0,.250,.270,.403,.673
435WestonW WilsonWilsonLF435‌‌‌,PHI,41,88,13,25,7,1,3,10,8,29,3,0,.284,.347,.489,.836
445TimT AndersonAndersonSS445‌‌‌,MIA,65,234,16,50,3,0,0,9,7,68,4,4,.214,.237,.226,.463
445RyanR BlissBliss2B445‌‌‌,SEA,33,63,10,14,3,1,2,9,5,22,5,3,.222,.290,.397,.687
445AndrewA KniznerKniznerC445‌‌‌,TEX,37,90,5,15,1,0,1,9,1,22,0,0,.167,.183,.211,.394
445JoshuaJ PalaciosPalaciosRF445‌‌‌,PIT,23,67,10,15,2,0,2,9,10,12,1,0,.224,.333,.343,.676
449RileyR AdamsAdamsC449‌‌‌,WSH,41,116,10,26,5,1,2,8,10,35,1,0,.224,.292,.336,.628
449BrooksR BaldwinBaldwin2B449‌‌‌,CWS,33,114,9,24,6,0,2,8,6,31,4,0,.211,.250,.316,.566
449SeanS BouchardBouchardRF449‌‌‌,COL,31,91,14,17,7,0,1,8,12,33,4,0,.187,.290,.297,.587
449TreyT CabbageCabbageRF449‌‌‌,HOU,45,86,12,18,8,0,1,8,4,34,1,1,.209,.253,.337,.590
449CurtC CasaliCasaliC449‌‌‌,SF,41,108,12,21,3,0,1,8,13,22,0,0,.194,.293,.250,.543
449BillyB CookCook1B449‌‌‌,PIT,16,49,5,11,2,0,3,8,0,19,1,0,.224,.224,.449,.673
449DylanD CrewsCrewsRF449‌‌‌,WSH,31,119,12,26,5,1,3,8,11,26,12,3,.218,.288,.353,.641
449DavidD DahlDahlLF449‌‌‌,PHI,19,58,6,12,2,0,3,8,3,21,0,0,.207,.242,.397,.639
449BobbyB DalbecDalbec1B449‌‌‌,BOS,37,83,6,11,2,0,1,8,8,43,3,0,.133,.217,.193,.410
449ZachZ DezenzoDezenzo1B449‌‌‌,HOU,19,62,5,15,2,0,2,8,3,22,0,0,.242,.277,.371,.648
449NikoN KavadasKavadasDH449‌‌‌,LAA,30,93,11,17,2,0,4,8,11,41,1,0,.183,.283,.333,.616
449Jung HooJ LeeLeeCF449‌‌‌,SF,37,145,15,38,4,0,2,8,10,13,2,3,.262,.310,.331,.641
449LukeL MaileMaileC449‌‌‌,CIN,55,135,8,24,4,0,2,8,13,52,2,0,.178,.268,.252,.520
449DannyD MendickMendick3B449‌‌‌,CWS,47,132,13,26,7,0,3,8,6,35,6,0,.197,.243,.318,.561
449LeoL RivasRivasSS449‌‌‌,SEA,43,73,10,17,1,1,0,8,10,24,3,0,.233,.333,.274,.607
449EsteuryE RuizRuizLF449‌‌‌,OAK,29,55,10,11,2,1,2,8,4,20,5,4,.200,.270,.382,.652
449CésarC SalazarSalazarC449‌‌‌,HOU,12,25,5,8,2,0,0,8,2,6,0,0,.320,.387,.400,.787
449NickN SogardSogard2B449‌‌‌,BOS,31,77,13,21,4,0,0,8,7,25,3,0,.273,.326,.325,.651
449MichaelM StefanicStefanic2B449‌‌‌,LAA,40,110,8,24,4,0,0,8,10,20,0,0,.218,.301,.255,.556
449DanielD VogelbachVogelbachDH449‌‌‌,TOR,31,70,5,13,5,0,1,8,9,17,0,0,.186,.278,.300,.578
449TylerT WadeWade3B449‌‌‌,SD,90,138,28,30,3,0,0,8,11,29,8,1,.217,.285,.239,.524
470JoséJ AbreuAbreu1B470‌‌‌,HOU,35,113,10,14,2,0,2,7,4,28,0,0,.124,.167,.195,.362
470OliverO DunnDunn3B470‌‌‌,MIL,41,95,11,21,2,2,1,7,6,40,3,0,.221,.282,.316,.598
470YanY GomesGomesC470‌‌‌,CHC,34,91,7,14,2,0,2,7,2,36,0,0,.154,.179,.242,.421
470CurtisC MeadMead2B470‌‌‌,TB,38,122,10,29,3,0,1,7,6,30,2,0,.238,.282,.287,.569
470AaronA SchunkSchunk2B470‌‌‌,COL,39,94,14,22,3,0,2,7,4,31,0,1,.234,.265,.330,.595
470JaredJ WalshWalsh1B470‌‌‌,TEX,17,53,9,12,2,0,1,7,7,21,0,0,.226,.317,.321,.638
470JamieJ WestbrookWestbrook2B470‌‌‌,BOS,21,40,4,6,2,0,2,7,4,14,0,0,.150,.234,.350,.584
477LuisangelL AcuñaAcuñaSS477‌‌‌,NYM,14,39,6,12,2,1,3,6,1,6,0,1,.308,.325,.641,.966
477Ji HwanJ BaeBaeCF477‌‌‌,PIT,29,74,11,14,2,0,0,6,6,24,6,2,.189,.247,.216,.463
477TuckerT BarnhartBarnhartC477‌‌‌,AZ,31,81,13,14,3,0,0,6,13,31,1,0,.173,.287,.210,.497
477JonJ BertiBerti3B477‌‌‌,NYY,25,66,10,18,0,0,1,6,6,14,5,1,.273,.342,.318,.660
477DavidD BoteBote3B477‌‌‌,CHC,37,46,4,14,4,0,0,6,2,13,0,0,.304,.333,.391,.724
477GustavoG CamperoCamperoRF477‌‌‌,LAA,13,46,6,11,0,1,1,6,0,8,3,0,.239,.271,.348,.619
477J.D.J DavisDavis1B477‌‌‌,NYY,46,142,13,31,5,0,4,6,12,39,0,0,.218,.293,.338,.631
477JasonJ DelayDelayC477‌‌‌,PIT,7,15,1,3,3,0,0,6,3,0,0,0,.200,.333,.400,.733
477VaughnV GrissomGrissom2B477‌‌‌,BOS,31,105,10,20,3,0,0,6,7,24,2,0,.190,.246,.219,.465
477YuliY GurrielGurriel1B477‌‌‌,KC,18,54,7,13,3,0,0,6,9,15,1,0,.241,.338,.296,.634
477BuddyB KennedyKennedyX477‌‌‌,PHI,14,21,3,4,1,0,1,6,4,7,1,0,.190,.308,.381,.689
477CharlesC LeblancLeblanc3B477‌‌‌,LAA,11,21,6,4,0,0,2,6,7,9,0,0,.190,.393,.476,.869
477JackJ LópezLópez2B477‌‌‌,LAA,27,67,4,17,3,0,1,6,2,25,0,1,.254,.286,.343,.629
477RafaelR MarchánMarchánC477‌‌‌,PHI,17,51,8,15,4,0,3,6,3,8,0,0,.294,.345,.549,.894
477RenéR PintoPintoC477‌‌‌,TB,19,42,5,9,3,0,2,6,4,18,0,0,.214,.292,.429,.721
477DrewD RomoRomoC477‌‌‌,COL,16,51,4,9,3,0,0,6,2,18,0,1,.176,.208,.235,.443
477EguyE RosarioRosario3B477‌‌‌,SD,30,53,5,13,6,0,3,6,2,20,0,0,.245,.286,.528,.814
477MiguelM SanóSanó3B477‌‌‌,LAA,28,83,9,17,3,0,2,6,9,36,0,0,.205,.295,.313,.608
477CalC StevensonStevensonCF477‌‌‌,PHI,18,24,2,6,3,0,0,6,3,4,0,0,.250,.333,.375,.708
477ChadwickC TrompTrompC477‌‌‌,ATL,19,52,3,13,6,0,0,6,1,17,0,0,.250,.259,.365,.624
497AkilA BaddooBaddooLF497‌‌‌,DET,31,73,7,10,2,2,2,5,8,27,1,0,.137,.220,.301,.521
497TravisT BlankenhornBlankenhornDH497‌‌‌,WSH,13,31,2,4,1,0,0,5,1,9,0,0,.129,.156,.161,.317
497JonatanJ ClaseClaseCF497‌‌‌,TOR,26,61,7,15,2,0,1,5,3,17,3,1,.246,.303,.328,.631
497HenryH DavisDavisC497‌‌‌,PIT,37,104,9,15,4,0,1,5,13,45,0,0,.144,.242,.212,.454
497ZachZ DeLoachDeLoachRF497‌‌‌,CWS,22,67,10,14,5,0,1,5,8,21,0,1,.209,.293,.328,.621
497LoganL DriscollDriscollC497‌‌‌,TB,15,35,2,6,0,0,1,5,1,6,0,0,.171,.189,.257,.446
497AaronA HicksHicksRF497‌‌‌,LAA,18,57,6,8,0,0,1,5,6,23,0,0,.140,.222,.193,.415
497BlighB MadrisMadris1B497‌‌‌,DET,21,67,8,18,3,0,1,5,6,20,0,0,.269,.324,.358,.682
497OmarO NarváezNarváezC497‌‌‌,NYM,28,65,4,10,2,0,0,5,3,12,0,0,.154,.191,.185,.376
497KyrenK ParisParis2B497‌‌‌,LAA,21,51,4,6,2,0,1,5,7,17,1,0,.118,.224,.216,.440
497GrahamG PauleyPauley3B497‌‌‌,SD,13,32,4,4,0,0,2,5,0,15,0,0,.125,.125,.313,.438
497PabloP ReyesReyesX497‌‌‌,NYM,22,60,5,11,2,0,0,5,3,19,1,2,.183,.234,.217,.451
497JohnathanJ RodriguezRodriguezRF497‌‌‌,CLE,13,31,6,4,1,0,0,5,9,14,0,0,.129,.325,.161,.486
497ZackZ ShortShort3B497‌‌‌,ATL,42,70,11,9,3,0,0,5,14,24,2,1,.129,.282,.171,.453
497RyanR ViladeViladeLF497‌‌‌,DET,17,45,5,8,0,0,1,5,2,12,0,0,.178,.208,.244,.452
497ShayS WhitcombWhitcomb3B497‌‌‌,HOU,20,41,1,9,3,0,0,5,5,8,0,0,.220,.304,.293,.597
497AlikaA WilliamsWilliams2B497‌‌‌,PIT,37,87,13,18,4,2,0,5,3,22,1,0,.207,.242,.299,.541
497NickN YorkeYorke2B497‌‌‌,PIT,11,37,4,8,0,0,2,5,4,12,2,0,.216,.286,.378,.664
515JordynJ AdamsAdamsRF515‌‌‌,LAA,11,35,4,8,0,0,1,4,3,12,2,0,.229,.289,.314,.603
515NickN AllenAllenSS515‌‌‌,OAK,41,97,6,17,4,0,1,4,5,20,0,0,.175,.216,.247,.463
515OscarO ColásColásRF515‌‌‌,CWS,13,33,1,9,0,0,0,4,4,10,0,1,.273,.368,.273,.641
515BrandonB CrawfordCrawfordSS515‌‌‌,STL,29,71,5,12,5,0,1,4,8,26,0,0,.169,.263,.282,.545
515JassonJ DomínguezDomínguezLF515‌‌‌,NYY,18,56,8,10,1,0,2,4,11,19,5,0,.179,.313,.304,.617
515JoséJ FermínFermínX515‌‌‌,STL,45,71,7,11,1,1,0,4,7,11,2,1,.155,.241,.197,.438
515MikeM FordFordDH515‌‌‌,CIN,17,60,2,9,0,1,1,4,2,15,0,0,.150,.177,.233,.410
515BenB GamelGamelRF515‌‌‌,HOU,38,81,22,20,4,0,1,4,18,24,1,0,.247,.384,.333,.717
515DavidD HensleyHensleyRF515‌‌‌,MIA,23,52,9,11,1,0,1,4,6,17,1,0,.212,.293,.288,.581
515JacobJ HurtubiseHurtubiseLF515‌‌‌,CIN,29,54,7,10,1,1,0,4,6,18,2,0,.185,.297,.241,.538
515BryceB JohnsonJohnsonRF515‌‌‌,SD,47,63,9,13,2,0,0,4,7,12,1,1,.206,.286,.238,.524
515JahmaiJ JonesJonesX515‌‌‌,NYY,33,42,8,10,1,1,1,4,2,16,1,1,.238,.304,.381,.685
515MilesM MastrobuoniMastrobuoni3B515‌‌‌,CHC,50,98,9,19,3,0,0,4,7,17,2,0,.194,.245,.224,.469
515RyanR NodaNoda1B515‌‌‌,OAK,36,95,8,13,4,0,1,4,14,37,0,0,.137,.255,.211,.466
515JhonnyJ PeredaPeredaC515‌‌‌,MIA,20,39,2,9,0,0,0,4,0,10,0,0,.231,.250,.231,.481
515ThomasT SaggeseSaggese2B515‌‌‌,STL,18,49,5,10,2,0,1,4,2,14,0,0,.204,.250,.306,.556
515BradenB ShewmakeShewmakeSS515‌‌‌,CWS,29,64,4,8,2,0,1,4,1,10,5,1,.125,.134,.203,.337
515AliA SánchezSánchezC515‌‌‌,MIA,31,84,5,14,2,0,0,4,4,24,2,1,.167,.211,.190,.401
515DavidD VillarVillar1B515‌‌‌,SF,11,35,3,9,4,0,1,4,1,13,0,0,.257,.270,.457,.727
515EliE WhiteWhiteRF515‌‌‌,ATL,35,39,9,11,1,1,1,4,1,12,3,1,.282,.333,.436,.769
515LukeL WilliamsWilliamsX515‌‌‌,ATL,37,46,8,9,3,0,0,4,4,13,3,0,.196,.275,.261,.536
536JacobJ AmayaAmayaSS536‌‌‌,CWS,24,68,4,12,1,0,0,3,4,28,1,0,.176,.222,.191,.413
536StoneS GarrettGarrettDH536‌‌‌,WSH,2,5,2,3,1,0,1,3,1,0,0,0,.600,.667,1.400,2.067
536DustinD HarrisHarrisDH536‌‌‌,TEX,2,6,1,2,1,0,1,3,1,2,0,0,.333,.429,1.000,1.429
536JaceJ JungJung3B536‌‌‌,DET,34,79,14,19,5,0,0,3,15,29,0,1,.241,.362,.304,.666
536TylerT LocklearLocklear1B536‌‌‌,SEA,16,45,3,7,1,0,2,3,3,20,1,0,.156,.224,.311,.535
536MarcoM LucianoLuciano2B536‌‌‌,SF,27,76,10,16,5,1,0,3,5,28,0,1,.211,.259,.303,.562
536MasonM McCoyMcCoySS536‌‌‌,SD,19,49,7,10,2,0,0,3,5,19,1,0,.204,.278,.245,.523
536MattM MervisMervisDH536‌‌‌,CHC,9,26,1,3,1,0,0,3,1,8,0,0,.115,.148,.154,.302
536OwenO MillerMiller1B536‌‌‌,MIL,14,27,2,5,1,0,0,3,0,8,0,0,.185,.185,.222,.407
536JonathanJ OrnelasOrnelas3B536‌‌‌,TEX,18,37,1,8,2,0,0,3,2,13,0,0,.216,.256,.270,.526
536BrianB ServenServenC536‌‌‌,TOR,28,63,6,10,4,0,0,3,5,22,0,0,.159,.243,.222,.465
536AustinA ShentonShenton1B536‌‌‌,TB,19,42,3,9,5,0,1,3,8,14,0,0,.214,.340,.405,.745
536ColeC TuckerTuckerDH536‌‌‌,LAA,25,50,3,9,4,1,0,3,6,17,3,1,.180,.263,.300,.563
536JasonJ VoslerVosler1B536‌‌‌,SEA,10,28,2,5,1,1,0,3,2,9,0,0,.179,.233,.286,.519
536JacobJ WilsonWilsonSS536‌‌‌,OAK,28,92,11,23,2,2,0,3,8,10,0,0,.250,.314,.315,.629
551EhireE AdrianzaAdrianza3B551‌‌‌,LAA,8,26,4,5,1,0,1,2,2,11,0,0,.192,.250,.346,.596
551ArmandoA AlvarezAlvarez3B551‌‌‌,OAK,16,37,7,9,1,0,0,2,2,8,1,0,.243,.282,.270,.552
551JoséJ AzocarAzocarLF551‌‌‌,SD,61,73,13,16,2,0,0,2,5,19,5,1,.219,.269,.247,.516
551TylerT BlackBlackDH551‌‌‌,MIL,18,49,4,10,2,0,0,2,7,17,3,0,.204,.316,.245,.561
551AlexanderA CanarioCanarioLF551‌‌‌,CHC,15,25,4,7,1,0,1,2,2,11,1,0,.280,.357,.440,.797
551Diego A.D CastilloCastillo3B551‌‌‌,MIN,4,6,3,2,1,0,0,2,2,1,0,0,.333,.500,.500,1.000
551DavidD FletcherFletcher2B551‌‌‌,ATL,5,8,0,2,0,0,0,2,0,1,0,0,.250,.222,.250,.472
551AvisaílA GarcíaGarcíaRF551‌‌‌,MIA,18,50,4,12,1,0,2,2,1,13,0,0,.240,.255,.380,.635
551RyanR KreidlerKreidlerSS551‌‌‌,DET,35,59,9,7,0,0,1,2,6,19,5,3,.119,.200,.169,.369
551RyanR McKennaMcKennaRF551‌‌‌,SF,13,14,4,3,0,0,2,2,1,5,1,1,.214,.267,.643,.910
551BillyB McKinneyMcKinneyLF551‌‌‌,PIT,10,25,4,5,1,0,0,2,2,13,0,0,.200,.286,.240,.526
551TomT MurphyMurphyC551‌‌‌,SF,13,34,3,4,1,0,1,2,4,14,0,0,.118,.211,.235,.446
551LioverL PegueroPegueroSS551‌‌‌,PIT,3,10,0,2,1,0,0,2,0,3,0,0,.200,.200,.300,.500
551JavierJ SanojaSanojaX551‌‌‌,MIA,15,35,3,8,2,0,0,2,1,4,0,0,.229,.250,.286,.536
551BrettB SullivanSullivanC551‌‌‌,SD,7,16,1,3,0,0,1,2,1,4,0,0,.188,.235,.375,.610
551DonovanD WaltonWalton2B551‌‌‌,SF,9,22,3,3,0,0,1,2,2,7,0,0,.136,.240,.273,.513
551DavisD WendzelWendzel3B551‌‌‌,TEX,27,47,2,6,2,0,1,2,1,12,0,0,.128,.163,.234,.397
551AustinA WynnsWynnsC551‌‌‌,CIN,7,19,3,7,4,0,0,2,0,5,0,0,.368,.400,.579,.979
551SebyS ZavalaZavalaC551‌‌‌,SEA,18,39,4,6,2,0,1,2,3,16,0,0,.154,.214,.282,.496
570JorgeJ BarrosaBarrosaCF570‌‌‌,AZ,8,17,3,3,2,0,0,1,0,2,1,0,.176,.176,.294,.470
570StewardS BerroaBerroaX570‌‌‌,TOR,28,37,7,7,1,0,0,1,8,14,6,2,.189,.333,.216,.549
