PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
1KyleK SchwarberSchwarberDH1‌‌‌,PHI,122,452,83,113,19,1,43,101,80,149,10,2,.250,.373,.582,.955
2CalC RaleighRaleighC2‌‌‌,SEA,120,450,81,111,18,0,46,100,71,141,13,3,.247,.353,.593,.946
3PeteP AlonsoAlonso1B3‌‌‌,NYM,122,458,63,123,30,1,28,99,50,118,1,2,.269,.352,.522,.874
4EugenioE SuárezSuárez3B4‌‌‌,SEA,120,439,71,103,21,0,37,93,32,137,3,1,.235,.306,.535,.841
5TaylorT WardWardLF5‌‌‌,LAA,120,454,68,107,26,2,29,90,55,140,3,1,.236,.317,.493,.810
6RileyR GreeneGreeneLF6‌‌‌,DET,120,465,64,124,26,1,28,89,31,159,1,1,.267,.314,.508,.822
6AaronA JudgeJudgeRF6‌‌‌,NYY,112,406,94,134,24,2,38,89,81,128,7,3,.330,.442,.680,1.122
8ChristianC YelichYelichDH8‌‌‌,MIL,114,437,71,119,14,0,25,86,47,130,15,5,.272,.349,.476,.825
9JuniorJ CamineroCaminero3B9‌‌‌,TB,117,459,72,120,21,0,35,85,27,101,5,1,.261,.301,.536,.837
9SeiyaS SuzukiSuzukiDH9‌‌‌,CHC,116,450,60,112,27,3,27,85,49,132,3,2,.249,.319,.502,.821
11RafaelR DeversDeversDH11‌‌‌,SF,123,459,68,117,28,0,23,81,86,143,1,1,.255,.377,.466,.843
12ShoheiS OhtaniOhtaniDH12‌‌‌,LAD,120,468,115,132,16,8,43,80,81,149,17,6,.282,.390,.626,1.016
12VinnieV PasquantinoPasquantino1B12‌‌‌,KC,120,466,48,121,20,1,22,80,37,80,1,0,.260,.320,.448,.768
14BoB BichetteBichetteSS14‌‌‌,TOR,120,507,63,149,35,1,16,79,30,80,4,3,.294,.336,.462,.798
14PeteP Crow-ArmstrongCrow-ArmstrongCF14‌‌‌,CHC,118,459,75,119,32,4,27,79,20,119,30,6,.259,.297,.523,.820
14GeraldoG PerdomoPerdomoSS14‌‌‌,AZ,122,448,72,128,26,2,13,79,73,58,19,4,.286,.385,.440,.825
17JamesJ WoodWoodLF17‌‌‌,WSH,120,456,70,118,26,0,25,78,68,158,15,5,.259,.357,.480,.837
18EllyE De La CruzDe La CruzSS18‌‌‌,CIN,123,475,85,131,25,3,19,76,52,134,31,6,.276,.349,.461,.810
18TrevorT StoryStorySS18‌‌‌,BOS,119,458,68,118,20,0,18,76,25,141,21,0,.258,.303,.419,.722
20KyleK StowersStowersLF20‌‌‌,MIA,117,399,61,115,21,3,25,73,48,125,5,1,.288,.368,.544,.912
21JoJ AdellAdellCF21‌‌‌,LAA,115,390,44,88,14,1,25,72,27,108,3,1,.226,.290,.459,.749
21TeoscarT HernándezHernándezRF21‌‌‌,LAD,99,378,47,96,23,0,19,72,18,104,5,1,.254,.288,.466,.754
21MannyM MachadoMachado3B21‌‌‌,SD,122,470,71,138,30,0,20,72,45,90,11,2,.294,.356,.485,.841
21TylerT SoderstromSoderstromLF21‌‌‌,ATH,123,440,61,116,23,1,22,72,43,111,6,2,.264,.335,.470,.805
25MattM OlsonOlson1B25‌‌‌,ATL,122,465,68,123,31,0,19,71,75,129,0,0,.265,.367,.454,.821
26BrentB RookerRookerDH26‌‌‌,ATH,124,483,77,132,29,3,24,70,50,118,5,1,.273,.346,.495,.841
26JuanJ SotoSotoRF26‌‌‌,NYM,120,429,87,108,16,0,30,70,93,103,19,1,.252,.384,.499,.883
28CodyC BellingerBellingerLF28‌‌‌,NYY,113,439,66,117,20,5,22,69,37,63,10,2,.267,.322,.485,.807
28YandyY DíazDíazDH28‌‌‌,TB,116,462,59,130,22,1,20,69,40,75,3,0,.281,.343,.463,.806
28HunterH GoodmanGoodmanC28‌‌‌,COL,107,404,58,112,20,4,25,69,27,115,1,2,.277,.326,.532,.858
28FranciscoF LindorLindorSS28‌‌‌,NYM,120,486,82,123,23,0,24,69,41,104,19,2,.253,.323,.449,.772
28JoshJ NaylorNaylor1B28‌‌‌,SEA,111,414,60,121,22,1,15,69,42,64,22,2,.292,.359,.459,.818
28AndyA PagesPagesCF28‌‌‌,LAD,118,441,52,122,20,1,19,69,24,99,12,5,.277,.321,.456,.777
28SalvadorS PerezPerezC28‌‌‌,KC,117,455,41,112,29,0,22,69,21,98,0,0,.246,.291,.455,.746
28JulioJ RodríguezRodríguezCF28‌‌‌,SEA,122,505,80,131,21,4,24,69,32,122,23,5,.259,.315,.459,.774
36MichaelM BuschBusch1B36‌‌‌,CHC,115,384,55,101,16,3,24,68,40,106,4,0,.263,.346,.508,.854
36NathanielN LoweLowe1B36‌‌‌,WSH,119,440,50,95,17,2,16,68,47,130,1,0,.216,.292,.373,.665
38WilyerW AbreuAbreuRF38‌‌‌,BOS,106,345,50,87,16,0,21,67,39,91,6,3,.252,.326,.481,.807
38JacksonJ ChourioChourioCF38‌‌‌,MIL,106,445,71,123,29,4,17,67,22,95,18,7,.276,.311,.474,.785
38VladimirV Guerrero Jr.Guerrero1B38‌‌‌,TOR,121,457,82,137,30,0,20,67,70,73,5,2,.300,.398,.497,.895
38BrandonB NimmoNimmoLF38‌‌‌,NYM,118,443,60,111,23,0,20,67,41,108,12,1,.251,.321,.438,.759
38BobbyB Witt Jr.WittSS38‌‌‌,KC,120,472,76,137,38,4,17,67,40,100,30,7,.290,.347,.496,.843
43FreddieF FreemanFreeman1B43‌‌‌,LAD,109,408,58,122,29,1,14,66,46,105,3,2,.299,.371,.478,.849
43SpencerS TorkelsonTorkelson1B43‌‌‌,DET,118,427,67,103,24,0,26,66,52,122,2,1,.241,.333,.480,.813
45WillsonW ContrerasContreras1B45‌‌‌,STL,114,411,57,105,29,0,16,65,39,116,4,0,.255,.344,.443,.787
45JarrenJ DuranDuranLF45‌‌‌,BOS,120,482,69,126,31,12,12,65,44,128,19,5,.261,.333,.450,.783
45NickN KurtzKurtz1B45‌‌‌,ATH,82,298,59,91,21,2,24,65,39,105,2,1,.305,.384,.631,1.015
45AnthonyA VolpeVolpeSS45‌‌‌,NYY,121,433,53,94,25,4,18,65,40,112,15,7,.217,.286,.418,.704
45ChristianC WalkerWalker1B45‌‌‌,HOU,116,440,52,103,20,1,16,65,34,128,1,1,.234,.300,.393,.693
50AdolisA GarcíaGarcíaRF50‌‌‌,TEX,116,438,46,98,24,0,16,64,24,122,10,4,.224,.266,.388,.654
50MaxM MuncyMuncy3B50‌‌‌,LAD,89,279,44,72,10,2,17,64,60,73,4,0,.258,.389,.491,.880
50JoséJ RamírezRamírez3B50‌‌‌,CLE,118,447,79,132,23,2,25,64,48,52,35,7,.295,.368,.523,.891
53JoseJ AltuveAltuveLF53‌‌‌,HOU,118,452,67,127,18,1,21,63,45,79,8,6,.281,.345,.465,.810
53CorbinC CarrollCarrollRF53‌‌‌,AZ,106,427,80,106,22,14,26,63,41,117,14,4,.248,.322,.548,.870
55WillyW AdamesAdamesSS55‌‌‌,SF,121,452,71,101,18,2,19,62,56,135,5,2,.223,.309,.398,.707
55LourdesL Gurriel Jr.GurrielLF55‌‌‌,AZ,113,442,42,108,23,2,15,62,29,67,10,4,.244,.294,.407,.701
55KyleK TuckerTuckerRF55‌‌‌,CHC,118,434,77,114,21,4,18,62,78,75,24,2,.263,.376,.454,.830
58WilmerW FloresFloresDH58‌‌‌,SF,101,351,36,87,9,0,12,61,30,71,1,0,.248,.315,.376,.691
58MichaelM Harris IIHarrisCF58‌‌‌,ATL,120,456,40,115,20,6,13,61,13,94,14,5,.252,.273,.408,.681
58BryanB ReynoldsReynoldsRF58‌‌‌,PIT,116,454,46,111,26,3,13,61,36,135,3,2,.244,.302,.401,.703
61ByronB BuxtonBuxtonCF61‌‌‌,MIN,90,344,71,96,15,4,24,60,31,102,17,0,.279,.341,.555,.896
61NickN CastellanosCastellanosRF61‌‌‌,PHI,119,457,57,115,23,1,15,60,23,105,4,0,.252,.290,.405,.695
61BrandonB LoweLowe2B61‌‌‌,TB,100,378,61,103,13,0,24,60,27,103,3,2,.272,.320,.497,.817
64AddisonA BargerBarger3B64‌‌‌,TOR,99,348,52,92,25,1,18,59,23,96,3,1,.264,.313,.497,.810
64WilliamW ContrerasContrerasC64‌‌‌,MIL,115,432,68,113,22,0,12,59,67,90,5,3,.262,.360,.396,.756
64MarcellM OzunaOzunaDH64‌‌‌,ATL,111,378,49,90,11,0,20,59,78,104,0,0,.238,.367,.426,.793
64MarcusM SemienSemien2B64‌‌‌,TEX,122,453,58,101,15,1,14,59,48,90,11,1,.223,.299,.353,.652
68RandyR ArozarenaArozarenaLF68‌‌‌,SEA,121,454,72,112,24,1,23,58,51,138,24,3,.247,.347,.456,.803
68SpencerS SteerSteer1B68‌‌‌,CIN,113,408,51,97,17,2,14,58,34,101,6,1,.238,.301,.392,.693
68GleyberG TorresTorres2B68‌‌‌,DET,110,401,62,106,18,0,13,58,59,67,4,1,.264,.360,.406,.766
71RamónR LaureanoLaureanoLF71‌‌‌,SD,95,308,55,91,19,2,18,57,27,83,5,3,.295,.360,.545,.905
71GeorgeG SpringerSpringerDH71‌‌‌,TOR,101,344,66,100,18,1,18,57,51,76,12,0,.291,.383,.506,.889
71BriceB TurangTurang2B71‌‌‌,MIL,116,437,71,121,22,0,12,57,45,109,21,8,.277,.342,.410,.752
74MookieM BettsBettsSS74‌‌‌,LAD,112,441,72,107,17,1,12,56,44,54,8,2,.243,.311,.367,.678
74OttoO LopezLopezSS74‌‌‌,MIA,106,398,51,96,16,0,11,56,38,64,11,6,.241,.311,.364,.675
74KetelK MarteMarte2B74‌‌‌,AZ,90,337,67,100,18,0,23,56,53,54,3,2,.297,.399,.555,.954
74AustinA WellsWellsC74‌‌‌,NYY,95,311,37,64,16,1,15,56,23,83,5,1,.206,.264,.408,.672
78IanI HappHappLF78‌‌‌,CHC,111,429,64,97,20,0,16,55,62,111,5,3,.226,.323,.385,.708
78SheaS LangeliersLangeliersC78‌‌‌,ATH,92,350,53,96,21,0,25,55,26,70,5,1,.274,.320,.549,.869
78AgustínA RamírezRamírezDH78‌‌‌,MIA,97,389,51,91,25,1,17,55,26,80,7,2,.234,.284,.434,.718
78DansbyD SwansonSwansonSS78‌‌‌,CHC,119,455,67,114,15,2,18,55,32,135,10,3,.251,.297,.411,.708
82JonathanJ ArandaAranda1B82‌‌‌,TB,103,358,53,113,22,0,12,54,40,102,0,2,.316,.394,.478,.872
82AlecA BurlesonBurleson1B82‌‌‌,STL,111,383,42,107,19,0,15,54,32,58,5,0,.279,.333,.446,.779
82JazzJ Chisholm Jr.Chisholm2B82‌‌‌,NYY,90,325,53,78,12,1,21,54,42,104,18,4,.240,.334,.477,.811
82KyleK ManzardoManzardoDH82‌‌‌,CLE,104,337,36,81,14,2,21,54,39,99,1,0,.240,.325,.481,.806
82AustinA RileyRiley3B82‌‌‌,ATL,102,416,54,108,20,1,16,54,27,128,2,1,.260,.309,.428,.737
82GavinG SheetsSheetsDH82‌‌‌,SD,107,364,40,91,16,1,15,54,32,79,2,1,.250,.313,.423,.736
82WillW SmithSmithC82‌‌‌,LAD,95,315,56,97,19,1,15,54,56,73,2,3,.308,.412,.517,.929
82AndrewA VaughnVaughn1B82‌‌‌,MIL,77,290,27,71,13,0,14,54,18,61,0,0,.245,.288,.434,.722
90YainerY DiazDiazC90‌‌‌,HOU,108,412,44,104,16,1,17,53,15,72,1,1,.252,.280,.420,.700
90BryceB HarperHarper1B90‌‌‌,PHI,94,356,53,92,28,0,19,53,50,88,10,1,.258,.356,.497,.853
90GunnarG HendersonHendersonSS90‌‌‌,BAL,115,431,66,122,29,4,14,53,43,107,16,4,.283,.351,.466,.817
90CedricC MullinsMullinsCF90‌‌‌,NYM,103,355,49,79,21,0,16,53,38,97,16,4,.223,.299,.417,.716
90JorgeJ PolancoPolancoDH90‌‌‌,SEA,103,347,44,85,14,0,18,53,32,58,5,2,.245,.312,.441,.753
95DrakeD BaldwinBaldwinC95‌‌‌,ATL,88,274,32,78,11,0,13,52,25,51,0,0,.285,.351,.467,.818
95MaikelM GarciaGarcia3B95‌‌‌,KC,120,445,57,134,31,5,11,52,45,66,22,9,.301,.364,.467,.831
95AlejandroA KirkKirkC95‌‌‌,TOR,98,345,30,102,13,0,8,52,33,38,1,0,.296,.355,.403,.758
95ZachZ NetoNetoSS95‌‌‌,LAA,103,409,73,110,25,1,20,52,27,113,21,9,.269,.326,.482,.808
95CeddanneC RafaelaRafaelaCF95‌‌‌,BOS,117,409,65,105,24,3,14,52,20,85,18,4,.257,.298,.433,.731
95HeliotH RamosRamosLF95‌‌‌,SF,120,468,62,125,21,1,14,52,42,122,6,4,.267,.340,.406,.746
95MikeM TroutTroutDH95‌‌‌,LAA,94,330,52,78,9,1,20,52,66,123,2,0,.236,.367,.452,.819
95TreaT TurnerTurnerSS95‌‌‌,PHI,120,497,78,142,26,4,12,52,39,91,28,6,.286,.341,.427,.768
103AlexA BregmanBregman3B103‌‌‌,BOS,77,291,47,87,23,0,16,51,32,52,1,1,.299,.381,.543,.924
103OneilO CruzCruzCF103‌‌‌,PIT,108,392,58,81,17,2,18,51,54,145,34,4,.207,.304,.398,.702
103LuisL García Jr.García2B103‌‌‌,WSH,106,377,51,98,24,1,9,51,22,60,9,5,.260,.299,.401,.700
103JacksonJ MerrillMerrillCF103‌‌‌,SD,89,343,42,91,18,4,9,51,28,80,1,2,.265,.322,.420,.742
103CarlosC SantanaSantana1B103‌‌‌,CLE,111,382,47,86,9,0,11,51,50,80,7,0,.225,.317,.335,.652
108IsaacI ParedesParedes3B108‌‌‌,HOU,94,351,51,91,15,1,19,50,49,67,0,1,.259,.359,.470,.829
109JavierJ BáezBáezSS109‌‌‌,DET,102,343,49,93,17,2,11,49,9,87,5,1,.271,.298,.429,.727
109DillonD DinglerDinglerC109‌‌‌,DET,94,320,37,87,15,1,11,49,14,77,0,0,.272,.318,.428,.746
109TrevorT LarnachLarnachDH109‌‌‌,MIN,110,390,51,94,16,1,16,49,39,96,2,3,.241,.314,.410,.724
109NathanN LukesLukesRF109‌‌‌,TOR,97,270,42,68,11,1,10,49,33,36,1,2,.252,.336,.411,.747
109NolanN SchanuelSchanuel1B109‌‌‌,LAA,118,441,59,116,21,1,10,49,53,65,5,1,.263,.351,.383,.734
109LenynL SosaSosa2B109‌‌‌,CWS,105,377,40,103,16,1,15,49,13,87,2,1,.273,.301,.440,.741
109FernandoF Tatis Jr.TatisRF109‌‌‌,SD,119,454,84,120,21,2,17,49,70,96,24,5,.264,.369,.432,.801
116CJC AbramsAbramsSS116‌‌‌,WSH,107,432,73,115,26,5,16,48,30,82,26,3,.266,.330,.461,.791
116WyattW LangfordLangfordLF116‌‌‌,TEX,101,379,49,90,17,0,16,48,48,117,16,6,.237,.324,.409,.733
116CamC SmithSmithRF116‌‌‌,HOU,105,374,42,94,20,2,7,48,33,113,5,1,.251,.320,.372,.692
119OzzieO AlbiesAlbies2B119‌‌‌,ATL,122,463,52,105,16,1,10,47,46,81,11,1,.227,.300,.330,.630
119LawrenceL ButlerButlerRF119‌‌‌,ATH,117,444,66,103,26,2,16,47,47,141,17,5,.232,.305,.408,.713
119SalS FrelickFrelickRF119‌‌‌,MIL,106,389,58,116,13,3,9,47,33,56,18,4,.298,.361,.416,.777
119NicoN HoernerHoerner2B119‌‌‌,CHC,117,445,60,130,19,3,4,47,27,36,22,3,.292,.339,.375,.714
119MickeyM MoniakMoniakRF119‌‌‌,COL,101,314,45,82,14,6,18,47,18,84,5,2,.261,.303,.516,.819
119RyanR O'HearnO'HearnDH119‌‌‌,SD,105,339,48,93,16,1,14,47,48,70,3,1,.274,.370,.451,.821
119LuisL Robert Jr.RobertCF119‌‌‌,CWS,101,348,46,76,11,0,12,47,39,107,31,7,.218,.298,.353,.651
119BrysonB StottStott2B119‌‌‌,PHI,110,374,49,90,15,3,7,47,41,73,19,3,.241,.315,.353,.668
127LuisL ArraezArraez1B127‌‌‌,SD,116,473,52,136,23,4,6,46,25,15,5,2,.288,.323,.391,.714
127KerryK CarpenterCarpenterRF127‌‌‌,DET,95,320,52,85,16,3,21,46,8,76,1,1,.266,.293,.531,.824
127TyT FranceFrance1B127‌‌‌,TOR,113,386,47,100,24,0,6,46,20,70,1,0,.259,.328,.368,.696
127TrentT GrishamGrishamCF127‌‌‌,NYY,105,355,56,86,9,1,21,46,55,87,1,2,.242,.347,.451,.798
127AustinA HaysHaysDH127‌‌‌,CIN,71,265,46,68,11,4,10,46,24,74,4,0,.257,.317,.442,.759
127Jung HooJ LeeLeeCF127‌‌‌,SF,116,435,60,112,27,10,6,46,39,51,9,2,.257,.323,.407,.730
133GabrielG AriasAriasSS133‌‌‌,CLE,95,317,34,74,20,1,9,45,21,110,5,4,.233,.290,.388,.678
133AndrewA BenintendiBenintendiLF133‌‌‌,CWS,89,324,44,73,13,2,14,45,31,61,1,0,.225,.293,.407,.700
133BrendanB DonovanDonovan2B133‌‌‌,STL,110,423,57,118,25,0,9,45,40,63,3,2,.279,.348,.402,.750
133JacksonJ HollidayHolliday2B133‌‌‌,BAL,114,452,51,112,16,2,14,45,29,112,11,9,.248,.300,.385,.685
133JoshJ JungJung3B133‌‌‌,TEX,93,343,34,83,12,1,11,45,21,94,4,1,.242,.290,.379,.669
133GavinG LuxLuxLF133‌‌‌,CIN,106,344,38,97,20,1,4,45,43,91,1,0,.282,.362,.381,.743
133JeremyJ PeñaPeñaSS133‌‌‌,HOU,93,362,52,115,20,2,13,45,22,64,17,2,.318,.373,.492,.865
133JacobJ WilsonWilsonSS133‌‌‌,ATH,94,369,46,115,17,0,10,45,21,31,5,2,.312,.354,.439,.793
141MattM ChapmanChapman3B141‌‌‌,SF,96,345,53,79,15,2,16,44,52,100,7,2,.229,.337,.423,.760
141J.P.J CrawfordCrawfordSS141‌‌‌,SEA,119,445,52,117,17,0,9,44,61,95,7,1,.263,.355,.362,.717
141TommyT EdmanEdman2B141‌‌‌,LAD,86,303,43,69,13,1,12,44,18,57,3,1,.228,.281,.396,.677
141BrooksB LeeLee3B141‌‌‌,MIN,102,356,30,87,12,0,11,44,19,69,2,1,.244,.286,.371,.657
141MiguelM VargasVargas3B141‌‌‌,CWS,109,403,58,92,25,2,13,44,41,75,4,0,.228,.306,.397,.703
146NolanN ArenadoArenado3B146‌‌‌,STL,96,361,43,85,15,1,10,43,28,39,2,0,.235,.294,.366,.660
146JordanJ BeckBeckLF146‌‌‌,COL,109,399,53,110,20,5,14,43,36,122,14,8,.276,.341,.456,.797
146JoshJ BellBellDH146‌‌‌,WSH,106,364,40,83,12,1,15,43,48,73,0,2,.228,.325,.390,.715
146XanderX BogaertsBogaertsSS146‌‌‌,SD,120,437,56,116,27,0,10,43,47,77,19,1,.265,.334,.396,.730
146JakeJ CronenworthCronenworth2B146‌‌‌,SD,97,312,43,77,16,1,9,43,47,76,2,3,.247,.361,.391,.752
146SeanS MurphyMurphyC146‌‌‌,ATL,83,263,32,55,12,0,16,43,33,94,0,0,.209,.313,.437,.750
146CoreyC SeagerSeagerSS146‌‌‌,TEX,90,337,50,87,16,0,17,43,53,80,3,0,.258,.364,.457,.821
146MasynM WinnWinnSS146‌‌‌,STL,110,419,62,111,26,0,8,43,31,80,7,5,.265,.320,.384,.704
154AlecA BohmBohm3B154‌‌‌,PHI,92,353,39,98,12,2,8,42,22,62,2,0,.278,.324,.391,.715
154IvánI HerreraHerreraDH154‌‌‌,STL,69,248,29,73,10,0,10,42,27,60,5,1,.294,.373,.456,.829
154RhysR HoskinsHoskins1B154‌‌‌,MIL,82,269,30,65,12,1,12,42,38,85,2,1,.242,.340,.428,.768
154LoganL O'HoppeO'HoppeC154‌‌‌,LAA,94,340,33,80,7,1,18,42,18,112,2,1,.235,.277,.421,.698
154JoeyJ OrtizOrtizSS154‌‌‌,MIL,118,381,55,89,17,0,7,42,25,62,11,3,.234,.286,.333,.619
159HarrisonH BaderBaderCF159‌‌‌,PHI,107,301,35,75,14,0,13,41,30,87,10,5,.249,.333,.425,.758
159IsaacI CollinsCollinsLF159‌‌‌,MIL,99,281,48,81,15,3,8,41,40,73,13,5,.288,.384,.448,.832
159RyanR JeffersJeffersC159‌‌‌,MIN,98,332,41,87,22,0,8,41,39,75,0,0,.262,.352,.401,.753
159AndrewA McCutchenMcCutchenDH159‌‌‌,PIT,105,374,38,91,17,0,11,41,48,94,1,1,.243,.330,.377,.707
159RyanR McMahonMcMahon3B159‌‌‌,NYY,119,405,49,90,19,1,16,41,60,146,2,1,.222,.324,.393,.717
159LarsL NootbaarNootbaarLF159‌‌‌,STL,97,365,54,84,18,0,13,41,48,93,4,4,.230,.325,.386,.711
165BrentonB DoyleDoyleCF165‌‌‌,COL,102,372,44,87,14,2,11,40,25,102,11,1,.234,.281,.371,.652
165CalebC DurbinDurbin3B165‌‌‌,MIL,97,304,43,77,16,0,6,40,23,32,10,6,.253,.336,.365,.701
165PaulP GoldschmidtGoldschmidt1B165‌‌‌,NYY,113,398,65,110,26,1,10,40,31,83,5,1,.276,.331,.422,.753
165StevenS KwanKwanLF165‌‌‌,CLE,115,459,61,127,22,1,10,40,42,45,12,2,.277,.337,.394,.731
165AngelA MartínezMartínezCF165‌‌‌,CLE,102,347,45,81,20,1,10,40,14,83,6,2,.233,.268,.383,.651
165ZachZ McKinstryMcKinstry3B165‌‌‌,DET,111,361,55,94,18,8,10,40,40,91,17,3,.260,.337,.438,.775
171ErnieE ClementClement3B171‌‌‌,TOR,121,425,64,120,23,2,9,39,21,51,3,3,.282,.316,.409,.725
171TJT FriedlFriedlCF171‌‌‌,CIN,115,432,68,117,18,2,10,39,58,86,11,3,.271,.372,.391,.763
171RomyR GonzalezGonzalez1B171‌‌‌,BOS,64,203,34,61,19,3,8,39,11,55,4,3,.300,.338,.542,.880
171Ke'BryanK HayesHayes3B171‌‌‌,CIN,114,412,38,96,11,2,3,39,21,85,10,2,.233,.277,.291,.568
171MattM McLainMcLain2B171‌‌‌,CIN,110,401,56,90,13,0,11,39,42,122,16,1,.224,.304,.339,.643
171J.T.J RealmutoRealmutoC171‌‌‌,PHI,101,383,41,103,22,1,7,39,27,96,6,2,.269,.324,.386,.710
177BrettB BatyBaty3B177‌‌‌,NYM,95,282,34,66,9,2,13,38,24,75,5,0,.234,.294,.418,.712
177JakeJ BurgerBurger1B177‌‌‌,TEX,82,286,35,67,15,0,12,38,9,74,1,1,.234,.266,.413,.679
177CarlosC CorreaCorrea3B177‌‌‌,HOU,105,384,47,106,21,0,9,38,31,76,0,0,.276,.329,.401,.730
177JassonJ DomínguezDomínguezLF177‌‌‌,NYY,101,336,50,85,16,1,9,38,38,105,19,3,.253,.329,.387,.716
177JonathanJ IndiaIndia2B177‌‌‌,KC,112,426,52,101,26,0,7,38,44,82,0,4,.237,.323,.347,.670
177CarsonC KellyKellyC177‌‌‌,CHC,82,264,42,71,12,1,13,38,39,48,0,0,.269,.366,.470,.836
177MaxM KeplerKeplerLF177‌‌‌,PHI,102,329,44,69,16,0,12,38,40,73,2,0,.210,.299,.368,.667
177BenB RiceRiceDH177‌‌‌,NYY,102,336,51,79,20,2,17,38,38,77,3,2,.235,.327,.458,.785
177EricE WagamanWagaman1B177‌‌‌,MIA,107,378,38,87,21,2,6,38,27,81,3,1,.230,.280,.344,.624
177TaylorT WallsWallsSS177‌‌‌,TB,101,282,36,62,14,1,4,38,26,70,14,6,.220,.280,.319,.599
187PatrickP BaileyBaileyC187‌‌‌,SF,99,299,30,65,15,3,2,37,23,100,0,0,.217,.274,.308,.582
187VictorV CaratiniCaratiniC187‌‌‌,HOU,86,276,30,73,12,0,10,37,17,52,1,0,.264,.322,.417,.739
187KodyK ClemensClemens2B187‌‌‌,MIN,83,229,31,49,10,3,13,37,21,58,1,1,.214,.289,.454,.743
187ColtC KeithKeithDH187‌‌‌,DET,110,331,52,86,17,2,10,37,41,78,0,1,.260,.340,.414,.754
187PedroP PagésPagésC187‌‌‌,STL,90,279,30,61,13,0,8,37,16,80,0,0,.219,.264,.351,.615
187JesúsJ SánchezSánchezLF187‌‌‌,HOU,99,352,46,87,17,4,10,37,31,78,9,2,.247,.310,.403,.713
187RamónR UríasUrías2B187‌‌‌,HOU,87,286,30,73,14,0,9,37,23,66,2,0,.255,.306,.399,.705
194MiguelM AndujarAndujarDH194‌‌‌,CIN,71,249,30,77,12,1,9,36,15,38,1,0,.309,.348,.474,.822
194LiamL HicksHicksC194‌‌‌,MIA,86,238,25,63,11,1,4,36,30,46,0,0,.265,.355,.370,.725
194NoelviN MarteMarte3B194‌‌‌,CIN,53,187,27,54,13,1,8,36,8,38,7,3,.289,.327,.497,.824
194CarlosC NarváezNarváezC194‌‌‌,BOS,89,307,43,76,21,0,10,36,32,82,1,1,.248,.317,.414,.731
194TylerT StephensonStephensonC194‌‌‌,CIN,72,252,32,57,15,0,9,36,32,99,0,1,.226,.313,.393,.706
