PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
576BuddyB KennedyKennedy2B576‌‌‌,TOR,6,12,1,1,1,0,0,0,2,3,0,0,.083,.214,.167,.381
576ScottS KingeryKingery2B576‌‌‌,LAA,14,25,3,4,1,0,0,0,2,10,1,1,.160,.222,.200,.422
576AndrewA KittredgeKittredgeP576‌‌‌,BAL,31,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576RyanR KreidlerKreidlerCF576‌‌‌,DET,17,38,5,4,0,0,0,0,4,19,2,0,.105,.190,.105,.295
576JordanJ LawlarLawlar2B576‌‌‌,AZ,8,19,1,0,0,0,0,0,3,9,0,0,.000,.136,.000,.136
576JordanJ LeasureLeasureP576‌‌‌,CWS,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576CaseyC LeguminaLeguminaP576‌‌‌,SEA,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576JackJ LeiterLeiterP576‌‌‌,TEX,22,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
576SandyS LeónLeónC576‌‌‌,ATL,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
576TreyT LipscombLipscomb1B576‌‌‌,WSH,3,4,1,2,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
576DanielD Lynch IVLynchP576‌‌‌,KC,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576JoeJ MantiplyMantiplyP576‌‌‌,AZ,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576JustinJ MartinezMartinezP576‌‌‌,AZ,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576PhilP MatonMatonP576‌‌‌,STL,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576TylerT MatzekMatzekP576‌‌‌,NYY,7,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576MasonM McCoyMcCoyX576‌‌‌,SD,4,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
576CarsonC McCuskerMcCuskerRF576‌‌‌,MIN,6,9,0,2,0,0,0,0,0,5,0,0,.222,.222,.222,.444
576BillyB McKinneyMcKinneyLF576‌‌‌,TEX,2,7,1,1,0,0,0,0,1,1,0,0,.143,.250,.143,.393
576JuanJ MejiaMejiaP576‌‌‌,COL,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576ShelbyS MillerMillerP576‌‌‌,AZ,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576HobyH MilnerMilnerP576‌‌‌,TEX,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576DomD NuñezNuñezC576‌‌‌,CLE,2,7,2,2,0,0,0,0,0,4,0,0,.286,.286,.286,.572
576JonathanJ OrnelasOrnelasSS576‌‌‌,ATL,6,9,1,2,0,0,0,0,1,3,0,0,.222,.300,.222,.522
576KalebK OrtOrtP576‌‌‌,HOU,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576TylerT OwensOwensP576‌‌‌,DET,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576RichieR PalaciosPalaciosLF576‌‌‌,TB,1,4,1,3,1,0,0,0,0,0,1,0,.750,.750,1.000,1.750
576AndreA PallantePallanteP576‌‌‌,STL,24,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576EversonE PereiraPereiraCF576‌‌‌,TB,3,10,1,2,1,0,0,0,0,7,0,0,.200,.200,.300,.500
576TristanT PetersPetersCF576‌‌‌,TB,4,12,0,0,0,0,0,0,0,7,0,0,.000,.000,.000,.000
576ZachZ PopPopP576‌‌‌,SEA,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576A.J.A PukPukP576‌‌‌,AZ,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576CionelC PérezPérezP576‌‌‌,BAL,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576ColinC ReaReaP576‌‌‌,CHC,25,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
576TrevorT RichardsRichardsP576‌‌‌,KC,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576TrevorT RogersRogersP576‌‌‌,BAL,11,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
576TylerT RogersRogersP576‌‌‌,SF,53,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576EddieE RosarioRosarioRF576‌‌‌,ATL,5,8,1,1,0,0,0,0,0,2,0,0,.125,.125,.125,.250
576CésarC SalazarSalazarX576‌‌‌,HOU,8,7,0,1,0,0,0,0,0,1,0,0,.143,.143,.143,.286
576NickN SandlinSandlinP576‌‌‌,TOR,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576JohnJ SchreiberSchreiberP576‌‌‌,KC,55,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576AaronA SchunkSchunkSS576‌‌‌,COL,16,32,1,6,1,0,0,0,0,10,0,0,.188,.188,.219,.407
576TannerTan ScottScottP576‌‌‌,LAD,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576ConnorC SeaboldSeaboldP576‌‌‌,TB,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576HaydenH SengerSengerC576‌‌‌,NYM,21,46,5,8,1,0,0,0,2,14,0,0,.174,.208,.196,.404
576BobB SeymourSeymour1B576‌‌‌,TB,1,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250
576MichaelM SianiSianiCF576‌‌‌,STL,19,17,4,4,0,0,0,0,2,7,0,0,.235,.316,.235,.551
576JonJ SingletonSingletonDH576‌‌‌,HOU,3,9,0,1,0,0,0,0,0,1,0,0,.111,.111,.111,.222
576NickN SolakSolak1B576‌‌‌,PIT,4,11,0,1,0,0,0,0,0,2,0,0,.091,.091,.091,.182
576BennettB SousaSousaP576‌‌‌,HOU,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576MichaelM StefanicStefanic2B576‌‌‌,TOR,9,22,1,4,0,0,0,0,3,3,0,0,.182,.280,.182,.462
576ChadC StevensStevens2B576‌‌‌,LAA,5,13,1,2,0,0,0,0,0,7,0,1,.154,.154,.154,.308
576AliA SánchezSánchezC576‌‌‌,BOS,9,22,2,5,2,0,0,0,0,5,0,0,.227,.227,.318,.545
576SamadS TaylorTaylorRF576‌‌‌,SEA,4,8,1,1,0,0,0,0,0,1,0,0,.125,.125,.125,.250
576RyanR ThompsonThompsonP576‌‌‌,AZ,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576TrentT ThorntonThorntonP576‌‌‌,SEA,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576TerrinT VavraVavra2B576‌‌‌,BAL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576RyanR ViladeViladeLF576‌‌‌,CIN,8,13,1,1,0,0,0,0,2,5,0,0,.077,.200,.077,.277
576RyanR WalkerWalkerP576‌‌‌,SF,52,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576GarrettG WhitlockWhitlockP576‌‌‌,BOS,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576BryseB WilsonWilsonP576‌‌‌,CWS,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
576JackJ WinklerWinklerX576‌‌‌,MIA,11,12,1,2,0,0,0,0,0,4,1,0,.167,.167,.167,.334
