,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
478,Zach Bogosian,2024-25,MIN,R,D,65,4,8,12,-3,39,0.18,4,12,0,0,0,0,0,0,65,6.2,16:17,--
479,Casey Cizikas,2024-25,NYI,L,C,65,5,7,12,-14,38,0.18,5,11,0,1,0,0,0,1,74,6.8,12:49,54.1
480,Mario Ferraro,2024-25,SJS,L,D,67,5,7,12,-20,45,0.18,5,12,0,0,0,0,0,1,64,7.8,21:11,--
481,Jakub Vrana,2024-25,"WSH, NSH",L,L,28,7,4,11,+6,6,0.39,4,8,3,3,0,0,0,3,30,23.3,10:00,26.7
482,Adam Boqvist,2024-25,"FLA, NYI",R,D,30,4,7,11,-6,10,0.37,3,6,1,5,0,0,0,0,37,10.8,13:31,--
483,Matthew Poitras,2024-25,BOS,R,C,33,1,10,11,-5,8,0.33,1,11,0,0,0,0,0,1,29,3.5,13:05,45.7
484,Fedor Svechkov,2024-25,NSH,L,C,34,6,5,11,-11,4,0.32,4,7,2,4,0,0,0,1,49,12.2,12:15,37.2
485,Zac Jones,2024-25,NYR,L,D,36,1,10,11,+1,18,0.31,1,10,0,1,0,0,0,0,37,2.7,17:02,--
486,J.J. Moser,2024-25,TBL,L,D,37,2,9,11,+12,18,0.30,1,9,0,1,1,1,0,0,37,5.4,19:33,--
487,Juuso Parssinen,2024-25,"NSH, COL, NYR",L,C,41,4,7,11,-8,15,0.27,4,10,0,1,0,0,0,0,26,15.4,10:45,48.3
488,Gage Goncalves,2024-25,TBL,L,C,43,4,7,11,+1,8,0.26,3,9,1,2,0,0,0,1,40,10.0,12:17,50.0
489,Mark Jankowski,2024-25,"NSH, CAR",L,L,44,6,5,11,+1,15,0.25,6,11,0,0,0,0,0,0,47,12.8,12:29,50.4
490,Colin Miller,2024-25,WPG,R,D,49,2,9,11,+10,32,0.22,2,11,0,0,0,0,0,0,53,3.8,13:55,--
491,Alexander Holtz,2024-25,VGK,R,R,49,3,8,11,-3,8,0.22,3,10,0,1,0,0,0,0,62,4.8,11:31,25.0
492,Kasperi Kapanen,2024-25,"STL, EDM",R,R,51,6,5,11,-17,12,0.22,6,11,0,0,0,0,0,2,51,11.8,11:26,36.6
493,Radek Faksa,2024-25,STL,L,C,54,3,8,11,-4,30,0.20,3,11,0,0,0,0,0,1,50,6.0,12:55,56.5
494,Nathan Walker,2024-25,STL,L,L,57,7,4,11,-3,38,0.19,7,10,0,0,0,1,0,0,52,13.5,11:46,55.0
495,Zach Whitecloud,2024-25,VGK,R,D,58,4,7,11,+4,25,0.19,4,11,0,0,0,0,0,0,56,7.1,16:46,--
496,Mikey Eyssimont,2024-25,"TBL, SEA",L,C,61,6,5,11,+1,48,0.18,6,11,0,0,0,0,0,1,108,5.6,10:40,22.2
497,Carson Soucy,2024-25,"VAN, NYR",L,D,63,4,7,11,-15,44,0.17,4,11,0,0,0,0,0,2,64,6.3,18:05,--
498,John Beecher,2024-25,BOS,L,C,65,3,8,11,-4,22,0.17,3,11,0,0,0,0,0,0,35,8.6,11:13,53.2
499,Anthony Duclair,2024-25,NYI,L,L,35,6,4,10,-11,8,0.29,4,8,2,2,0,0,0,0,53,11.3,15:26,0.0
500,Dennis Cholowski,2024-25,"NYI, NJD",L,D,35,3,7,10,-1,10,0.29,3,8,0,2,0,0,0,0,27,11.1,12:49,--
501,Urho Vaakanainen,2024-25,"ANA, NYR",L,D,39,2,8,10,+1,16,0.26,2,10,0,0,0,0,0,0,32,6.3,16:03,--
502,Drew Helleson,2024-25,ANA,R,D,39,4,6,10,+3,31,0.26,4,10,0,0,0,0,0,1,42,9.5,15:44,--
503,Artem Zub,2024-25,OTT,R,D,40,2,8,10,-3,22,0.25,2,7,0,1,0,2,0,1,46,4.4,20:16,--
504,Nick Blankenburg,2024-25,NSH,R,D,42,3,7,10,+10,14,0.24,3,8,0,2,0,0,1,2,57,5.3,18:44,--
505,Philipp Kurashev,2024-25,CHI,L,C,43,6,4,10,-29,14,0.23,5,9,1,1,0,0,1,1,48,12.5,14:07,47.0
506,Mathieu Joseph,2024-25,STL,L,R,47,3,7,10,-7,14,0.21,3,10,0,0,0,0,0,0,60,5.0,11:56,54.2
507,Logan Stanley,2024-25,WPG,L,D,51,1,9,10,+9,76,0.20,1,10,0,0,0,0,0,0,40,2.5,15:41,--
508,David Kampf,2024-25,TOR,L,C,52,4,6,10,-3,14,0.19,3,8,0,0,1,2,0,0,41,9.8,12:25,51.6
509,Henry Thrun,2024-25,SJS,L,D,52,1,9,10,-16,30,0.19,1,10,0,0,0,0,0,0,47,2.1,16:54,--
510,Cole Smith,2024-25,NSH,L,R,53,4,6,10,-8,60,0.19,4,9,0,0,0,1,0,0,55,7.3,13:23,50.0
511,TJ Brodie,2024-25,CHI,L,D,54,2,8,10,-18,18,0.19,2,10,0,0,0,0,0,0,23,8.7,15:38,--
512,Nicolas Hague,2024-25,VGK,L,D,54,4,6,10,-7,40,0.19,4,10,0,0,0,0,0,1,64,6.3,16:32,--
513,Michael McCarron,2024-25,NSH,R,C,56,4,6,10,-16,68,0.18,4,10,0,0,0,0,0,1,59,6.8,13:25,55.3
514,Joseph Veleno,2024-25,"DET, CHI",L,C,59,5,5,10,-15,13,0.17,5,10,0,0,0,0,0,0,52,9.6,11:55,48.7
515,Ty Emberson,2024-25,EDM,R,D,64,0,10,10,-5,18,0.16,0,9,0,0,0,1,0,0,55,0.0,14:55,--
516,Ben Chiarot,2024-25,DET,L,D,65,3,7,10,-10,51,0.15,3,9,0,1,0,0,0,0,92,3.3,21:17,--
517,Will Borgen,2024-25,"SEA, NYR",R,D,68,4,6,10,-8,36,0.15,3,9,0,0,1,1,0,0,63,6.4,16:56,--
518,Boone Jenner,2024-25,CBJ,L,C,9,0,9,9,+4,0,1.00,0,9,0,0,0,0,0,0,19,0.0,17:22,54.3
519,Collin Graf,2024-25,SJS,R,R,23,4,5,9,-4,4,0.39,3,6,1,3,0,0,0,1,25,16.0,15:00,50.0
520,Jesse Puljujarvi,2024-25,PIT,R,R,26,3,6,9,-1,10,0.35,3,8,0,1,0,0,0,0,38,7.9,11:36,0.0
521,David Perron,2024-25,OTT,R,L,27,4,5,9,-5,2,0.33,2,5,2,4,0,0,0,1,46,8.7,13:37,35.7
522,Alexandre Texier,2024-25,STL,L,C,27,4,5,9,-3,8,0.33,4,8,0,1,0,0,0,0,45,8.9,12:35,0.0
523,Scott Perunovich,2024-25,"STL, NYI",L,D,33,2,7,9,-2,10,0.27,2,9,0,0,0,0,0,0,18,11.1,15:52,--
524,Cam Atkinson,2024-25,TBL,R,R,38,4,5,9,-4,11,0.24,3,8,1,1,0,0,0,0,43,9.3,8:47,33.3
525,William Carrier,2024-25,CAR,L,L,39,4,5,9,+2,16,0.23,4,9,0,0,0,0,0,1,42,9.5,11:37,45.5
526,Jayden Struble,2024-25,MTL,L,D,39,2,7,9,-4,48,0.23,2,9,0,0,0,0,0,0,36,5.6,14:55,--
527,Mattias Samuelsson,2024-25,BUF,L,D,44,3,6,9,+1,20,0.20,3,9,0,0,0,0,0,0,42,7.1,18:49,--
528,Justin Barron,2024-25,"MTL, NSH",R,D,44,4,5,9,-12,21,0.20,4,8,0,1,0,0,0,0,46,8.7,16:10,--
529,Nathan Bastian,2024-25,NJD,R,R,49,3,6,9,0,29,0.18,1,7,1,1,1,1,0,1,39,7.7,10:51,31.8
530,Adam Edstrom,2024-25,NYR,L,C,51,5,4,9,-5,27,0.18,5,9,0,0,0,0,0,2,40,12.5,9:16,0.0
531,Tomas Nosek,2024-25,FLA,L,L,53,1,8,9,+7,10,0.17,0,7,1,1,0,1,0,0,40,2.5,9:34,50.9
532,Conor Timmins,2024-25,"TOR, PIT",R,D,54,3,6,9,+5,26,0.17,3,9,0,0,0,0,0,0,54,5.6,16:09,--
533,Connor Clifton,2024-25,BUF,R,D,55,0,9,9,-5,31,0.16,0,9,0,0,0,0,0,0,44,0.0,15:16,--
534,Jonas Siegenthaler,2024-25,NJD,L,D,55,2,7,9,+9,44,0.16,2,9,0,0,0,0,0,0,52,3.9,19:36,--
535,Morgan Barron,2024-25,WPG,L,C,59,6,3,9,+5,14,0.15,4,7,0,0,2,2,0,0,72,8.3,10:23,51.4
536,Beck Malenstyn,2024-25,BUF,L,L,60,4,5,9,-14,25,0.15,4,9,0,0,0,0,0,0,48,8.3,10:17,60.7
537,Tanner Jeannot,2024-25,LAK,L,L,61,5,4,9,-3,80,0.15,5,9,0,0,0,0,0,1,49,10.2,11:09,40.0
538,Sam Malinski,2024-25,COL,R,D,61,2,7,9,+8,8,0.15,2,9,0,0,0,0,0,0,79,2.5,15:30,--
539,Brandon Carlo,2024-25,"BOS, TOR",R,D,66,1,8,9,+1,26,0.14,1,9,0,0,0,0,0,0,64,1.6,18:51,--
540,Noel Acciari,2024-25,PIT,R,C,68,4,5,9,-21,12,0.13,4,8,0,0,0,1,0,0,67,6.0,13:32,53.2
541,Luca Del Bel Belluz,2024-25,CBJ,L,C,15,2,6,8,+2,0,0.53,2,7,0,1,0,0,0,0,18,11.1,13:45,43.1
542,Drew Doughty,2024-25,LAK,R,D,16,2,6,8,0,14,0.50,1,4,0,3,1,1,0,0,24,8.3,25:25,--
543,Anthony DeAngelo,2024-25,NYI,R,D,18,2,6,8,-4,6,0.44,2,7,0,1,0,0,1,1,36,5.6,23:16,--
544,Elmer Soderblom,2024-25,DET,L,L,20,3,5,8,0,4,0.40,3,8,0,0,0,0,0,1,28,10.7,13:13,28.6
545,Justin Kirkland,2024-25,CGY,L,C,21,2,6,8,+6,11,0.38,2,8,0,0,0,0,0,0,9,22.2,9:42,42.9
546,Shakir Mukhamadullin,2024-25,SJS,L,D,23,1,7,8,+3,4,0.35,1,6,0,2,0,0,0,0,20,5.0,16:58,--
547,Brett Berard,2024-25,NYR,L,L,24,4,4,8,-8,8,0.33,4,8,0,0,0,0,0,1,43,9.3,11:10,60.0
548,Brock McGinn,2024-25,ANA,L,L,26,4,4,8,+1,0,0.31,4,8,0,0,0,0,0,0,30,13.3,11:43,12.5
549,Hendrix Lapierre,2024-25,WSH,L,C,27,0,8,8,-3,4,0.30,0,8,0,0,0,0,0,0,18,0.0,9:48,39.6
550,Erik Brannstrom,2024-25,VAN,L,D,28,3,5,8,-4,17,0.29,3,7,0,1,0,0,0,1,33,9.1,14:56,--
551,Jordan Greenway,2024-25,BUF,L,L,29,3,5,8,-2,35,0.28,3,8,0,0,0,0,0,0,34,8.8,15:27,20.8
552,Ivan Ivan,2024-25,COL,L,C,40,5,3,8,-9,8,0.20,3,5,2,3,0,0,0,0,34,14.7,10:02,40.9
553,Carl Grundstrom,2024-25,SJS,L,R,43,2,6,8,-13,18,0.19,2,8,0,0,0,0,0,0,61,3.3,9:21,50.0
554,Nolan Allan,2024-25,CHI,L,D,43,1,7,8,-13,16,0.19,1,8,0,0,0,0,0,0,17,5.9,15:08,--
555,Pierre Engvall,2024-25,NYI,L,L,45,4,4,8,-10,14,0.18,4,8,0,0,0,0,0,1,48,8.3,11:06,19.2
556,Calvin de Haan,2024-25,"COL, NYR",L,D,47,0,8,8,-4,12,0.17,0,8,0,0,0,0,0,0,51,0.0,14:58,--
557,Trevor Lewis,2024-25,LAK,R,C,48,4,4,8,-5,20,0.17,4,8,0,0,0,0,0,1,43,9.3,10:13,47.1
558,Jan Rutta,2024-25,SJS,R,D,51,2,6,8,-6,28,0.16,2,8,0,0,0,0,0,0,51,3.9,16:57,--
559,Tye Kartye,2024-25,SEA,L,L,52,4,4,8,-16,36,0.15,4,8,0,0,0,0,0,0,45,8.9,9:43,23.1
560,Josh Mahura,2024-25,SEA,L,D,53,0,8,8,+4,16,0.15,0,8,0,0,0,0,0,0,52,0.0,13:35,--
561,Rasmus Kupari,2024-25,WPG,R,C,58,5,3,8,-1,16,0.14,5,8,0,0,0,0,0,1,52,9.6,10:20,52.6
562,Marat Khusnutdinov,2024-25,"MIN, BOS",L,C,60,3,5,8,-6,14,0.13,3,7,0,0,0,1,0,0,31,9.7,11:26,43.3
563,Ryan Lomberg,2024-25,CGY,L,L,62,1,7,8,-1,55,0.13,1,8,0,0,0,0,0,0,53,1.9,8:35,18.2
564,Kyle MacLean,2024-25,NYI,L,C,64,3,5,8,-12,10,0.13,3,8,0,0,0,0,0,0,48,6.3,9:41,47.5
565,Jake Christiansen,2024-25,CBJ,L,D,65,1,7,8,+8,11,0.12,1,8,0,0,0,0,0,0,57,1.8,12:43,--
566,Anthony Mantha,2024-25,CGY,L,R,13,4,3,7,+6,11,0.54,2,5,1,1,1,1,0,1,15,26.7,13:54,33.3
567,Hampus Lindholm,2024-25,BOS,L,D,17,3,4,7,-4,4,0.41,3,6,0,1,0,0,0,1,35,8.6,20:51,--
568,Sam Colangelo,2024-25,ANA,R,R,20,6,1,7,-6,2,0.35,5,6,1,1,0,0,0,1,28,21.4,11:39,28.6
569,Colton Dach,2024-25,CHI,L,C,22,2,5,7,0,17,0.32,2,7,0,0,0,0,0,0,24,8.3,11:58,50.0
570,Ethen Frank,2024-25,WSH,R,C,22,4,3,7,+6,6,0.32,4,6,0,1,0,0,0,1,21,19.1,10:38,0.0
571,John Marino,2024-25,UTA,R,D,23,1,6,7,+4,0,0.30,1,7,0,0,0,0,0,0,20,5.0,21:26,--
572,Kaedan Korczak,2024-25,VGK,R,D,27,0,7,7,+9,0,0.26,0,7,0,0,0,0,0,0,22,0.0,14:27,--
573,Klim Kostin,2024-25,SJS,L,C,33,1,6,7,-4,27,0.21,1,6,0,1,0,0,0,0,28,3.6,10:42,30.8
574,Daniil Miromanov,2024-25,CGY,R,D,37,1,6,7,+3,12,0.19,1,7,0,0,0,0,0,1,44,2.3,18:21,--
575,Derek Forbort,2024-25,VAN,L,D,39,1,6,7,-7,34,0.18,1,6,0,1,0,0,0,0,32,3.1,17:39,--
576,Dakota Joshua,2024-25,VAN,L,C,40,4,3,7,-11,24,0.18,2,4,1,2,1,1,0,0,30,13.3,13:05,65.5
577,Cole Schwindt,2024-25,VGK,R,R,40,0,7,7,+2,0,0.18,0,7,0,0,0,0,0,0,31,0.0,9:13,49.8
578,Jakub Lauko,2024-25,"MIN, BOS",L,C,41,3,4,7,-5,31,0.17,2,6,0,0,1,1,0,1,30,10.0,10:13,14.3
579,Albert Johansson,2024-25,DET,L,D,45,1,6,7,-8,26,0.16,1,7,0,0,0,0,0,1,33,3.0,16:18,--
580,Mathew Dumba,2024-25,DAL,R,D,46,1,6,7,-4,52,0.15,1,7,0,0,0,0,0,0,35,2.9,15:15,--
581,Christian Fischer,2024-25,"DET, CBJ",R,R,46,1,6,7,-6,11,0.15,1,7,0,0,0,0,0,0,31,3.2,11:07,56.3
582,Jake Bean,2024-25,CGY,L,D,47,2,5,7,-1,8,0.15,2,7,0,0,0,0,0,0,58,3.5,15:43,--
583,Mikael Pyyhtia,2024-25,CBJ,L,L,47,4,3,7,-11,6,0.15,3,6,0,0,1,1,0,0,32,12.5,12:06,66.7
584,Troy Stecher,2024-25,EDM,R,D,52,3,4,7,-2,27,0.13,3,7,0,0,0,0,0,0,40,7.5,13:48,--
585,Kevin Rooney,2024-25,CGY,L,C,53,4,3,7,-3,14,0.13,4,6,0,0,0,1,0,0,39,10.3,9:28,48.2
586,Scott Mayfield,2024-25,NYI,R,D,55,2,5,7,+14,27,0.13,2,7,0,0,0,0,0,0,41,4.9,17:06,--
587,Barclay Goodrow,2024-25,SJS,L,C,62,4,3,7,-31,64,0.11,3,6,0,0,1,1,0,0,62,6.5,13:57,43.7
588,Brayden Pachal,2024-25,CGY,R,D,63,2,5,7,+1,82,0.11,2,6,0,0,0,1,0,0,50,4.0,14:24,--
589,Luke Glendening,2024-25,TBL,R,C,65,4,3,7,-8,10,0.11,3,5,0,0,1,2,0,0,47,8.5,10:54,56.2
590,Anthony Richard,2024-25,PHI,L,C,15,2,4,6,-3,0,0.40,2,5,0,1,0,0,0,0,19,10.5,12:22,0.0
591,Phillip Di Giuseppe,2024-25,VAN,L,L,20,1,5,6,-2,4,0.30,1,6,0,0,0,0,0,0,23,4.4,11:34,20.0
592,Victor Mancini,2024-25,"NYR, VAN",R,D,20,1,5,6,-2,2,0.30,1,6,0,0,0,0,0,0,24,4.2,15:12,--
593,Jordan Oesterle,2024-25,"BOS, NSH",L,D,24,1,5,6,+3,4,0.25,1,6,0,0,0,0,0,0,21,4.8,17:26,--
594,Jack Thompson,2024-25,SJS,R,D,24,3,3,6,-6,10,0.25,3,3,0,3,0,0,0,0,33,9.1,15:43,--
595,Max Sasson,2024-25,VAN,L,C,24,2,4,6,+3,0,0.25,2,6,0,0,0,0,0,0,25,8.0,10:06,41.9
596,Vincent Hinostroza,2024-25,"NSH, MIN",R,C,25,4,2,6,-1,8,0.24,1,3,3,3,0,0,0,1,36,11.1,12:57,36.4
597,Emil Andrae,2024-25,PHI,L,D,27,1,5,6,+2,14,0.22,1,3,0,3,0,0,0,0,35,2.9,18:42,--
598,Marc Del Gaizo,2024-25,NSH,L,D,28,1,5,6,0,17,0.21,1,6,0,0,0,0,0,0,43,2.3,16:07,--
599,Denton Mateychuk,2024-25,CBJ,L,D,28,3,3,6,-2,14,0.21,3,6,0,0,0,0,0,0,25,12.0,18:16,--
600,Haydn Fleury,2024-25,WPG,L,D,33,0,6,6,-8,4,0.18,0,6,0,0,0,0,0,0,36,0.0,16:23,--
601,Jeff Petry,2024-25,DET,R,D,34,1,5,6,-7,12,0.18,1,5,0,1,0,0,0,1,23,4.4,19:11,--
602,Jimmy Vesey,2024-25,"NYR, COL",L,L,35,4,2,6,-3,0,0.17,4,6,0,0,0,0,0,0,30,13.3,10:44,25.0
603,Tyler Motte,2024-25,DET,L,C,39,2,4,6,-12,2,0.15,2,6,0,0,0,0,0,0,45,4.4,11:21,48.9
604,Jacob Bryson,2024-25,BUF,L,D,40,0,6,6,-3,10,0.15,0,6,0,0,0,0,0,0,16,0.0,14:16,--
605,Noah Gregor,2024-25,"OTT, SJS",L,L,41,4,2,6,-13,19,0.15,3,5,0,0,1,1,0,2,48,8.3,11:22,50.0
606,Jacob Moverare,2024-25,LAK,L,D,42,1,5,6,+1,10,0.14,1,6,0,0,0,0,0,0,25,4.0,11:33,--
607,Wyatt Kaiser,2024-25,CHI,L,D,42,3,3,6,+1,14,0.14,3,6,0,0,0,0,0,0,52,5.8,17:49,--
608,Oliver Wahlstrom,2024-25,"NYI, BOS",R,R,43,3,3,6,-6,37,0.14,3,5,0,1,0,0,0,1,54,5.6,10:14,75.0
609,Henri Jokiharju,2024-25,"BUF, BOS",R,D,45,3,3,6,+7,12,0.13,3,6,0,0,0,0,0,2,46,6.5,16:30,--
610,Jansen Harkins,2024-25,ANA,L,C,47,2,4,6,-5,16,0.13,2,6,0,0,0,0,0,1,38,5.3,11:01,54.7
611,Ty Dellandrea,2024-25,SJS,R,C,53,1,5,6,-20,41,0.11,1,6,0,0,0,0,0,0,37,2.7,11:41,51.3
612,Simon Benoit,2024-25,TOR,L,D,61,1,5,6,+2,46,0.10,1,6,0,0,0,0,0,0,37,2.7,16:21,--
613,Tyler Kleven,2024-25,OTT,L,D,62,4,2,6,-4,23,0.10,4,6,0,0,0,0,0,1,61,6.6,14:16,--
614,Arber Xhekaj,2024-25,MTL,L,D,62,1,5,6,-8,97,0.10,1,6,0,0,0,0,0,0,65,1.5,15:03,--
615,Zemgus Girgensons,2024-25,TBL,L,C,65,2,4,6,-4,31,0.09,2,6,0,0,0,0,0,1,71,2.8,11:39,43.9
616,Seamus Casey,2024-25,NJD,R,D,10,4,1,5,+5,0,0.50,2,3,2,2,0,0,0,1,9,44.4,11:57,--
617,Daniel Sprong,2024-25,"VAN, SEA, NJD",R,R,20,2,3,5,0,2,0.25,1,4,1,1,0,0,0,1,34,5.9,12:00,0.0
618,Lian Bichsel,2024-25,DAL,L,D,22,2,3,5,+6,18,0.23,2,5,0,0,0,0,0,1,21,9.5,14:57,--
619,Adam Wilsby,2024-25,NSH,L,D,23,1,4,5,+3,6,0.22,1,5,0,0,0,0,0,0,33,3.0,18:06,--
620,Dennis Gilbert,2024-25,"BUF, OTT",L,D,26,0,5,5,-4,50,0.19,0,5,0,0,0,0,0,0,5,0.0,9:56,--
621,Vladislav Kolyachonok,2024-25,"UTA, PIT",L,D,28,2,3,5,-10,6,0.18,2,5,0,0,0,0,0,1,17,11.8,12:57,--
622,David Gustafsson,2024-25,WPG,L,C,29,1,4,5,+9,7,0.17,1,5,0,0,0,0,0,0,26,3.9,9:01,49.5
623,Ryan Shea,2024-25,PIT,L,D,30,2,3,5,-7,8,0.17,2,4,0,1,0,0,0,0,16,12.5,16:55,--
624,Matt Rempe,2024-25,NYR,R,C,31,2,3,5,+6,52,0.16,2,5,0,0,0,0,0,0,21,9.5,7:59,18.2
625,Derek Ryan,2024-25,EDM,R,C,33,1,4,5,-5,12,0.15,1,5,0,0,0,0,0,0,17,5.9,9:25,60.3
626,Isaiah George,2024-25,NYI,L,D,33,1,4,5,-3,6,0.15,1,5,0,0,0,0,0,1,26,3.9,15:39,--
627,Jack Johnson,2024-25,CBJ,L,D,34,0,5,5,-6,2,0.15,0,5,0,0,0,0,0,0,18,0.0,12:46,--
628,Joel Hanley,2024-25,CGY,L,D,36,1,4,5,+5,13,0.14,1,5,0,0,0,0,0,1,24,4.2,17:35,--
629,Nils Lundkvist,2024-25,DAL,R,D,39,0,5,5,+4,20,0.13,0,5,0,0,0,0,0,0,52,0.0,15:01,--
630,Curtis Lazar,2024-25,NJD,R,C,40,2,3,5,0,12,0.13,2,5,0,0,0,0,0,0,25,8.0,10:31,51.3
631,Parker Wotherspoon,2024-25,BOS,L,D,40,1,4,5,-3,8,0.13,1,5,0,0,0,0,0,0,32,3.1,17:54,--
632,Justin Dowling,2024-25,NJD,L,C,43,2,3,5,-3,4,0.12,2,5,0,0,0,0,0,0,25,8.0,9:53,47.5
633,Juuso Välimäki,2024-25,UTA,L,D,43,2,3,5,-5,14,0.12,2,5,0,0,0,0,0,0,40,5.0,16:33,--
634,Sam Lafferty,2024-25,BUF,R,C,46,2,3,5,-10,22,0.11,2,5,0,0,0,0,0,0,35,5.7,9:40,49.5
635,Justin Holl,2024-25,DET,R,D,58,1,4,5,-8,16,0.09,1,5,0,0,0,0,0,0,29,3.5,14:44,--
636,Luke Schenn,2024-25,"NSH, WPG",R,D,63,1,4,5,-7,41,0.08,1,5,0,0,0,0,0,0,67,1.5,15:39,--
637,Rory Kerins,2024-25,CGY,L,C,5,0,4,4,+3,0,0.80,0,3,0,1,0,0,0,0,3,0.0,12:14,33.3
638,Logan Mailloux,2024-25,MTL,R,D,7,2,2,4,-5,6,0.57,2,4,0,0,0,0,0,0,10,20.0,16:12,--
639,John Klingberg,2024-25,EDM,R,D,10,1,3,4,+2,8,0.40,1,4,0,0,0,0,0,0,17,5.9,17:21,--
640,Oliver Kylington,2024-25,COL,L,D,13,1,3,4,-3,4,0.31,1,4,0,0,0,0,0,0,4,25.0,12:59,--
641,Sean Durzi,2024-25,UTA,R,D,13,1,3,4,+3,11,0.31,1,4,0,0,0,0,0,0,15,6.7,20:01,--
642,Nick DeSimone,2024-25,UTA,R,D,14,0,4,4,0,0,0.29,0,4,0,0,0,0,0,0,16,0.0,15:30,--
643,Arthur Kaliyev,2024-25,NYR,L,R,14,3,1,4,+2,2,0.29,3,4,0,0,0,0,0,0,21,14.3,11:13,--
644,Fraser Minten,2024-25,TOR,L,C,15,2,2,4,-4,0,0.27,2,3,0,1,0,0,0,1,16,12.5,12:14,47.8
645,Ethan Del Mastro,2024-25,CHI,L,D,16,2,2,4,-2,2,0.25,2,4,0,0,0,0,0,0,12,16.7,17:41,--
646,Juha Jaaska,2024-25,CAR,L,L,17,0,4,4,+3,9,0.24,0,3,0,0,0,1,0,0,11,0.0,8:45,51.6
647,Ivan Miroshnichenko,2024-25,WSH,R,L,18,1,3,4,+1,0,0.22,1,3,0,1,0,0,0,0,14,7.1,9:21,--
648,Aatu Raty,2024-25,VAN,L,C,21,2,2,4,-2,8,0.19,2,4,0,0,0,0,0,0,14,14.3,9:30,56.0
649,Marc Gatcomb,2024-25,NYI,R,C,22,3,1,4,-2,11,0.18,3,4,0,0,0,0,0,0,15,20.0,9:01,37.5
650,Tyler Tucker,2024-25,STL,L,D,23,2,2,4,0,30,0.17,2,4,0,0,0,0,0,0,22,9.1,13:31,--
651,Liam Ohgren,2024-25,MIN,L,L,23,1,3,4,-7,2,0.17,1,3,0,1,0,0,0,1,28,3.6,11:06,--
652,Matthew Highmore,2024-25,OTT,L,C,25,1,3,4,-7,6,0.16,1,4,0,0,0,0,0,1,26,3.9,11:37,27.3
653,Jacob Bernard-Docker,2024-25,OTT,R,D,25,1,3,4,+2,4,0.16,1,4,0,0,0,0,0,0,18,5.6,13:06,--
654,Louis Crevier,2024-25,CHI,R,D,27,3,1,4,-3,10,0.15,3,4,0,0,0,0,0,0,26,11.5,17:41,--
655,Brendan Smith,2024-25,DAL,L,D,28,0,4,4,-9,31,0.14,0,4,0,0,0,0,0,0,23,0.0,12:57,--
656,Miles Wood,2024-25,COL,L,L,29,2,2,4,-5,46,0.14,2,4,0,0,0,0,0,1,49,4.1,11:22,33.3
657,Philippe Myers,2024-25,TOR,R,D,29,1,3,4,-7,11,0.14,1,4,0,0,0,0,0,0,39,2.6,16:31,--
658,Jordan Harris,2024-25,CBJ,L,D,29,1,3,4,-5,6,0.14,1,4,0,0,0,0,0,0,13,7.7,11:07,--
659,Connor Dewar,2024-25,"TOR, PIT",L,C,34,1,3,4,-1,5,0.12,1,3,0,0,0,1,0,0,32,3.1,10:16,43.0
660,Devin Shore,2024-25,MIN,L,C,43,1,3,4,-5,4,0.09,1,4,0,0,0,0,0,0,30,3.3,8:28,46.2
661,Ross Johnston,2024-25,ANA,L,L,43,1,3,4,-2,72,0.09,1,4,0,0,0,0,0,1,9,11.1,8:41,0.0
662,Zack Ostapchuk,2024-25,OTT,L,C,43,1,3,4,-7,26,0.09,1,4,0,0,0,0,0,0,20,5.0,9:20,49.1
663,Jon Merrill,2024-25,MIN,L,D,55,1,3,4,-6,16,0.07,1,4,0,0,0,0,0,0,37,2.7,14:26,--
664,Nikita Chibrikov,2024-25,WPG,L,R,4,2,1,3,+1,0,0.75,2,2,0,1,0,0,0,0,6,33.3,11:24,--
665,Olle Lycksell,2024-25,PHI,L,R,10,0,3,3,+1,2,0.30,0,3,0,0,0,0,0,0,5,0.0,11:26,50.0
666,Vinni Lettieri,2024-25,BOS,R,C,12,2,1,3,-1,4,0.25,2,3,0,0,0,0,0,0,21,9.5,12:33,47.1
667,David Jiricek,2024-25,"CBJ, MIN",R,D,12,1,2,3,0,6,0.25,1,3,0,0,0,0,0,0,9,11.1,12:07,--
668,Tyson Barrie,2024-25,CGY,R,D,13,1,2,3,-7,4,0.23,1,1,0,2,0,0,0,0,19,5.3,15:48,--
669,Rodrigo Abols,2024-25,PHI,L,C,13,2,1,3,-4,2,0.23,2,3,0,0,0,0,0,0,14,14.3,9:14,54.6
670,Maveric Lamoureux,2024-25,UTA,R,D,15,1,2,3,+3,42,0.20,1,3,0,0,0,0,0,0,17,5.9,16:07,--
671,Jonathan Lekkerimaki,2024-25,VAN,R,R,15,2,1,3,-7,2,0.20,2,3,0,0,0,0,0,0,22,9.1,13:03,--
672,Landon Slaggert,2024-25,CHI,L,L,17,2,1,3,-2,15,0.18,2,3,0,0,0,0,0,1,22,9.1,12:45,0.0
673,Andre Lee,2024-25,LAK,L,L,19,1,2,3,-5,11,0.16,1,3,0,0,0,0,0,1,18,5.6,9:10,--
