,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
1,Nathan MacKinnon,2024-25,COL,R,C,66,27,75,102,+25,31,1.55,19,69,8,33,0,0,1,5,268,10.1,22:55,49.1
2,Leon Draisaitl,2024-25,EDM,L,C,66,49,51,100,+29,34,1.52,34,70,15,30,0,0,5,10,221,22.2,21:39,54.5
3,Nikita Kucherov,2024-25,TBL,L,R,61,28,64,92,+13,39,1.51,23,56,5,36,0,0,1,8,205,13.7,21:28,50.0
4,Connor McDavid,2024-25,EDM,L,C,60,24,61,85,+5,31,1.42,15,56,9,29,0,0,0,3,182,13.2,22:22,47.9
5,Kyle Connor,2024-25,WPG,L,L,67,35,49,84,+15,25,1.25,24,54,9,28,2,2,1,7,218,16.1,20:21,12.5
6,David Pastrnak,2024-25,BOS,R,R,67,34,48,82,-3,34,1.22,27,63,7,19,0,0,3,4,279,12.2,20:19,37.5
7,Mitch Marner,2024-25,TOR,R,R,64,21,59,80,+10,14,1.25,14,51,6,27,1,2,2,6,143,14.7,21:34,33.3
8,Jack Eichel,2024-25,VGK,R,C,64,20,59,79,+28,6,1.23,15,47,4,30,1,2,0,2,202,9.9,20:53,46.3
9,Jesper Bratt,2024-25,NJD,L,L,67,19,57,76,+10,14,1.13,14,46,4,28,1,2,0,1,148,12.8,18:41,0.0
10,Cale Makar,2024-25,COL,R,D,66,24,51,75,+22,14,1.14,12,42,10,30,2,3,0,3,203,11.8,25:39,--
11,Mark Scheifele,2024-25,WPG,R,C,67,35,40,75,+13,53,1.12,25,52,10,23,0,0,2,9,144,24.3,20:22,48.8
12,Clayton Keller,2024-25,UTA,L,R,64,23,51,74,-7,18,1.16,16,43,7,31,0,0,1,4,173,13.3,19:19,31.0
13,Mikko Rantanen,2024-25,"COL, CAR, DAL",L,R,65,29,44,73,+9,40,1.12,19,50,10,23,0,0,0,6,183,15.9,21:50,52.5
14,Brandon Hagel,2024-25,TBL,L,L,65,30,42,72,+27,48,1.11,27,57,0,8,3,7,0,4,186,16.1,21:05,34.8
15,Sidney Crosby,2024-25,PIT,L,C,66,23,49,72,-22,25,1.09,15,52,8,20,0,0,3,6,185,12.4,20:23,56.3
16,Martin Necas,2024-25,"CAR, COL",R,C,66,22,50,72,+8,14,1.09,13,42,9,30,0,0,0,8,162,13.6,18:58,37.5
17,Jack Hughes,2024-25,NJD,L,C,62,27,43,70,+12,18,1.13,20,41,6,27,1,2,2,7,229,11.8,20:54,37.6
18,Sam Reinhart,2024-25,FLA,R,C,66,32,38,70,+13,27,1.06,17,39,10,25,5,6,0,4,174,18.4,20:32,40.0
19,Zach Werenski,2024-25,CBJ,L,D,64,20,49,69,+11,29,1.08,14,45,5,21,1,3,2,4,227,8.8,26:56,--
20,Artemi Panarin,2024-25,NYR,R,L,64,28,41,69,-7,16,1.08,20,47,8,22,0,0,0,2,197,14.2,19:46,0.0
21,Nick Suzuki,2024-25,MTL,R,C,65,20,49,69,+11,6,1.06,16,45,3,23,1,1,4,5,133,15.0,19:42,51.3
22,Lucas Raymond,2024-25,DET,R,L,66,22,46,68,-9,18,1.03,15,35,6,32,1,1,1,3,156,14.1,19:01,0.0
23,William Nylander,2024-25,TOR,R,R,65,36,31,67,+1,18,1.03,27,42,9,25,0,0,2,8,213,16.9,19:53,47.8
24,Tim Stützle,2024-25,OTT,L,C,65,20,47,67,0,34,1.03,17,40,3,27,0,0,1,1,131,15.3,20:02,45.0
25,Matt Duchene,2024-25,DAL,L,C,65,25,41,66,+10,8,1.02,18,43,7,23,0,0,1,6,119,21.0,17:17,53.0
26,Jason Robertson,2024-25,DAL,L,L,65,28,38,66,+7,10,1.02,20,49,8,17,0,0,1,5,178,15.7,17:55,35.3
27,Brayden Point,2024-25,TBL,R,C,60,32,33,65,+8,2,1.08,19,39,13,26,0,0,2,6,152,21.1,19:37,50.3
28,Travis Konecny,2024-25,PHI,R,R,67,22,43,65,-10,45,0.97,13,46,8,16,1,3,0,3,151,14.6,20:45,34.9
29,Dylan Strome,2024-25,WSH,L,C,66,20,44,64,+10,28,0.97,14,38,6,26,0,0,0,2,118,17.0,17:32,54.8
30,Jake Guentzel,2024-25,TBL,L,C,64,32,31,63,+11,18,0.98,18,42,14,21,0,0,0,3,167,19.2,19:59,47.2
31,Kirill Marchenko,2024-25,CBJ,R,R,62,25,37,62,+32,16,1.00,23,46,2,16,0,0,1,2,165,15.2,18:44,31.4
32,Sebastian Aho,2024-25,CAR,L,C,65,24,38,62,+3,42,0.95,18,37,3,19,3,6,5,7,171,14.0,20:18,55.4
33,Quinn Hughes,2024-25,VAN,L,D,51,14,47,61,+9,27,1.20,11,38,3,23,0,0,0,3,144,9.7,25:13,--
34,Gabriel Vilardi,2024-25,WPG,R,C,67,27,34,61,+12,14,0.91,15,36,12,25,0,0,0,6,123,22.0,18:06,49.3
35,Aleksander Barkov,2024-25,FLA,L,C,56,17,43,60,+2,12,1.07,9,32,7,24,1,4,1,3,124,13.7,20:23,58.4
36,Wyatt Johnston,2024-25,DAL,R,C,65,24,36,60,+6,12,0.92,13,36,8,21,3,3,1,2,171,14.0,19:07,49.3
37,Filip Forsberg,2024-25,NSH,R,L,64,25,34,59,-14,38,0.92,17,40,8,19,0,0,0,2,228,11.0,18:46,10.0
38,Cole Caufield,2024-25,MTL,R,R,65,32,27,59,+4,14,0.91,22,44,10,15,0,0,1,6,194,16.5,17:58,45.5
39,Dylan Larkin,2024-25,DET,L,C,66,27,32,59,-6,38,0.89,14,35,13,24,0,0,0,2,207,13.0,20:02,54.6
40,Tage Thompson,2024-25,BUF,R,C,58,34,24,58,+6,29,1.00,29,45,5,13,0,0,0,3,181,18.8,18:36,42.3
41,Alex DeBrincat,2024-25,DET,R,R,66,31,27,58,-16,20,0.88,20,32,11,26,0,0,1,4,193,16.1,17:43,46.0
42,Aliaksei Protas,2024-25,WSH,L,C,66,28,30,58,+38,18,0.88,26,53,0,1,2,4,1,5,125,22.4,16:33,26.1
43,Rickard Rakell,2024-25,PIT,R,R,67,30,28,58,-19,10,0.87,24,44,6,14,0,0,1,1,170,17.7,19:22,52.2
44,Mark Stone,2024-25,VGK,R,R,51,17,40,57,+20,8,1.12,12,33,5,23,0,1,0,3,104,16.4,19:38,36.4
45,Matthew Tkachuk,2024-25,FLA,L,L,52,22,35,57,-3,54,1.10,11,34,11,23,0,0,0,2,156,14.1,18:14,20.0
46,Nikolaj Ehlers,2024-25,WPG,L,L,58,21,36,57,+17,10,0.98,15,36,6,21,0,0,1,4,150,14.0,15:54,26.3
47,Pierre-Luc Dubois,2024-25,WSH,L,L,66,17,40,57,+27,50,0.86,15,47,2,10,0,0,1,3,119,14.3,17:18,49.2
48,Auston Matthews,2024-25,TOR,L,C,50,23,33,56,+2,20,1.12,16,38,6,17,1,1,1,1,200,11.5,20:39,56.9
49,John Tavares,2024-25,TOR,L,C,58,27,29,56,+6,34,0.97,17,41,10,15,0,0,1,7,154,17.5,18:27,57.0
50,Matt Boldy,2024-25,MIN,L,L,66,21,34,55,+1,41,0.83,15,38,6,17,0,0,1,8,229,9.2,20:09,43.9
51,Tom Wilson,2024-25,WSH,R,R,65,29,25,54,+20,65,0.83,16,34,11,16,2,4,2,4,144,20.1,18:47,25.0
52,Tomas Hertl,2024-25,VGK,L,C,65,27,27,54,-6,20,0.83,15,33,12,21,0,0,0,3,158,17.1,17:18,56.4
53,Mikael Granlund,2024-25,"SJS, DAL",L,C,66,16,38,54,-5,26,0.82,10,37,5,16,1,1,0,2,144,11.1,20:02,49.2
54,Alex Ovechkin,2024-25,WSH,R,L,50,33,20,53,+18,14,1.06,24,38,9,15,0,0,1,6,186,17.7,17:49,0.0
55,Anze Kopitar,2024-25,LAK,L,C,64,16,37,53,+5,2,0.83,13,35,3,17,0,1,0,5,83,19.3,19:09,56.7
56,Adrian Kempe,2024-25,LAK,L,R,64,27,26,53,+13,28,0.83,21,42,5,10,1,1,1,4,190,14.2,19:24,45.0
57,Drake Batherson,2024-25,OTT,R,R,65,18,35,53,-7,18,0.82,8,28,10,25,0,0,0,2,139,13.0,18:24,47.4
58,Evan Bouchard,2024-25,EDM,R,D,66,13,40,53,+15,24,0.80,11,32,2,21,0,0,1,2,196,6.6,23:33,--
59,Marco Rossi,2024-25,MIN,L,C,66,21,32,53,+11,24,0.80,15,40,6,13,0,0,1,2,113,18.6,18:27,48.1
60,Kirill Kaprizov,2024-25,MIN,L,L,37,23,29,52,+19,14,1.41,20,40,3,12,0,0,1,4,128,18.0,22:25,0.0
61,Robert Thomas,2024-25,STL,R,C,54,17,35,52,+6,18,0.96,14,40,2,11,1,1,0,3,118,14.4,20:01,55.8
62,J.T. Miller,2024-25,"VAN, NYR",L,C,56,16,36,52,-4,43,0.93,12,32,4,20,0,0,1,2,108,14.8,18:03,59.2
63,Roope Hintz,2024-25,DAL,L,C,59,25,27,52,+13,20,0.88,18,35,6,15,1,2,0,6,132,18.9,16:49,54.7
64,Brady Tkachuk,2024-25,OTT,L,L,63,27,25,52,0,112,0.83,14,30,13,22,0,0,4,5,262,10.3,18:34,49.2
65,Josh Morrissey,2024-25,WPG,L,D,66,10,42,52,+14,22,0.79,7,31,3,21,0,0,1,2,142,7.0,24:06,--
66,Connor Bedard,2024-25,CHI,R,C,66,17,35,52,-31,48,0.79,10,29,7,23,0,0,1,5,157,10.8,20:20,37.3
67,Rasmus Dahlin,2024-25,BUF,L,D,56,11,40,51,+7,46,0.91,7,33,4,17,0,1,1,1,148,7.4,24:20,--
68,Nico Hischier,2024-25,NJD,L,C,61,27,24,51,+12,18,0.84,16,28,11,22,0,1,0,2,161,16.8,20:15,55.2
69,JJ Peterka,2024-25,BUF,L,R,61,19,32,51,-1,26,0.84,15,39,4,12,0,0,0,3,136,14.0,18:14,25.0
70,Victor Hedman,2024-25,TBL,L,D,62,11,40,51,+13,26,0.82,8,30,3,21,0,0,0,1,146,7.5,23:11,--
71,Lane Hutson,2024-25,MTL,L,D,65,4,47,51,-14,32,0.78,3,29,1,22,0,0,0,0,73,5.5,22:21,--
72,Teuvo Teravainen,2024-25,CHI,L,C,66,15,36,51,-13,10,0.77,8,30,7,20,0,1,0,0,97,15.5,16:58,37.8
73,Connor McMichael,2024-25,WSH,L,C,66,23,28,51,+23,28,0.77,19,40,4,10,0,1,0,5,148,15.5,17:06,45.0
74,Seth Jarvis,2024-25,CAR,R,C,59,26,24,50,+5,12,0.85,16,31,6,13,4,6,0,2,155,16.8,19:35,32.5
75,Nick Schmaltz,2024-25,UTA,R,C,65,15,35,50,-11,8,0.77,9,30,6,20,0,0,0,1,145,10.3,18:56,47.6
76,Jordan Kyrou,2024-25,STL,R,C,66,24,26,50,+9,18,0.76,18,37,6,13,0,0,0,4,186,12.9,17:41,30.8
77,Macklin Celebrini,2024-25,SJS,L,C,55,20,29,49,-26,24,0.89,13,30,7,19,0,0,1,4,192,10.4,19:47,48.1
78,Bryan Rust,2024-25,PIT,R,R,57,22,27,49,-22,16,0.86,19,37,3,12,0,0,2,5,142,15.5,19:40,69.2
79,William Eklund,2024-25,SJS,L,L,62,14,35,49,-3,22,0.79,8,32,6,15,0,2,1,2,115,12.2,19:36,30.0
80,Alex Tuch,2024-25,BUF,R,R,64,25,24,49,+12,38,0.77,21,39,1,6,3,4,0,2,157,15.9,19:22,43.2
81,Ryan Donato,2024-25,CHI,L,C,64,23,26,49,-10,37,0.77,20,38,3,11,0,0,0,2,145,15.9,15:40,43.0
82,Dylan Guenther,2024-25,UTA,R,R,53,24,24,48,+5,20,0.91,13,25,11,23,0,0,3,8,159,15.1,16:56,38.9
83,Shea Theodore,2024-25,VGK,L,D,55,7,41,48,+10,20,0.87,5,29,2,19,0,0,0,2,111,6.3,22:03,--
84,Adam Fox,2024-25,NYR,R,D,58,5,43,48,+5,28,0.83,3,30,1,16,1,2,0,2,100,5.0,23:14,--
85,Troy Terry,2024-25,ANA,R,R,60,17,31,48,+4,16,0.80,13,38,4,10,0,0,1,3,136,12.5,18:54,30.8
86,Nazem Kadri,2024-25,CGY,L,C,64,23,25,48,-18,63,0.75,18,31,5,17,0,0,0,2,218,10.6,19:06,46.8
87,Jonathan Huberdeau,2024-25,CGY,L,L,64,24,24,48,-7,34,0.75,13,27,8,17,3,4,1,5,121,19.8,19:14,27.6
88,Jonathan Marchessault,2024-25,NSH,R,R,64,19,29,48,-18,33,0.75,15,30,4,18,0,0,1,4,183,10.4,18:12,24.6
89,Mika Zibanejad,2024-25,NYR,R,C,66,15,33,48,-20,20,0.73,10,26,5,17,0,5,0,0,150,10.0,18:40,52.0
90,Dylan Holloway,2024-25,STL,L,L,66,21,27,48,+8,10,0.73,16,37,5,11,0,0,1,5,153,13.7,16:45,42.1
91,Erik Karlsson,2024-25,PIT,R,D,68,9,39,48,-20,18,0.71,8,36,1,12,0,0,1,1,164,5.5,23:18,--
92,Logan Cooley,2024-25,UTA,L,C,58,17,30,47,+6,32,0.81,10,31,7,16,0,0,0,1,121,14.1,17:48,44.7
93,Brad Marchand,2024-25,BOS,L,L,61,21,26,47,-8,62,0.77,16,33,5,13,0,1,2,5,175,12.0,18:26,41.7
94,Matvei Michkov,2024-25,PHI,L,R,65,20,27,47,-16,40,0.72,13,32,7,15,0,0,3,3,155,12.9,16:14,46.3
95,Kent Johnson,2024-25,CBJ,L,C,51,21,24,45,-1,14,0.88,17,30,3,12,1,3,0,4,96,21.9,17:21,0.0
96,Patrick Kane,2024-25,DET,L,R,56,17,28,45,-14,12,0.80,7,22,10,23,0,0,2,6,134,12.7,17:46,33.3
97,Anthony Cirelli,2024-25,TBL,L,C,63,20,25,45,+22,22,0.71,13,34,3,5,4,6,0,1,124,16.1,18:51,50.6
98,Jake Sanderson,2024-25,OTT,L,D,64,6,39,45,-15,12,0.70,2,16,4,25,0,4,1,1,148,4.1,24:25,--
99,Anders Lee,2024-25,NYI,L,L,65,25,20,45,+16,29,0.69,21,39,4,6,0,0,0,3,183,13.7,17:13,40.0
100,Chandler Stephenson,2024-25,SEA,L,C,65,11,34,45,-10,22,0.69,8,26,1,17,2,2,0,1,63,17.5,19:41,52.0
101,Carter Verhaeghe,2024-25,FLA,L,C,66,17,28,45,-13,36,0.68,12,29,5,16,0,0,0,5,200,8.5,18:01,32.4
102,Jared McCann,2024-25,SEA,L,L,66,16,29,45,+5,14,0.68,13,33,3,11,0,1,1,2,156,10.3,17:17,44.7
103,Jason Zucker,2024-25,BUF,L,L,56,18,26,44,+3,55,0.79,9,28,9,16,0,0,0,3,101,17.8,15:59,40.8
104,Kevin Fiala,2024-25,LAK,L,L,63,25,19,44,-9,36,0.70,16,27,9,17,0,0,0,4,189,13.2,18:35,39.4
105,Tyler Toffoli,2024-25,SJS,R,C,64,25,19,44,-16,12,0.69,20,31,5,13,0,0,0,1,189,13.2,16:41,57.9
106,Brock Nelson,2024-25,"NYI, COL",L,C,64,20,24,44,+3,16,0.69,16,37,1,4,3,3,1,6,165,12.1,19:17,52.7
107,Pavel Buchnevich,2024-25,STL,L,L,64,13,31,44,+4,23,0.69,11,32,2,11,0,1,0,1,122,10.7,19:00,36.9
108,Bo Horvat,2024-25,NYI,L,C,64,21,23,44,+5,8,0.69,17,37,3,6,1,1,2,5,194,10.8,20:13,59.9
109,Sam Bennett,2024-25,FLA,L,C,64,22,22,44,-7,78,0.69,16,35,6,9,0,0,0,3,207,10.6,17:14,47.2
110,Evgeni Malkin,2024-25,PIT,L,C,58,13,30,43,-23,34,0.74,10,31,3,12,0,0,1,3,101,12.9,17:53,43.7
111,Mikhail Sergachev,2024-25,UTA,L,D,60,11,32,43,-9,26,0.72,8,24,3,19,0,0,2,3,101,10.9,25:26,--
112,Matthew Knies,2024-25,TOR,L,L,61,24,19,43,-1,31,0.70,20,32,4,10,0,1,0,3,110,21.8,18:27,0.0
113,Andrei Svechnikov,2024-25,CAR,L,R,63,18,25,43,-8,53,0.68,9,26,9,17,0,0,0,2,167,10.8,17:29,25.0
114,John Carlson,2024-25,WSH,R,D,66,4,39,43,+20,20,0.65,3,31,1,12,0,0,0,0,137,2.9,23:46,--
115,Vincent Trocheck,2024-25,NYR,R,C,66,18,25,43,-1,40,0.65,13,31,4,10,1,2,0,3,168,10.7,21:16,59.4
116,Timo Meier,2024-25,NJD,L,R,66,18,25,43,+9,52,0.65,14,34,4,9,0,0,0,4,190,9.5,17:29,34.8
117,Dmitri Voronkov,2024-25,CBJ,L,L,56,20,22,42,+18,41,0.75,12,31,8,11,0,0,0,1,117,17.1,17:20,46.4
118,Jakob Chychrun,2024-25,WSH,L,D,61,18,24,42,+22,36,0.69,13,28,5,14,0,0,1,6,148,12.2,20:59,--
119,Steven Stamkos,2024-25,NSH,R,C,64,22,20,42,-21,40,0.66,11,26,11,16,0,0,1,6,140,15.7,18:01,51.4
120,Claude Giroux,2024-25,OTT,R,R,65,13,29,42,-2,16,0.65,10,28,3,13,0,1,0,2,119,10.9,18:42,62.1
121,Pavel Dorofeyev,2024-25,VGK,L,L,65,26,16,42,-5,24,0.65,15,27,11,15,0,0,0,4,197,13.2,16:31,18.8
122,Adam Fantilli,2024-25,CBJ,L,C,65,21,21,42,-1,14,0.65,18,36,2,4,1,2,0,1,146,14.4,17:41,42.2
123,Sean Monahan,2024-25,CBJ,L,C,41,14,27,41,+17,14,1.00,10,30,4,9,0,2,0,2,106,13.2,19:27,51.5
124,Mats Zuccarello,2024-25,MIN,L,R,53,15,26,41,+2,18,0.77,13,30,2,11,0,0,0,4,116,12.9,19:34,48.2
125,Artturi Lehkonen,2024-25,COL,L,L,54,27,14,41,+30,24,0.76,25,36,1,4,1,1,0,5,118,22.9,20:58,38.5
126,Ivan Barbashev,2024-25,VGK,L,C,54,19,22,41,+21,10,0.76,17,39,2,2,0,0,1,3,88,21.6,16:52,39.1
127,Ryan O'Reilly,2024-25,NSH,L,C,61,16,25,41,-19,11,0.67,10,29,6,12,0,0,0,3,119,13.5,18:56,57.5
128,Kyle Palmieri,2024-25,NYI,R,C,65,20,21,41,-9,14,0.63,16,32,4,8,0,1,0,2,133,15.0,18:19,41.4
129,Anton Lundell,2024-25,FLA,L,C,65,15,26,41,+17,30,0.63,11,33,2,6,2,2,0,1,122,12.3,16:44,51.6
130,Juraj Slafkovský,2024-25,MTL,L,L,62,14,26,40,-2,27,0.65,11,32,3,8,0,0,0,1,98,14.3,17:04,27.8
131,Dougie Hamilton,2024-25,NJD,R,D,63,9,31,40,+9,28,0.63,4,25,5,15,0,0,0,3,182,5.0,19:48,--
132,Frank Vatrano,2024-25,ANA,L,R,64,20,20,40,-3,46,0.63,16,34,3,5,1,1,0,1,201,10.0,17:57,40.7
133,Jamie Benn,2024-25,DAL,L,L,65,16,24,40,+4,60,0.62,15,33,1,7,0,0,1,4,112,14.3,15:31,55.8
134,Brayden Schenn,2024-25,STL,L,C,66,14,26,40,-4,50,0.61,12,34,2,6,0,0,2,5,116,12.1,17:34,50.2
135,Pavel Zacha,2024-25,BOS,L,C,67,13,27,40,+1,19,0.60,9,31,2,6,2,3,2,5,117,11.1,19:19,53.1
136,Cole Perfetti,2024-25,WPG,L,C,67,13,27,40,+17,14,0.60,8,26,5,14,0,0,0,2,113,11.5,14:55,30.5
137,Elias Pettersson,2024-25,VAN,L,C,59,14,25,39,-12,14,0.66,7,24,7,15,0,0,0,1,106,13.2,18:50,47.4
138,Thomas Harley,2024-25,DAL,L,D,63,12,27,39,+23,14,0.62,11,28,1,11,0,0,1,2,137,8.8,23:06,--
139,Quinton Byfield,2024-25,LAK,L,R,64,16,23,39,+10,36,0.61,14,35,1,3,1,1,2,3,125,12.8,18:35,43.5
140,Ryan Nugent-Hopkins,2024-25,EDM,L,C,65,16,23,39,0,22,0.60,10,22,6,17,0,0,1,4,128,12.5,18:55,49.2
141,Conor Garland,2024-25,VAN,R,R,65,16,23,39,-10,38,0.60,10,26,6,13,0,0,2,3,141,11.4,18:50,33.3
142,Jaden Schwartz,2024-25,SEA,L,C,66,19,20,39,-6,20,0.59,16,32,3,7,0,0,0,5,155,12.3,18:07,47.3
143,Roman Josi,2024-25,NSH,L,D,53,9,29,38,-26,18,0.72,7,21,2,17,0,0,0,1,150,6.0,25:02,--
144,Brock Boeser,2024-25,VAN,R,R,58,18,20,38,-24,16,0.66,11,22,7,16,0,0,0,2,111,16.2,17:54,25.8
145,Mason McTavish,2024-25,ANA,L,C,59,18,20,38,-2,30,0.64,12,27,6,11,0,0,0,0,123,14.6,16:35,48.6
146,Shane Wright,2024-25,SEA,R,C,63,15,23,38,+3,16,0.60,8,26,7,12,0,0,0,2,67,22.4,13:39,45.4
147,MacKenzie Weegar,2024-25,CGY,R,D,64,7,31,38,+12,29,0.59,3,18,4,18,0,2,0,0,144,4.9,23:52,0.0
148,Oliver Bjorkstrand,2024-25,"SEA, TBL",R,R,65,17,21,38,-4,14,0.58,13,30,4,8,0,0,0,2,130,13.1,15:24,30.0
149,Barrett Hayton,2024-25,UTA,L,C,65,17,21,38,+5,25,0.58,12,28,5,10,0,0,0,5,129,13.2,16:07,54.3
150,Moritz Seider,2024-25,DET,R,D,66,7,31,38,-4,34,0.58,4,18,3,20,0,0,0,0,136,5.2,25:10,--
151,Zach Hyman,2024-25,EDM,R,L,61,22,15,37,+10,26,0.61,16,26,6,11,0,0,1,6,171,12.9,19:11,25.0
152,Warren Foegele,2024-25,LAK,L,L,64,19,18,37,+27,16,0.58,19,37,0,0,0,0,0,6,155,12.3,16:08,45.5
153,Ryan Strome,2024-25,ANA,R,C,65,10,27,37,0,46,0.57,10,32,0,5,0,0,0,3,117,8.6,17:05,42.0
154,Jake DeBrusk,2024-25,VAN,L,L,65,23,14,37,-13,14,0.57,12,22,11,15,0,0,1,3,133,17.3,16:34,30.4
155,Casey Mittelstadt,2024-25,"COL, BOS",L,C,66,12,25,37,-12,22,0.56,10,25,2,12,0,0,0,3,87,13.8,17:01,42.7
156,Neal Pionk,2024-25,WPG,R,D,66,9,28,37,+21,44,0.56,5,25,4,11,0,1,1,2,116,7.8,22:09,--
157,Owen Tippett,2024-25,PHI,R,R,62,19,17,36,-11,14,0.58,19,30,0,6,0,0,1,2,153,12.4,16:29,40.0
158,Kaapo Kakko,2024-25,"NYR, SEA",L,R,63,10,26,36,0,30,0.57,7,30,3,6,0,0,0,1,97,10.3,15:30,47.9
159,Evgenii Dadonov,2024-25,DAL,L,R,65,16,20,36,+11,6,0.55,12,30,4,6,0,0,0,2,106,15.1,13:53,--
160,Brandon Montour,2024-25,SEA,R,D,65,15,21,36,-15,43,0.55,11,26,4,10,0,0,1,3,190,7.9,23:09,--
161,Alexis Lafrenière,2024-25,NYR,L,L,66,14,22,36,-16,24,0.55,12,32,2,4,0,0,0,3,133,10.5,17:26,34.3
162,Matty Beniers,2024-25,SEA,L,C,66,16,20,36,-1,14,0.55,12,29,4,7,0,0,1,2,117,13.7,18:33,47.4
163,Fabian Zetterlund,2024-25,"SJS, OTT",R,L,67,17,19,36,+7,10,0.54,13,30,4,6,0,0,0,0,143,11.9,16:40,60.0
164,Joshua Norris,2024-25,"OTT, BUF",L,C,56,21,14,35,-6,44,0.63,12,20,6,11,3,4,1,5,96,21.9,18:21,53.9
165,Shayne Gostisbehere,2024-25,CAR,L,D,58,7,28,35,-1,26,0.60,3,14,4,21,0,0,0,0,101,6.9,18:25,--
166,Jackson LaCombe,2024-25,ANA,L,D,58,11,24,35,+6,20,0.60,10,27,1,7,0,1,0,1,112,9.8,21:37,--
167,Nick Paul,2024-25,TBL,L,L,59,19,16,35,+6,30,0.59,17,29,2,5,0,1,1,3,105,18.1,16:24,50.4
168,Will Smith,2024-25,SJS,R,C,59,13,22,35,-10,10,0.59,9,25,4,10,0,0,0,1,94,13.8,15:08,35.1
169,Ryan McLeod,2024-25,BUF,L,C,61,14,21,35,+8,14,0.57,13,33,0,1,1,1,0,1,67,20.9,16:13,51.4
170,Colton Parayko,2024-25,STL,R,D,62,15,20,35,+8,8,0.56,13,32,1,1,1,2,1,4,122,12.3,23:51,--
171,Morgan Geekie,2024-25,BOS,R,C,62,22,13,35,+3,20,0.56,19,29,3,6,0,0,0,4,121,18.2,16:32,46.9
172,Dylan Cozens,2024-25,"BUF, OTT",R,C,65,13,22,35,-8,62,0.54,10,30,3,5,0,0,0,2,151,8.6,17:07,50.9
173,Will Cuylle,2024-25,NYR,L,L,66,17,18,35,+9,32,0.53,13,29,2,3,2,3,0,3,123,13.8,14:58,29.0
174,Jake Walman,2024-25,"SJS, EDM",L,D,54,6,28,34,+3,36,0.63,6,27,0,7,0,0,0,1,136,4.4,23:07,--
175,Simon Holmstrom,2024-25,NYI,L,R,58,14,20,34,+7,8,0.59,12,27,1,4,1,3,0,2,72,19.4,16:48,33.3
176,Jean-Gabriel Pageau,2024-25,NYI,R,C,62,12,22,34,+10,23,0.55,9,27,2,4,1,3,0,1,101,11.9,16:58,59.6
177,Phillip Danault,2024-25,LAK,L,C,63,6,28,34,+14,14,0.54,6,33,0,0,0,1,0,2,106,5.7,17:52,52.7
178,Stefan Noesen,2024-25,NJD,R,R,65,19,15,34,-5,50,0.52,9,20,10,14,0,0,1,5,142,13.4,15:43,49.4
179,Tyler Bertuzzi,2024-25,CHI,L,L,66,17,17,34,-33,43,0.52,9,20,8,14,0,0,0,0,107,15.9,16:07,47.6
180,Elias Lindholm,2024-25,BOS,R,C,67,11,23,34,-8,14,0.51,8,18,2,13,1,3,0,2,122,9.0,18:17,54.7
181,Mason Marchment,2024-25,DAL,L,L,47,16,17,33,+9,39,0.70,14,26,2,7,0,0,0,3,105,15.2,15:29,50.0
182,Aaron Ekblad,2024-25,FLA,R,D,56,3,30,33,+11,53,0.59,3,20,0,11,0,2,0,2,106,2.8,23:31,--
183,Morgan Rielly,2024-25,TOR,L,D,65,7,26,33,-19,19,0.51,6,19,1,13,0,1,1,2,104,6.7,21:33,--
184,Jack Roslovic,2024-25,CAR,R,C,65,21,12,33,-6,4,0.51,20,31,1,2,0,0,0,2,113,18.6,13:40,55.1
185,Jordan Staal,2024-25,CAR,L,C,66,12,21,33,+14,16,0.50,10,31,0,0,2,2,0,3,94,12.8,15:26,53.8
186,Jake Neighbours,2024-25,STL,L,L,66,16,17,33,-2,37,0.50,11,23,5,10,0,0,1,1,104,15.4,16:03,27.8
187,Matt Coronato,2024-25,CGY,R,R,59,16,16,32,+4,21,0.54,13,20,3,12,0,0,1,2,133,12.0,17:07,43.4
188,Alex Laferriere,2024-25,LAK,R,R,60,15,17,32,+13,18,0.53,13,28,2,4,0,0,0,4,143,10.5,16:48,36.4
189,Devon Toews,2024-25,COL,L,D,62,7,25,32,+24,22,0.52,7,30,0,2,0,0,2,3,116,6.0,24:39,--
190,Sean Couturier,2024-25,PHI,L,C,64,10,22,32,-1,33,0.50,10,31,0,1,0,0,1,1,114,8.8,16:47,55.8
191,Thomas Chabot,2024-25,OTT,L,D,64,5,27,32,+15,22,0.50,5,27,0,5,0,0,1,1,150,3.3,23:02,--
192,Bobby Brink,2024-25,PHI,R,R,64,10,22,32,-9,18,0.50,8,28,2,4,0,0,0,2,88,11.4,14:27,29.7
193,Owen Power,2024-25,BUF,L,D,64,6,26,32,-13,12,0.50,5,29,1,3,0,0,0,0,119,5.0,21:51,--
194,Noah Hanifin,2024-25,VGK,L,D,65,9,23,32,+2,14,0.49,7,25,2,7,0,0,0,1,122,7.4,21:27,--
195,Cutter Gauthier,2024-25,ANA,L,L,65,12,20,32,+3,14,0.49,10,26,2,6,0,0,1,2,140,8.6,14:02,34.9
196,Vince Dunn,2024-25,SEA,L,D,46,11,20,31,-7,23,0.67,9,22,2,9,0,0,1,3,111,9.9,22:12,--
