Player,Team,PPG,APG,RPG,3PM,Games
Mostapha El Moutaouakkil,UL,14.5,1.1,5.2,0.0,1
Obinna Anochili-Killen,MRSH,14.4,0.9,5.7,0.6,1
Isaac McKneely,UVA,14.4,2.9,2.7,3.2,1
Cruz Davis,HOF,14.4,4.4,3.8,1.8,1
CJ Hines,ALST,14.4,2.5,3.0,2.1,1
Josh Dix,IOWA,14.4,2.8,3.2,2.0,1
Jeff Woodward,COLG,14.4,2.9,8.0,0.0,1
Marcus Randolph,SPU,14.4,1.8,3.3,2.2,1
Milos Ilic,L-MD,14.4,3.0,7.5,0.6,1
Terrance Johnson,UVAL,14.4,0.3,6.1,0.6,1
Alex Karaban,CONN,14.4,2.9,5.2,2.1,1
Ryan Sabol,BUF,14.4,2.0,2.9,2.5,1
Dain Dainja,MEM,14.4,1.7,7.2,0.0,1
Kon Knueppel,DUKE,14.4,2.7,4.0,2.2,1
Jamal Gibson,SOUTH,14.3,1.7,8.3,0.3,1
Joshua Russ,LINCOLNCA,14.3,1.0,2.7,4.3,1
Amarr Knox,ALST,14.3,2.5,2.0,1.1,1
Augustas Marciulionis,SMC,14.3,6.1,3.0,1.5,1
Tayton Conerway,TROY,14.3,4.8,4.6,1.1,1
Jordan Jones,CCSU,14.3,3.5,3.3,1.4,1
Corey Tripp,WOF,14.3,3.2,4.0,1.8,1
Darrion Williams,TTU,14.3,3.7,5.2,1.4,1
T.J. Weeks Jr.,RID,14.3,1.5,5.3,2.1,1
Jaylon Johnson,TNTC,14.3,4.8,4.2,2.3,1
Zarique Nutter,GAST,14.2,2.1,3.1,0.3,1
Tyler Whitney-Sidney,LEH,14.2,2.0,3.2,1.2,1
Malique Ewin,FSU,14.2,1.7,7.6,0.0,1
Anthony Selden,GWEB,14.2,1.8,4.0,0.7,1
Jean Aranguren,HOF,14.2,4.2,5.5,1.6,1
Chance McMillian,TTU,14.2,1.9,4.1,2.3,1
Bernard Pelote,WCU,14.2,1.3,7.6,2.0,1
LJ Thomas,APSU,14.2,3.9,4.5,0.5,1
Tymu Chenery,BING,14.2,3.2,5.2,1.7,1
Devin Haid,CCSU,14.2,2.1,5.6,1.3,1
David Green,URI,14.2,1.0,5.9,2.0,1
Noah Farrakhan,HAMP,14.2,2.7,3.0,1.3,1
James Dent Jr.,NIU,14.2,3.1,5.4,2.4,1
Jalen Haynes,GMU,14.1,1.4,7.1,0.1,1
Nate Santos,DAY,14.1,1.5,5.6,2.1,1
Nate Bittle,ORE,14.1,1.9,7.4,1.0,1
Rafael Castro,GW,14.1,1.8,9.1,0.0,1
Alvaro Folgueiras,RMU,14.1,3.1,9.1,1.3,1
Zhuric Phelps,TA&M,14.1,2.2,5.0,1.1,1
Mark Mitchell,MIZ,14.1,1.9,4.6,0.4,1
Wesley Yates III,USC,14.1,1.8,2.9,1.6,1
Will Thomas,MORG,14.1,2.1,3.8,0.7,1
Evan Johnson,UMES,14.0,2.5,2.6,2.4,1
AJ Clayton,OHIO,14.0,1.0,5.3,2.3,1
AC Bryant,AAMU,14.0,1.6,4.4,1.6,1
Essam Mostafa,MTSU,14.0,1.2,9.0,0.1,1
Juwan Gary,NEB,14.0,0.8,4.8,1.1,1
Amar'e Marshall,ALB,14.0,2.5,2.7,1.6,1
Nate Johnson,AKR,14.0,3.5,5.0,1.1,1
Riley Fornerette,HOWPAY,14.0,2.5,1.5,1.5,1
Ke'Andre Penceal,FISHE,14.0,2.0,1.0,0.0,1
Caedmon Liebengood,LTRN,14.0,0.5,5.0,0.5,1
Braeden Shrewsberry,ND,14.0,1.6,3.0,2.8,1
Billy Smith,BELL,14.0,2.6,2.8,2.6,1
Justin McNelkan,FISK,14.0,0.5,2.5,4.0,1
Jake Heberle,CHA,14.0,3.0,3.0,2.0,1
Ny'gel Boozer,DALLA,14.0,0.7,2.7,3.3,1
Garrett Hawkes,EOR,14.0,0.0,4.0,2.0,1
Markell Johnson-Nichols,HEI,14.0,7.0,1.0,1.0,1
Anujan Tennathur,WLLMTT,14.0,2.0,9.0,4.0,1
Jalen Parker,BRYN,14.0,1.0,4.0,0.0,1
Luke Gabloff,THOMA,14.0,1.0,1.0,4.0,1
Kenard Richardson,NMH,14.0,1.0,6.0,4.0,1
Jourdan Joseph,EVERG,14.0,3.0,2.0,1.0,1
Deacon Linder,MAN,14.0,0.0,1.0,3.0,1
Preston Le Gassick,MENLO,14.0,3.5,3.0,1.5,1
Bentravin Phillips,DILLARD,14.0,2.0,2.0,0.5,1
Umar Lawson,VOORH,14.0,2.0,0.0,2.0,1
Anjay Cortez,WORE,14.0,0.0,5.0,1.0,1
Myles McCrary,TRMC,14.0,1.0,5.5,1.0,1
Cameron Johnson,FLORI,14.0,4.0,5.0,0.0,1
Jonah Ogunsanya,SMMN,14.0,0.0,2.0,4.0,1
Eddie Volkerts,MITC,14.0,1.0,4.0,0.0,1
Tyler Moore,JHSN,14.0,1.0,1.5,1.5,1
Jonas Visser,HAWAIIPAC,14.0,1.0,8.0,0.0,1
Will Ashford,PNW,14.0,1.0,3.0,0.0,1
Jezza Mckenzie,COLOCS,14.0,1.0,5.0,0.0,1
Darrius Miles,CHADRONST,14.0,3.0,8.0,0.0,1
Lav Cvetkovic',VIRWISE,14.0,0.0,5.0,4.0,1
Gabriel Sorensen,WEBBINT,14.0,1.0,3.0,2.0,1
Nelly Junior Joseph,UNM,14.0,1.2,11.2,0.0,1
Kobe MaGee,DREX,14.0,1.9,5.6,2.5,1
Matt Hayman,SFA,14.0,2.6,4.1,2.1,1
Dez White,MOST,14.0,2.5,2.8,2.5,1
Ace Baldwin Jr.,PSU,14.0,7.1,2.8,1.4,1
Rodney Rice,MD,13.9,2.1,2.2,2.2,1
Bubu Benjamin,TAR,13.9,1.7,4.6,1.5,1
Alex Chaikin,LAF,13.9,1.1,2.6,2.5,1
Bash Wieland,UTC,13.9,1.5,4.2,0.9,1
Tuburu Naivalurua,OAK,13.9,1.2,7.1,0.1,1
Derrin Boyd,COFC,13.9,2.2,3.5,2.4,1
Kavion McClain,TXSO,13.9,4.4,3.1,2.2,1
Keeshawn Kellman,FGCU,13.9,1.0,7.6,0.2,1
AK Okereke,COR,13.9,4.1,4.6,0.6,1
Ethan Taylor,AFA,13.9,3.5,5.4,3.1,1
Teddy Washington Jr.,SEMO,13.9,2.5,5.4,1.8,1
Marcus Hall,GB,13.9,2.3,4.2,2.0,1
Will Sydnor,MAN,13.9,1.5,6.8,1.6,1
Taelon Peter,LIB,13.9,1.1,4.1,2.2,1
Mason Williams,EWU,13.9,2.4,3.2,1.4,1
Sam Brown,PENN,13.9,2.3,3.3,1.9,1
Tevin Smith,CLE,13.8,1.6,4.3,0.9,1
Jahnathan Lamothe,NCAT,13.8,2.6,7.3,1.9,1
Jackson Paveletzke,OHIO,13.8,4.8,4.1,0.6,1
Noa Gonsalves,UTU,13.8,1.5,2.9,2.2,1
Fletcher Loyer,PUR,13.8,1.7,2.2,2.1,1
Austin Rapp,PORT,13.8,2.5,6.5,2.7,1
Duke Deen,BRAD,13.8,3.7,3.4,3.1,1
RJ Johnson,CHSO,13.8,4.5,2.0,1.3,1
David Joplin,MARQ,13.8,1.3,5.5,2.0,1
Daylen Berry,CHSO,13.8,2.8,5.3,1.7,1
Toneari Lane,GAST,13.8,1.6,2.9,2.7,1
Zakai Zeigler,TENN,13.8,7.3,3.1,1.7,1
Jonathan Pierre,BEL,13.8,3.5,6.3,2.2,1
Myles Corey,USA,13.8,4.3,2.4,1.2,1
Aidan Reichert,MERC,13.7,1.4,5.2,0.8,1
K.J. Doucet,WIN,13.7,1.2,5.5,1.1,1
Caleb Grill,MIZ,13.7,1.2,3.6,2.8,1
Devin Royal,OSU,13.7,1.1,6.9,0.5,1
JJ White,OMA,13.7,4.0,2.6,1.9,1
Quion Williams,ACU,13.7,2.5,5.1,0.6,1
Baye Ndongo,GT,13.7,1.5,9.1,0.2,1
Landon Lewis,BRWN,13.7,1.3,6.8,0.0,1
BJ Freeman,ASU,13.7,2.6,3.9,2.1,1
Peter Suder,M-OH,13.7,3.8,4.9,1.1,1
Darius Maddox,GMU,13.7,1.2,2.9,1.8,1
Niels Lane,DEL,13.7,2.2,4.4,0.6,1
Tyrese Hunter,MEM,13.7,3.6,3.8,2.3,1
Yame Butler,DREX,13.6,1.8,4.6,1.3,1
Martin Somerville,UML,13.6,3.7,2.9,2.3,1
Jaden Brownell,SAM,13.6,1.1,3.9,1.6,1
Tyler Bilodeau,UCLA,13.6,1.5,4.5,1.1,1
Brandon Mitchell-Day,DART,13.6,2.8,7.6,0.7,1
Will Richard,FLA,13.6,1.8,4.5,2.1,1
Kam Craft,M-OH,13.6,1.0,3.0,2.9,1
Oziyah Sellers,STAN,13.6,1.3,2.7,1.7,1
Japhet Medor,FOR,13.6,4.0,3.0,1.5,1
Devin Dinkins,MAN,13.6,2.6,2.5,2.1,1
Alston Mason,ASU,13.5,4.0,2.5,1.8,1
Vincent Brady II,MOST,13.5,2.5,4.3,1.6,1
Dusan Neskovic,RICH,13.5,0.7,3.6,1.3,1
DeAndre Craig,DEN,13.5,2.7,3.7,1.3,1
D'Maurian Williams,HPU,13.5,2.3,3.4,1.4,1
Bobby Durkin,DAV,13.5,2.4,5.9,2.8,1
Jared Strickland,ALICE,13.5,2.5,6.5,1.0,1
Deonte Jackson,LTRN,13.5,3.5,2.0,1.5,1
Walker Blaine,LTRN,13.5,3.0,2.5,2.5,1
Aitor Anabitarte,SFIL,13.5,1.0,5.5,1.0,1
Cameron Edmonds,GEO,13.5,0.0,3.0,1.5,1
Carson Kelly,WNMEX,13.5,2.5,2.0,3.5,1
Tyler No,EVERG,13.5,1.0,0.0,2.0,1
Vegas Evans,TXWESL,13.5,0.5,4.0,1.5,1
Corey Washington,WICH,13.5,0.5,7.4,0.8,1
Alex Huibregtse,WRST,13.5,3.1,3.1,2.8,1
Barry Evans,BRY,13.5,2.7,6.9,1.3,1
Kaden Metheny,LIB,13.5,2.0,2.9,3.0,1
Jarvis Moss,RAD,13.5,1.9,2.5,2.4,1
Lamar Washington,PAC,13.5,5.8,5.1,1.1,1
LeJuan Watts,WSU,13.5,4.4,6.7,0.8,1
Caleb Stone-Carrawell,LMU,13.4,1.4,2.4,1.4,1
Silas Demary Jr.,UGA,13.4,3.1,4.0,1.8,1
Trey Bonham,UTC,13.4,2.7,4.2,1.6,1
Kimani Hamilton,HPU,13.4,2.3,4.7,0.8,1
Gabe Dorsey,W&M,13.4,0.9,3.4,3.2,1
Nick Boyd,SDSU,13.4,4.0,3.8,1.7,1
Josh Harris,UNF,13.4,0.6,7.1,0.4,1
Riley Parker,SFPA,13.4,3.4,3.5,1.9,1
Bez Mbeng,YALE,13.4,5.6,5.5,1.4,1
Lance Ware,UTA,13.4,1.3,9.6,0.0,1
Keshon Gilbert,ISU,13.4,4.1,3.5,0.9,1
TJ Wainwright,LBSU,13.4,1.7,2.7,1.9,1
Braelon Bush,PV,13.4,2.8,1.9,1.7,1
Reyne Smith,LOU,13.4,0.8,2.8,3.5,1
Cameron Huefner,SHSU,13.4,1.0,5.3,1.9,1
Tamar Bates,MIZ,13.4,1.0,2.7,1.6,1
Stephan Swenson,UCSB,13.4,4.4,3.7,2.7,1
Bryce Lindsay,JMU,13.4,2.2,2.8,2.8,1
Malik Reneau,IU,13.3,2.0,5.5,0.1,1
Jaylen Curry,MASS,13.3,3.9,3.8,1.6,1
Dwon Odom,TLSA,13.3,5.4,4.4,0.3,1
Ronald Polite III,UNCG,13.3,3.7,2.9,1.1,1
Nick Spinoso,PENN,13.3,3.1,6.7,0.3,1
Kasen Harrison,WIN,13.3,4.3,2.4,0.6,1
Money Williams,MONT,13.3,3.1,3.6,1.6,1
Micah Parrish,OSU,13.3,1.5,4.4,1.9,1
Prophet Johnson,FAIR,13.3,2.4,7.7,0.5,1
Donovan Atwell,UNCG,13.3,0.8,3.4,3.0,1
Keaston Willis,TLSA,13.3,1.2,3.2,2.8,1
David N'Guessan,KSU,13.3,1.4,7.2,0.2,1
Tanner Toolson,UVU,13.3,1.7,4.1,2.0,1
Mwani Wilkinson,LR,13.2,1.0,7.1,2.2,1
Jackson Shelstad,ORE,13.2,2.7,2.9,1.8,1
Cooper Noard,COR,13.2,0.9,3.3,2.7,1
Will Pruitt,LIP,13.2,2.6,5.9,1.4,1
Enoch Cheeks,DAY,13.2,1.9,6.4,1.6,1
Tana Kopa,CAN,13.2,1.2,3.3,3.1,1
Louie Semona,STO,13.2,1.5,4.1,1.9,1
Isaac Haney,APSU,13.2,1.5,3.8,2.3,1
Jayden Dawson,LUC,13.2,1.9,3.1,2.6,1
Otis Frazier III,UTEP,13.2,2.4,5.3,1.3,1
Derrick Butler,BGSU,13.2,1.0,3.5,2.0,1
Jamarii Thomas,SC,13.2,3.0,2.9,1.7,1
Boopie Miller,SMU,13.2,5.5,2.9,1.1,1
Dola Adebayo,MSM,13.2,1.0,6.9,0.6,1
AJ Brown,OHIO,13.2,1.1,3.2,1.9,1
Shereef Mitchell,OHIO,13.2,2.5,3.2,1.3,1
Bensley Joseph,PROV,13.2,3.2,4.1,2.3,1
Jalen Bolden,ULM,13.2,2.5,6.0,0.7,1
Khalif Battle,GONZ,13.2,1.5,3.5,1.5,1
Devin Tillis,UCI,13.2,2.4,7.6,1.2,1
Jake O'Neil,IDST,13.1,2.0,9.3,0.8,1
Julian Reese,MD,13.1,1.2,9.0,0.0,1
Ethan Price,WSU,13.1,2.2,5.2,1.6,1
Danny Wolf,MICH,13.1,3.7,9.8,1.0,1
Moe Odum,PEPP,13.1,7.5,3.2,1.7,1
Leonardo Bettiol,ACU,13.1,1.2,3.9,0.0,1
Chandler Pigge,HARV,13.1,2.6,6.7,1.1,1
Peter Filipovity,NMSU,13.1,1.3,8.2,0.5,1
Anthony Pritchard,CMU,13.1,5.5,4.6,0.8,1
Zion Stanford,TEM,13.1,2.1,4.5,0.7,1
Carson Towt,NAU,13.1,3.4,12.4,0.0,1
Beon Riley,UTU,13.0,1.8,7.6,0.8,1
Ryan Myers,WIU,13.0,1.7,2.7,2.5,1
Jacob Theodosiou,L-MD,13.0,2.7,4.0,1.7,1
Major Freeman,SIE,13.0,1.9,3.8,2.0,1
Robert Brown III,NICH,13.0,1.0,3.4,2.5,1
George Beale Jr.,HAMP,13.0,0.9,2.3,1.9,1
Addison Patterson,NWST,13.0,3.3,5.5,0.5,1
Oumar Ballo,IU,13.0,2.1,9.1,0.0,1
Hayden Diekhans,MTTECH,13.0,3.0,2.0,0.0,1
John Mobley Jr.,OSU,13.0,2.2,1.5,2.4,1
Paul Otieno,QUIN,13.0,1.1,8.6,0.4,1
Tavari Johnson,AKR,13.0,3.9,1.9,1.6,1
CaDarrius Sowell,NGR,13.0,1.0,4.0,1.0,1
Reggie Martin,OUA,13.0,0.0,3.0,1.0,1
Jajuan Preaster,HOUGH,13.0,3.0,4.0,0.5,1
Drayton Jones,SCST,13.0,1.4,5.5,0.0,1
Rodney Johnson Jr.,TNTC,13.0,1.6,5.8,1.3,1
Wyatt Studer,JES,13.0,0.0,5.0,3.0,1
Bryant Wall,FER,13.0,0.0,2.0,3.0,1
Kevin Henry,DALTO,13.0,2.0,5.0,1.0,1
Cale Rammel,OC,13.0,1.0,2.0,3.0,1
Cole Johnson,MARYWOOD,13.0,1.0,5.0,1.0,1
Jamichael Stillwell,MILW,13.0,1.4,10.7,0.6,1
Owen Law,IUC,13.0,0.0,2.0,3.0,1
Kell Estep,HNB,13.0,0.0,4.0,3.0,1
Keeshawn Mason,MIDACU,13.0,0.0,2.0,0.0,1
Doyel Cockrill Iii,FISK,13.0,4.0,1.0,2.0,1
Judson Bjornstad,UNI,13.0,0.0,5.0,3.0,1
Seviuhn Turner,XAVL,13.0,3.0,11.0,1.0,1
Freddie Word,TXPBAS,13.0,6.0,7.0,1.0,1
Jory Valencia,GALLAUDET,13.0,2.0,3.0,1.0,1
Anthony Douglas Jr.,FISHE,13.0,1.0,3.0,2.0,1
Parker Mclaren,END,13.0,0.0,6.0,3.0,1
Myles Hosten,EDW,13.0,1.0,4.0,1.0,1
Ogien Ayo,KYSTATE,13.0,0.0,10.0,3.0,1
Nate Lacewell,TXA,13.0,2.0,7.0,1.0,1
Hobert Grayson,OUA,13.0,2.0,6.0,0.0,1
Nathaniel Maldonado,LZX,13.0,0.0,1.0,3.0,1
Kai Brown,WLLMTT,13.0,5.0,4.0,1.0,1
Jalen Thomas,CHADRONST,13.0,3.0,4.0,1.0,1
Joshua Jefferson,ISU,13.0,3.0,7.4,0.5,1
Mier Panoam,UND,13.0,2.4,5.8,0.4,1
Liam Murphy,UNF,13.0,1.4,3.3,3.3,1
Keonte Jones,CSUN,13.0,4.2,9.2,0.4,1
Jaylin Henderson,PRST,13.0,1.7,3.8,1.8,1
Amarion Dickerson,RMU,12.9,1.4,5.9,0.6,1
Jordan Ivy-Curry,UCF,12.9,2.3,3.2,2.0,1
Adama-Alpha Bal,SCU,12.9,3.0,2.5,2.3,1
Kyrone Alexander,BU,12.9,1.9,5.1,1.5,1
Tim Moore Jr.,NJIT,12.9,0.2,6.7,0.9,1
Deywilk Tavarez,COFC,12.9,2.5,3.6,2.4,1
Quion Burns,ME,12.9,1.1,6.6,1.4,1
Carter Whitt,BEL,12.9,6.0,4.7,1.1,1
Anthony McComb III,UNH,12.9,1.2,3.1,1.2,1
Jaden Daughtry,INST,12.9,0.9,4.3,0.4,1
Chance Moore,SBU,12.9,1.0,6.5,0.7,1
Carter Welling,UVU,12.9,1.5,6.1,0.9,1
Yanic Konan Niederhauser,PSU,12.9,0.8,6.3,0.0,1
Javohn Garcia,MCN,12.9,1.9,3.5,1.1,1
Des Watson,LUC,12.9,2.6,3.5,1.9,1
Tre Dinkins,DUQ,12.9,3.1,2.3,2.4,1
Jaylen Blakes,STAN,12.9,4.7,2.9,0.9,1
Kellen Tynes,ME,12.9,4.6,3.8,0.7,1
Anquan Hill,SHU,12.8,1.3,5.7,1.6,1
Parsa Fallah,ORST,12.8,1.0,4.0,0.0,1
Malik Moore,MONT,12.8,2.4,3.2,2.1,1
Jizzle James,CIN,12.8,3.6,3.1,1.3,1
Jayden Epps,GTWN,12.8,2.3,2.1,2.0,1
Brendan Coyle,SIE,12.8,0.7,4.0,2.9,1
Donovan Oday,CSUF,12.8,1.3,5.0,0.7,1
Nico Galette,YSU,12.8,3.0,7.3,1.3,1
Ian Schieffelin,CLEM,12.8,2.7,9.4,0.9,1
Jordan Battle,CCU,12.8,1.9,3.9,2.3,1
CJ Gunn,DEP,12.8,1.0,4.0,1.7,1
Chuck Harris,SMU,12.8,2.4,2.8,2.2,1
Christian Cook,NMSU,12.8,1.3,2.5,2.2,1
Kadary Richmond,SJU,12.7,5.4,6.4,0.2,1
Joe Sayler,SDST,12.7,1.9,2.6,1.9,1
Kenny Noland,COLU,12.7,3.3,3.4,1.8,1
Jaden Akins,MSU,12.7,1.5,3.6,1.5,1
Josh Dilling,NKU,12.7,2.6,2.8,3.0,1
JaCobi Wood,MUR,12.7,5.0,3.3,2.0,1
Justin Vander Baan,LAF,12.7,3.1,7.0,0.3,1
Jayden Reid,USF,12.7,3.6,2.6,1.9,1
Sebastian Akins,DEN,12.7,2.7,2.2,1.1,1
Nicholas Shogbonyo,DEN,12.7,1.7,4.6,1.2,1
Jalen Forrest,CHST,12.6,1.3,4.6,1.3,1
Dezayne Mingo,MRSH,12.6,5.2,4.7,0.8,1
Bradley Douglas,GASO,12.6,2.3,3.9,1.7,1
TJ Madlock,ALST,12.6,2.6,7.2,0.7,1
Jasin Sinani,CAM,12.6,2.7,5.0,1.6,1
Steve Settle III,TEM,12.6,1.7,6.2,1.5,1
Payton Sparks,BALL,12.6,1.5,7.7,0.0,1
Emanuel Sharp,HOU,12.6,0.9,3.1,2.4,1
Chad Baker-Mazara,AUB,12.6,2.7,3.2,1.5,1
Jaylin McDuffie,ST. A,12.6,1.2,2.4,3.6,1
Nick Johnson,WIN,12.6,1.6,3.3,1.4,1
Mikal Dawson,MRSH,12.6,1.4,4.1,2.6,1
Dallas Hobbs,MSM,12.6,3.4,3.6,1.8,1
DK Thorn,RGV,12.6,2.0,3.7,2.1,1
Toby Nnadozie,COPP,12.6,2.3,3.4,1.6,1
Darius Hannah,BRAD,12.6,1.4,5.9,0.6,1
Miles Byrd,SDSU,12.6,2.8,4.5,1.8,1
Will Riley,ILL,12.5,2.3,4.1,1.3,1
Tomislav Ivisic,ILL,12.5,2.3,7.7,1.5,1
Joseph Pinion,ARST,12.5,1.3,4.1,2.5,1
Jamille Reynolds,USF,12.5,0.7,7.7,0.1,1
Joe Nugent,HC,12.5,0.6,5.2,2.7,1
Madison Durr,MONM,12.5,3.2,2.9,0.3,1
Javan Simmons,TOL,12.5,2.2,6.8,0.1,1
Jamal Fuller,LIU,12.5,1.3,6.0,1.1,1
Ben Soumahoro,ALICE,12.5,1.5,4.0,0.0,1
Bailey Wiseman,PIEDM,12.5,0.5,1.5,2.5,1
Tate Odvody,COLOR,12.5,0.0,1.0,1.5,1
Montez Young Jr.,TXWESL,12.5,0.0,5.5,0.5,1
Dahsan King,CENTR,12.5,1.0,3.0,0.0,1
Paulius Murauskas,SMC,12.5,1.4,8.0,1.0,1
Bernie Blunt III,MERC,12.5,1.5,2.1,1.7,1
Jalen Weaver,FRES,12.5,1.4,3.9,1.4,1
Joe Anderson,LIP,12.5,3.9,3.5,2.3,1
Andrew Meadow,BOIS,12.5,0.6,4.3,1.6,1
Basheer Jihad,ASU,12.5,1.8,5.4,0.9,1
Amiri Stewart,SHU,12.5,2.8,4.8,0.9,1
Jaden Henley,UNLV,12.5,1.8,4.2,1.2,1
Kaleb Glenn,FAU,12.5,0.6,4.8,1.4,1
Julian Hammond III,COLO,12.5,3.2,2.5,1.5,1
Deuce Jones,LAS,12.5,2.8,4.2,0.8,1
Jevon Porter,LMU,12.5,1.9,7.2,1.5,1
Noah Reynolds,TCU,12.5,3.0,2.2,1.4,1
Arthur Kaluma,TEX,12.4,1.8,7.6,1.0,1
Ryan Curry,ARMY,12.4,3.5,4.4,2.6,1
Tyson Dunn,BUF,12.4,5.3,3.8,1.6,1
Chad Venning,BC,12.4,0.7,4.1,0.0,1
Zaon Collins,FRES,12.4,4.6,4.0,0.9,1
Tobi Lawal,VT,12.4,0.9,7.0,0.8,1
Tyler Lundblade,BEL,12.4,0.9,2.0,3.2,1
Cavan Reilly,DEL,12.4,1.6,2.7,1.9,1
Kintavious Dozier,GRAM,12.4,2.2,3.6,1.4,1
Ezra Ausar,UTAH,12.4,0.9,5.0,0.0,1
Adam Njie,IONA,12.4,4.2,2.8,0.9,1
Ian Jackson,UNC,12.4,0.9,2.8,1.7,1
Marcus Boykin,SHSU,12.3,4.7,4.2,0.7,1
Amaree Abram,LT,12.3,1.7,4.4,2.1,1
TJ Johnson,VMI,12.3,0.8,4.7,2.8,1
Howie Fleming Jr.,RGV,12.3,2.4,6.4,1.2,1
Gytis Nemeiksa,HAW,12.3,1.0,5.6,1.0,1
Terence Harcum,MUR,12.3,2.0,2.5,2.2,1
Myles Che,UCI,12.3,2.7,2.5,1.4,1
Todd Brogna,STO,12.3,2.2,6.8,0.9,1
Kendall Blue,STMN,12.3,2.4,4.4,1.6,1
Jayden Jackson,NAU,12.3,3.5,3.8,0.8,1
Jayden Pierre,PROV,12.3,3.2,2.8,2.1,1
Jamal West Jr.,NICH,12.3,1.2,6.5,0.1,1
Noel Brown,SBU,12.3,1.1,5.4,0.1,1
Kenny White Jr.,MORE,12.3,1.9,5.9,0.7,1
Michael Christmas,LONG,12.3,1.1,4.3,2.1,1
Jordan Sears,LSU,12.3,2.5,2.8,1.8,1
Jj Vaughn,COLI,12.3,0.5,1.0,3.3,1
Naithan George,GT,12.2,6.5,4.3,1.7,1
Christoph Tilly,SCU,12.2,1.8,4.8,0.6,1
Mickey Pearson Jr.,BALL,12.2,1.1,5.5,1.4,1
Abou Ousmane,OKST,12.2,0.7,5.3,0.5,1
Bryce Thompson,OKST,12.2,1.7,2.7,1.0,1
Brenen Lorient,UNT,12.2,1.4,4.9,0.3,1
Micah Thomas,NWST,12.2,1.4,1.9,2.0,1
Raekwon Horton,UTSA,12.2,1.6,5.9,0.7,1
Jaha Jackson,EAS,12.2,2.0,2.8,0.4,1
Carlos Stewart Jr.,SCU,12.2,2.8,2.4,2.0,1
Josue Grullon,UTM,12.2,0.7,3.7,2.3,1
Tony Osburn,OMA,12.2,1.4,3.4,2.2,1
Isaiah Moses,UCR,12.2,3.0,1.9,1.7,1
Zek Montgomery,BRAD,12.2,1.8,2.7,1.4,1
Mackenzie Mgbako,IU,12.2,1.1,4.6,1.5,1
Kentrell Pullian,MILW,12.2,1.6,5.1,1.5,1
Amahrie Simpkins,MORG,12.2,2.2,4.5,0.3,1
Sheldon Edwards Jr.,LUC,12.2,1.9,3.6,3.0,1
J'Vonne Hadley,LOU,12.1,1.9,7.3,0.9,1
Colby Garland,LONG,12.1,4.4,2.8,0.7,1
Dane Erikstrup,WSU,12.1,1.5,4.3,1.8,1
Duncan Powell,GT,12.1,0.8,5.4,1.5,1
Jordan Wood,STET,12.1,1.5,3.8,1.8,1
Sean Craig,IUIN,12.1,1.8,7.7,1.8,1
Terri Miller Jr.,PRST,12.1,2.0,5.5,0.5,1
Jaron Rillie,UNCO,12.1,4.6,5.6,1.4,1
Zaire Williams,WAG,12.1,1.9,4.0,2.0,1
Dre Bullock,SDAK,12.1,1.6,3.6,1.4,1
Cliff Davis,RGV,12.1,2.0,4.5,3.3,1
Jordan Stiemke,L-MD,12.1,1.0,3.7,2.0,1
Trae Broadnax,RICE,12.1,4.2,5.1,0.7,1
Sincere Parker,MCN,12.1,0.6,2.5,1.0,1
Tre Carroll,FAU,12.1,1.6,5.3,0.8,1
Jaden Wells,UTA,12.0,1.3,2.9,2.7,1
Sebastian Robinson,NJIT,12.0,3.4,3.4,0.5,1
JaVaughn Hannah,WMU,12.0,1.5,4.1,1.0,1
Myles Rigsby,TROY,12.0,1.4,4.0,0.6,1
Jase Richardson,MSU,12.0,1.9,3.2,1.3,1
Khristian Lander,WKU,12.0,1.8,3.8,1.7,1
Tahj Staveskie,CLE,12.0,1.6,2.1,2.3,1
Ryder Hsiung,WLLMTT,12.0,0.0,1.0,2.0,1
Scott Ruegg,COLC,12.0,1.0,1.0,2.0,1
Beau Cervantes,SCHRE,12.0,1.5,1.5,4.0,1
Antonio Puaauli-Pelham,FTVALLEY,12.0,0.0,4.0,4.0,1
Gene Noble,WAL,12.0,0.0,6.0,4.0,1
Blessed Mbogo,GALLAUDET,12.0,0.0,2.0,0.0,1
Asher Nofziger,COLC,12.0,1.0,4.0,2.0,1
Jarvis Moss,MOBIL,12.0,1.0,0.0,4.0,1
Antonio Lewis,DALTO,12.0,0.0,2.0,2.0,1
Matt Compas,DALTO,12.0,1.0,9.0,0.0,1
Jack Keller,MONTR,12.0,1.5,2.5,2.0,1
Jackson Ruelke,THOMA,12.0,2.0,5.0,1.0,1
Deshawn Ford,NVERLYND,12.0,1.0,0.0,0.0,1
Tyree Bracey,MSCO,12.0,0.7,5.7,2.7,1
Evan Wiehe,RANDO,12.0,4.0,2.0,3.0,1
Timothy James Jr.,RANDO,12.0,0.0,3.0,3.0,1
Derrick Miller,PPN,12.0,2.0,3.0,2.0,1
Parker Applegate,UNI,12.0,1.0,5.0,0.0,1
Cody Aquino,LAVERNE,12.0,1.0,2.5,1.5,1
Josh Sangalli,BOY,12.0,1.0,5.0,1.0,1
Noah Gathings,EARLHAM,12.0,1.0,4.0,3.0,1
Amaru Grosvenor,CCGA,12.0,0.0,0.0,2.0,1
Cordell Stinson,DKST,12.0,0.0,5.0,1.0,1
Shedrach Makanjuola,MERCY,12.0,0.0,3.0,1.0,1
